ID（10-血量；20-攻击；30-防御）	注释	1级值	2级值	3级值	4级值	5级值	6级值	7级值	8级值	9级值	10级值	11级值	12级值	13级值	14级值	15级值	16级值	17级值	18级值	19级值	20级值	21级值	22级值	23级值	24级值	25级值	26级值	27级值	28级值	29级值	30级值	31级值	32级值	33级值	34级值	35级值	36级值	37级值	38级值	39级值	40级值	41级值	42级值	43级值	44级值	45级值	46级值	47级值	48级值	49级值	50级值	51级值	52级值	53级值	54级值	55级值	56级值	57级值	58级值	59级值	60级值	61级值	62级值	63级值	64级值	65级值	66级值	67级值	68级值	69级值	70级值	71级值	72级值	73级值	74级值	75级值	76级值	77级值	78级值	79级值	80级值	81级值	82级值	83级值	84级值	85级值	86级值	87级值	88级值	89级值	90级值	91级值	92级值	93级值	94级值	95级值	96级值	97级值	98级值	99级值	100级值	101级值	102级值	103级值	104级值	105级值	106级值	107级值	108级值	109级值	110级值	111级值	112级值	113级值	114级值	115级值	116级值	117级值	118级值	119级值	120级值	121级值	122级值	123级值	124级值	125级值	126级值	127级值	128级值	129级值	130级值	131级值	132级值	133级值	134级值	135级值	136级值	137级值	138级值	139级值	140级值	141级值	142级值	143级值	144级值	145级值	146级值	147级值	148级值	149级值	150级值	151级值	152级值	153级值	154级值	155级值	156级值	157级值	158级值	159级值	160级值	161级值	162级值	163级值	164级值	165级值	166级值	167级值	168级值	169级值	170级值	171级值	172级值	173级值	174级值	175级值	176级值	177级值	178级值	179级值	180级值	181级值	182级值	183级值	184级值	185级值	186级值	187级值	188级值	189级值	190级值	191级值	192级值	193级值	194级值	195级值	196级值	197级值	198级值	199级值	200级值	201级值	202级值	203级值	204级值	205级值	206级值	207级值	208级值	209级值	210级值	211级值	212级值	213级值	214级值	215级值	216级值	217级值	218级值	219级值	220级值	221级值	222级值	223级值	224级值	225级值	226级值	227级值	228级值	229级值	230级值	231级值	232级值	233级值	234级值	235级值	236级值	237级值	238级值	239级值	240级值	241级值	242级值	243级值	244级值	245级值	246级值	247级值	248级值	249级值	250级值	251级值	252级值	253级值	254级值	255级值	256级值	257级值	258级值	259级值	260级值	261级值	262级值	263级值	264级值	265级值	266级值	267级值	268级值	269级值	270级值	271级值	272级值	273级值	274级值	275级值	276级值	277级值	278级值	279级值	280级值	281级值	282级值	283级值	284级值	285级值	286级值	287级值	288级值	289级值	290级值	291级值	292级值	293级值	294级值	295级值	296级值	297级值	298级值	299级值	300级值
14200		260	302	348	398	452	510	572	638	708	782	860	942	1028	1118	1212	1310	1412	1518	1628	1742	1866	1998	2138	2286	2442	2606	2778	2958	3146	3342	3548	3770	4008	4262	4532	4820	5124	5444	5780	6132	6502	6888	7290	7708	8142	8594	9066	9558	10070	10604	11158	11732	12326	12942	13578	14234	14910	15608	16326	17064	17822	18602	19402	20222	21062	21924	22806	23708	24630	25574	26538	27522	28526	29552	30598	31664	32750	33858	34986	36134	36856	37594	38346	39112	39894	40692	41506	42336	43182	44046	44926	45824	46740	47674	48628	49600	50592	51604	52636	53688	54762	55858	56976	58116	59278	60464	61674	62908	64166	65450	66760	68096	69458	70848	72264	73710	75184	76688	78222	79786	81382	83010	84670	86364	88092	89854	91652	93486	95356	97264	99210	101194	103218	105282	107388	109536	111726	113960	116240	118564	120936	123354	125822	128338	130904	133522	136192	138916	141694	144528	147418	150366	153374	156442	159570	162762	166018	169338	172724	176178	179702	183296	186962	190702	194516	198406	202374	206422	210550	214762	219058	223440	227908	232466	237116	241858	246696	251630	256662	261796	267032	272372	277820	283376	289044	294824	300720	306734	312868	319126	325508	332018	338658	345432	352340	359386	366574	373906	381384	389012	396792	404728	412822	421078	429500	438090	446852	455790	464906	474204	483688	493362	503230	513294	523560	534032	544712	555606	566718	578052	589614	601406	613434	625702	638216	650980	664000	677280	690826	704642	718734	733108	747770	762726	777980	793540	809410	825598	842110	858952	876132	893654	911528	929758	948354	967322	986668	1006402	1026530	1047060	1068002	1089362	1111150	1133374	1156042	1179162	1202746	1226800	1251336	1276362	1301890	1327928	1354486	1381576	1409208	1437392	1466140	1495462	1525372	1555880	1586998	1618738	1651112	1684134	1717816	1752172	1787216	1822960	1859420	1896608	1934540	1973230	2012694	2052948	2094006	2135886	2178604	2222176	2266620	2311952	2358192	2405356	2453464	2502534	2552584	2603636	2655708	2708822	2762998	2818258
15200		240	274	312	354	400	448	500	556	616	678	744	812	884	960	1038	1120	1204	1294	1386	1482	1586	1696	1812	1936	2066	2204	2348	2500	2658	2824	2996	3182	3382	3596	3822	4062	4316	4584	4866	5162	5472	5796	6132	6482	6846	7224	7620	8032	8460	8906	9372	9854	10352	10868	11402	11952	12518	13102	13704	14322	14956	15610	16282	16970	17674	18396	19136	19892	20664	21454	22262	23088	23930	24790	25668	26562	27472	28400	29346	30308	30914	31532	32164	32806	33462	34130	34812	35508	36218	36942	37680	38432	39200	39982	40782	41596	42428	43276	44142	45024	45924	46844	47780	48736	49710	50706	51722	52758	53812	54890	55988	57108	58250	59416	60604	61816	63054	64314	65600	66910	68250	69614	71006	72428	73878	75356	76864	78402	79970	81570	83202	84866	86564	88294	90060	91862	93700	95574	97486	99436	101424	103450	105520	107630	109782	111978	114216	116500	118828	121204	123628	126100	128624	131196	133820	136496	139226	142010	144848	147746	150702	153716	156790	159926	163126	166388	169714	173108	176570	180104	183708	187382	191128	194950	198850	202828	206886	211024	215244	219550	223940	228418	232986	237646	242400	247248	252192	257236	262380	267628	272980	278440	284008	289690	295482	301390	307418	313568	319838	326236	332760	339416	346204	353128	360190	367394	374742	382236	389882	397680	405634	413748	422024	430464	439074	447856	456812	465948	475266	484772	494468	504358	514446	524736	535232	545936	556856	567992	579352	590938	602756	614810	627108	639652	652446	665494	678802	692376	706224	720348	734756	749450	764440	779728	795322	811230	827454	844004	860884	878100	895662	913576	931848	950486	969496	988886	1008664	1028838	1049416	1070404	1091814	1113650	1135922	1158640	1181812	1205448	1229558	1254150	1279234	1304820	1330916	1357536	1384686	1412380	1440626	1469438	1498826	1528802	1559378	1590564	1622376	1654822	1687918	1721676	1756110	1791232	1827056	1863596	1900868	1938886	1977666	2017220	2057564	2098716	2140688	2183502	2227172	2271716	2317150	2363494
11250		200	225	253	283	315	350	388	428	470	515	563	613	665	720	778	838	900	965	1033	1103	1178	1258	1343	1433	1528	1628	1733	1843	1958	2078	2203	2338	2483	2638	2803	2978	3163	3358	3563	3778	4003	4238	4483	4738	5003	5278	5565	5865	6178	6503	6840	7190	7553	7928	8315	8715	9128	9553	9990	10440	10903	11378	11865	12365	12878	13403	13940	14490	15053	15628	16215	16815	17428	18053	18690	19340	20003	20678	21365	22065	22508	22958	23418	23885	24363	24850	25348	25855	26373	26900	27438	27988	28548	29118	29700	30295	30900	31518	32148	32790	33445	34115	34798	35493	36203	36928	37665	38418	39185	39968	40768	41583	42415	43263	44128	45010	45910	46828	47765	48720	49695	50690	51705	52740	53795	54870	55968	57088	58230	59395	60583	61795	63030	64290	65575	66888	68225	69590	70983	72403	73850	75328	76835	78373	79940	81540	83170	84833	86530	88260	90025	91825	93663	95535	97445	99395	101383	103410	105478	107588	109740	111935	114173	116455	118785	121160	123583	126055	128575	131148	133770	136445	139175	141958	144798	147693	150648	153660	156733	159868	163065	166328	169655	173048	176508	180038	183638	187310	191055	194875	198773	202748	206803	210938	215158	219460	223850	228328	232895	237553	242303	247148	252090	257133	262275	267520	272870	278328	283895	289573	295365	301273	307298	313443	319713	326108	332630	339283	346068	352990	360050	367250	374595	382088	389730	397525	405475	413585	421858	430295	438900	447678	456630	465763	475078	484580	494273	504158	514240	524525	535015	545715	556630	567763	579118	590700	602515	614565	626858	639395	652183	665225	678530	692100	705943	720063	734465	749155	764138	779420	795008	810908	827125	843668	860540	877750	895305	913210	931475	950105	969108	988490	1008260	1028425	1048993	1069973	1091373	1113200	1135465	1158175	1181338	1204965	1229065	1253648	1278720	1304295	1330380	1356988	1384128	1411810	1440045	1468845	1498223	1528188	1558753	1589928	1621725	1654160	1687243	1720988
12250		225	255	288	325	365	408	453	503	555	610	668	728	793	860	930	1003	1078	1158	1240	1325	1418	1515	1618	1728	1843	1965	2093	2228	2368	2515	2668	2833	3010	3200	3400	3613	3838	4075	4325	4588	4863	5150	5448	5758	6080	6415	6765	7130	7510	7905	8318	8745	9188	9645	10118	10605	11108	11625	12158	12705	13268	13848	14443	15053	15678	16318	16973	17643	18328	19028	19743	20475	21223	21985	22763	23555	24363	25185	26023	26875	27413	27960	28520	29090	29673	30265	30870	31488	32118	32760	33415	34083	34765	35460	36170	36893	37630	38383	39150	39933	40730	41545	42375	43223	44088	44970	45870	46788	47723	48678	49650	50643	51655	52688	53743	54818	55915	57033	58173	59335	60523	61733	62968	64228	65513	66823	68160	69523	70913	72330	73778	75253	76758	78293	79858	81455	83085	84748	86443	88173	89935	91733	93568	95440	97350	99298	101283	103308	105373	107480	109630	111823	114060	116340	118668	121040	123460	125930	128448	131018	133638	136310	139035	141815	144653	147545	150495	153505	156575	159708	162903	166160	169483	172873	176330	179858	183455	187125	190868	194685	198578	202550	206600	210733	214948	219248	223633	228105	232668	237320	242068	246910	251848	256885	262023	267263	272608	278060	283620	289293	295078	300980	307000	313140	319403	325790	332305	338950	345730	352645	359698	366893	374230	381715	389350	397138	405080	413183	421445	429875	438473	447243	456188	465313	474620	484113	493795	503670	513743	524018	534498	545188	556093	567215	578560	590130	601933	613970	626250	638775	651550	664580	677873	691430	705258	719363	733750	748425	763393	778660	794233	810118	826320	842848	859705	876900	894438	912328	930575	949188	968173	987535	1007285	1027430	1047978	1068938	1090318	1112125	1134368	1157055	1180195	1203800	1227875	1252433	1277480	1303030	1329090	1355673	1382785	1410440	1438650	1467423	1496770	1526705	1557240	1588385	1620153	1652555	1685605	1719318	1753705	1788780	1824555	1861045	1898265	1936230	1974955	2014455	2054745	2095840
13250		250	290	333	380	430	485	543	605	670	740	813	890	973	1058	1148	1240	1338	1438	1543	1650	1768	1893	2025	2165	2313	2468	2630	2800	2978	3163	3358	3568	3793	4033	4288	4560	4848	5150	5468	5800	6150	6515	6895	7290	7700	8128	8573	9038	9523	10028	10550	11093	11655	12238	12838	13458	14098	14758	15435	16133	16850	17588	18343	19118	19913	20728	21560	22413	23285	24178	25088	26018	26968	27938	28925	29933	30960	32008	33073	34158	34840	35538	36248	36973	37713	38468	39238	40023	40823	41640	42473	43323	44190	45075	45978	46898	47835	48793	49768	50763	51778	52813	53870	54948	56048	57168	58310	59475	60665	61878	63115	64378	65665	66978	68318	69685	71078	72500	73950	75430	76938	78478	80048	81648	83280	84945	86645	88378	90145	91948	93788	95663	97575	99528	101518	103548	105618	107730	109885	112083	114325	116613	118945	121325	123753	126228	128753	131328	133955	136635	139368	142155	144998	147898	150855	153873	156950	160090	163293	166558	169888	173285	176750	180285	183890	187568	191320	195148	199050	203030	207090	211233	215458	219768	224163	228645	233218	237883	242640	247493	252443	257493	262643	267895	273253	278718	284293	289978	295778	301693	307728	313883	320160	326563	333095	339758	346553	353483	360553	367763	375118	382620	390273	398078	406040	414160	422443	430893	439510	448300	457265	466410	475738	485253	494958	504858	514955	525255	535760	546475	557405	568553	579923	591520	603350	615418	627725	640280	653085	666148	679470	693060	706920	721058	735478	750188	765193	780498	796108	812030	828270	844835	861733	878968	896548	914478	932768	951423	970450	989860	1009658	1029850	1050448	1071458	1092888	1114745	1137040	1159780	1182975	1206635	1230768	1255383	1280490	1306100	1332223	1358868	1386045	1413765	1442040	1470880	1500298	1530303	1560908	1592125	1623968	1656448	1689578	1723370	1757838	1792995	1828855	1865433	1902740	1940795	1979610	2019203	2059588	2100780	2142795	2185650	2229363	2273950	2319430	2365818	2413135	2461398	2510625	2560838	2612055	2664295
14250		325	378	435	498	565	638	715	798	885	978	1075	1178	1285	1398	1515	1638	1765	1898	2035	2178	2333	2498	2673	2858	3053	3258	3473	3698	3933	4178	4435	4713	5010	5328	5665	6025	6405	6805	7225	7665	8128	8610	9113	9635	10178	10743	11333	11948	12588	13255	13948	14665	15408	16178	16973	17793	18638	19510	20408	21330	22278	23253	24253	25278	26328	27405	28508	29635	30788	31968	33173	34403	35658	36940	38248	39580	40938	42323	43733	45168	46070	46993	47933	48890	49868	50865	51883	52920	53978	55058	56158	57280	58425	59593	60785	62000	63240	64505	65795	67110	68453	69823	71220	72645	74098	75580	77093	78635	80208	81813	83450	85120	86823	88560	90330	92138	93980	95860	97778	99733	101728	103763	105838	107955	110115	112318	114565	116858	119195	121580	124013	126493	129023	131603	134235	136920	139658	142450	145300	148205	151170	154193	157278	160423	163630	166903	170240	173645	177118	180660	184273	187958	191718	195553	199463	203453	207523	211673	215905	220223	224628	229120	233703	238378	243145	248008	252968	258028	263188	268453	273823	279300	284885	290583	296395	302323	308370	314538	320828	327245	333790	340465	347275	354220	361305	368530	375900	383418	391085	398908	406885	415023	423323	431790	440425	449233	458218	467383	476730	486265	495990	505910	516028	526348	536875	547613	558565	569738	581133	592755	604610	616703	629038	641618	654450	667540	680890	694508	708398	722565	737018	751758	766793	782128	797770	813725	830000	846600	863533	880803	898418	916385	934713	953408	972475	991925	1011763	1031998	1052638	1073690	1095165	1117068	1139410	1162198	1185443	1209153	1233335	1258003	1283163	1308825	1335003	1361703	1388938	1416718	1445053	1473953	1503433	1533500	1564170	1595453	1627363	1659910	1693108	1726970	1761510	1796740	1832675	1869328	1906715	1944850	1983748	2023423	2063890	2105168	2147270	2190215	2234020	2278700	2324275	2370760	2418175	2466538	2515868	2566185	2617508	2669858	2723255	2777720	2833275	2889940	2947740	3006695	3066830	3128168	3190730	3254545	3319635	3386028	3453748	3522823
15250		300	343	390	443	500	560	625	695	770	848	930	1015	1105	1200	1298	1400	1505	1618	1733	1853	1983	2120	2265	2420	2583	2755	2935	3125	3323	3530	3745	3978	4228	4495	4778	5078	5395	5730	6083	6453	6840	7245	7665	8103	8558	9030	9525	10040	10575	11133	11715	12318	12940	13585	14253	14940	15648	16378	17130	17903	18695	19513	20353	21213	22093	22995	23920	24865	25830	26818	27828	28860	29913	30988	32085	33203	34340	35500	36683	37885	38643	39415	40205	41008	41828	42663	43515	44385	45273	46178	47100	48040	49000	49978	50978	51995	53035	54095	55178	56280	57405	58555	59725	60920	62138	63383	64653	65948	67265	68613	69985	71385	72813	74270	75755	77270	78818	80393	82000	83638	85313	87018	88758	90535	92348	94195	96080	98003	99963	101963	104003	106083	108205	110368	112575	114828	117125	119468	121858	124295	126780	129313	131900	134538	137228	139973	142770	145625	148535	151505	154535	157625	160780	163995	167275	170620	174033	177513	181060	184683	188378	192145	195988	199908	203908	207985	212143	216385	220713	225130	229635	234228	238910	243688	248563	253535	258608	263780	269055	274438	279925	285523	291233	297058	303000	309060	315240	321545	327975	334535	341225	348050	355010	362113	369353	376738	384273	391960	399798	407795	415950	424270	432755	441410	450238	459243	468428	477795	487353	497100	507043	517185	527530	538080	548843	559820	571015	582435	594083	605965	618085	630448	643058	655920	669040	682420	696070	709990	724190	738673	753445	768513	783885	799565	815558	831868	848503	865470	882780	900435	918445	936813	955550	974660	994153	1014038	1034318	1055005	1076105	1097625	1119578	1141970	1164810	1188108	1211870	1236108	1260830	1286048	1311770	1338005	1364768	1392063	1419903	1448300	1477265	1506810	1536948	1567688	1599043	1631025	1663645	1696920	1730858	1765475	1800783	1836798	1873533	1911003	1949223	1988205	2027970	2068528	2109898	2152095	2195138	2239040	2283820	2329495	2376085	2423608	2472083	2521525	2571955	2623395	2675860	2729378	2783965	2839645	2896438	2954368
11500		400	450	505	565	630	700	775	855	940	1030	1125	1225	1330	1440	1555	1675	1800	1930	2065	2205	2355	2515	2685	2865	3055	3255	3465	3685	3915	4155	4405	4675	4965	5275	5605	5955	6325	6715	7125	7555	8005	8475	8965	9475	10005	10555	11130	11730	12355	13005	13680	14380	15105	15855	16630	17430	18255	19105	19980	20880	21805	22755	23730	24730	25755	26805	27880	28980	30105	31255	32430	33630	34855	36105	37380	38680	40005	41355	42730	44130	45015	45915	46835	47770	48725	49700	50695	51710	52745	53800	54875	55975	57095	58235	59400	60590	61800	63035	64295	65580	66890	68230	69595	70985	72405	73855	75330	76835	78370	79935	81535	83165	84830	86525	88255	90020	91820	93655	95530	97440	99390	101380	103410	105480	107590	109740	111935	114175	116460	118790	121165	123590	126060	128580	131150	133775	136450	139180	141965	144805	147700	150655	153670	156745	159880	163080	166340	169665	173060	176520	180050	183650	187325	191070	194890	198790	202765	206820	210955	215175	219480	223870	228345	232910	237570	242320	247165	252110	257150	262295	267540	272890	278350	283915	289595	295385	301295	307320	313465	319735	326130	332655	339310	346095	353015	360075	367275	374620	382110	389750	397545	405495	413605	421875	430315	438920	447700	456655	465790	475105	484605	494295	504180	514265	524550	535040	545740	556655	567790	579145	590730	602545	614595	626885	639425	652215	665260	678565	692135	705980	720100	734500	749190	764175	779460	795050	810950	827170	843715	860590	877800	895355	913260	931525	950155	969160	988545	1008315	1028480	1049050	1070030	1091430	1113260	1135525	1158235	1181400	1205030	1229130	1253715	1278790	1304365	1330450	1357060	1384200	1411885	1440125	1468930	1498310	1528275	1558840	1590015	1621815	1654250	1687335	1721080	1755500	1790610	1826420	1862950	1900210	1938215	1976980	2016520	2056850	2097985	2139945	2182745	2226400	2270930	2316350	2362675	2409930	2458130	2507295	2557440	2608590	2660760	2713975	2768255	2823620	2880090	2937690	2996445	3056375	3117505	3179855	3243450	3308320	3374485	3441975
12500		450	510	575	650	730	815	905	1005	1110	1220	1335	1455	1585	1720	1860	2005	2155	2315	2480	2650	2835	3030	3235	3455	3685	3930	4185	4455	4735	5030	5335	5665	6020	6400	6800	7225	7675	8150	8650	9175	9725	10300	10895	11515	12160	12830	13530	14260	15020	15810	16635	17490	18375	19290	20235	21210	22215	23250	24315	25410	26535	27695	28885	30105	31355	32635	33945	35285	36655	38055	39485	40950	42445	43970	45525	47110	48725	50370	52045	53750	54825	55920	57040	58180	59345	60530	61740	62975	64235	65520	66830	68165	69530	70920	72340	73785	75260	76765	78300	79865	81460	83090	84750	86445	88175	89940	91740	93575	95445	97355	99300	101285	103310	105375	107485	109635	111830	114065	116345	118670	121045	123465	125935	128455	131025	133645	136320	139045	141825	144660	147555	150505	153515	156585	159715	162910	166170	169495	172885	176345	179870	183465	187135	190880	194700	198595	202565	206615	210745	214960	219260	223645	228120	232680	237335	242080	246920	251860	256895	262035	267275	272620	278070	283630	289305	295090	300990	307010	313150	319415	325805	332320	338965	345745	352660	359715	366910	374250	381735	389370	397155	405100	413200	421465	429895	438495	447265	456210	465335	474640	484135	493820	503695	513770	524045	534525	545215	556120	567240	578585	590155	601960	614000	626280	638805	651580	664610	677900	691460	705290	719395	733785	748460	763430	778700	794275	810160	826365	842890	859750	876945	894485	912375	930625	949240	968225	987590	1007340	1027485	1048035	1068995	1090375	1112185	1134430	1157120	1180260	1203865	1227940	1252500	1277550	1303100	1329160	1355745	1382860	1410515	1438725	1467500	1496850	1526785	1557320	1588465	1620235	1652640	1685695	1719410	1753800	1788875	1824655	1861150	1898375	1936345	1975070	2014570	2054860	2095955	2137875	2180635	2224250	2268735	2314110	2360390	2407600	2455750	2504865	2554960	2606060	2658180	2711345	2765570	2820880	2877300	2934845	2993540	3053410	3114480	3176770	3240305	3305110	3371210	3438635	3507410	3577560	3649110	3722090	3796530	3872460	3949910	4028910	4109490	4191680
13500		500	580	665	760	860	970	1085	1210	1340	1480	1625	1780	1945	2115	2295	2480	2675	2875	3085	3300	3535	3785	4050	4330	4625	4935	5260	5600	5955	6325	6715	7135	7585	8065	8575	9120	9695	10300	10935	11600	12300	13030	13790	14580	15400	16255	17145	18075	19045	20055	21100	22185	23310	24475	25675	26915	28195	29515	30870	32265	33700	35175	36685	38235	39825	41455	43120	44825	46570	48355	50175	52035	53935	55875	57850	59865	61920	64015	66145	68315	69680	71075	72495	73945	75425	76935	78475	80045	81645	83280	84945	86645	88380	90150	91955	93795	95670	97585	99535	101525	103555	105625	107740	109895	112095	114335	116620	118950	121330	123755	126230	128755	131330	133955	136635	139370	142155	145000	147900	150860	153875	156955	160095	163295	166560	169890	173290	176755	180290	183895	187575	191325	195150	199055	203035	207095	211235	215460	219770	224165	228650	233225	237890	242650	247505	252455	257505	262655	267910	273270	278735	284310	289995	295795	301710	307745	313900	320180	326585	333115	339775	346570	353500	360570	367780	375135	382640	390295	398100	406060	414180	422465	430915	439535	448325	457290	466435	475765	485280	494985	504885	514985	525285	535790	546505	557435	568585	579955	591555	603385	615455	627765	640320	653125	666190	679515	693105	706965	721105	735525	750235	765240	780545	796155	812080	828320	844885	861785	879020	896600	914530	932820	951475	970505	989915	1009715	1029910	1050510	1071520	1092950	1114810	1137105	1159845	1183040	1206700	1230835	1255450	1280560	1306170	1332295	1358940	1386120	1413840	1442115	1470955	1500375	1530385	1560995	1592215	1624060	1656540	1689670	1723465	1757935	1793095	1828955	1865535	1902845	1940900	1979720	2019315	2059700	2100895	2142915	2185775	2229490	2274080	2319560	2365950	2413270	2461535	2510765	2560980	2612200	2664445	2717735	2772090	2827530	2884080	2941760	3000595	3060605	3121815	3184250	3247935	3312895	3379155	3446740	3515675	3585990	3657710	3730865	3805480	3881590	3959220	4038405	4119175	4201560	4285590	4371300	4458725	4547900	4638860	4731635	4826270	4922795	5021250	5121675	5224110	5328590
14500		650	755	870	995	1130	1275	1430	1595	1770	1955	2150	2355	2570	2795	3030	3275	3530	3795	4070	4355	4665	4995	5345	5715	6105	6515	6945	7395	7865	8355	8870	9425	10020	10655	11330	12050	12810	13610	14450	15330	16255	17220	18225	19270	20355	21485	22665	23895	25175	26510	27895	29330	30815	32355	33945	35585	37275	39020	40815	42660	44555	46505	48505	50555	52655	54810	57015	59270	61575	63935	66345	68805	71315	73880	76495	79160	81875	84645	87465	90335	92140	93985	95865	97780	99735	101730	103765	105840	107955	110115	112315	114560	116850	119185	121570	124000	126480	129010	131590	134220	136905	139645	142440	145290	148195	151160	154185	157270	160415	163625	166900	170240	173645	177120	180660	184275	187960	191720	195555	199465	203455	207525	211675	215910	220230	224635	229130	233715	238390	243160	248025	252985	258045	263205	268470	273840	279315	284900	290600	296410	302340	308385	314555	320845	327260	333805	340480	347290	354235	361320	368545	375915	383435	391105	398925	406905	415045	423345	431810	440445	449255	458240	467405	476755	486290	496015	505935	516055	526375	536905	547645	558600	569770	581165	592790	604645	616740	629075	641655	654490	667580	680930	694550	708440	722610	737060	751800	766835	782170	797815	813770	830045	846645	863580	880850	898465	916435	934765	953460	972530	991980	1011820	1032055	1052695	1073750	1095225	1117130	1139475	1162265	1185510	1209220	1233405	1258075	1283235	1308900	1335080	1361780	1389015	1416795	1445130	1474035	1503515	1533585	1564255	1595540	1627450	1660000	1693200	1727065	1761605	1796835	1832770	1869425	1906815	1944950	1983850	2023525	2063995	2105275	2147380	2190330	2234135	2278820	2324395	2370885	2418305	2466670	2516005	2566325	2617650	2670005	2723405	2777875	2833435	2890105	2947905	3006865	3067000	3128340	3190905	3254725	3319820	3386215	3453940	3523020	3593480	3665350	3738655	3813430	3889700	3967495	4046845	4127780	4210335	4294540	4380430	4468040	4557400	4648550	4741520	4836350	4933075	5031735	5132370	5235015	5339715	5446510	5555440	5666550	5779880	5895480	6013390	6133660	6256335	6381460	6509090	6639270	6772055	6907495	7045645
15500		600	685	780	885	1000	1120	1250	1390	1540	1695	1860	2030	2210	2400	2595	2800	3010	3235	3465	3705	3965	4240	4530	4840	5165	5510	5870	6250	6645	7060	7490	7955	8455	8990	9555	10155	10790	11460	12165	12905	13680	14490	15330	16205	17115	18060	19050	20080	21150	22265	23430	24635	25880	27170	28505	29880	31295	32755	34260	35805	37390	39025	40705	42425	44185	45990	47840	49730	51660	53635	55655	57720	59825	61975	64170	66405	68680	71000	73365	75770	77285	78830	80410	82015	83655	85325	87030	88770	90545	92355	94200	96080	98000	99955	101955	103990	106070	108190	110355	112560	114810	117110	119450	121840	124275	126765	129305	131895	134530	137225	139970	142770	145625	148540	151510	154540	157635	160785	164000	167275	170625	174035	177515	181070	184695	188390	192160	196005	199925	203925	208005	212165	216410	220735	225150	229655	234250	238935	243715	248590	253560	258625	263800	269075	274455	279945	285540	291250	297070	303010	309070	315250	321560	327990	334550	341240	348065	355025	362120	369365	376755	384290	391975	399815	407815	415970	424285	432770	441425	450260	459270	468455	477820	487375	497125	507070	517215	527560	538110	548875	559850	571045	582465	594115	606000	618120	630480	643090	655950	669070	682450	696100	710020	724225	738705	753475	768545	783920	799595	815590	831900	848540	865510	882820	900475	918485	936855	955590	974705	994200	1014085	1034370	1055060	1076160	1097685	1119640	1142030	1164870	1188165	1211930	1236170	1260895	1286115	1311840	1338080	1364840	1392140	1419980	1448380	1477345	1506890	1537025	1567770	1599130	1631115	1663735	1697005	1730940	1765560	1800870	1836890	1873625	1911100	1949320	1988305	2028075	2068635	2110010	2152210	2195250	2239155	2283940	2329620	2376215	2423740	2472215	2521660	2572095	2623540	2676010	2729535	2784125	2839805	2896600	2954530	3013620	3073895	3135375	3198085	3262050	3327290	3393840	3461715	3530950	3601565	3673595	3747065	3822005	3898445	3976410	4055940	4137055	4219795	4304190	4390275	4478080	4567640	4658990	4752170	4847215	4944165	5043050	5143910	5246790	5351720	5458755	5567930	5679290	5792875	5908735
11750		600	675	758	848	945	1050	1163	1283	1410	1545	1688	1838	1995	2160	2333	2513	2700	2895	3098	3308	3533	3773	4028	4298	4583	4883	5198	5528	5873	6233	6608	7013	7448	7913	8408	8933	9488	10073	10688	11333	12008	12713	13448	14213	15008	15833	16695	17595	18533	19508	20520	21570	22658	23783	24945	26145	27383	28658	29970	31320	32708	34133	35595	37095	38633	40208	41820	43470	45158	46883	48645	50445	52283	54158	56070	58020	60008	62033	64095	66195	67523	68873	70253	71655	73088	74550	76043	77565	79118	80700	82313	83963	85643	87353	89100	90885	92700	94553	96443	98370	100335	102345	104393	106478	108608	110783	112995	115253	117555	119903	122303	124748	127245	129788	132383	135030	137730	140483	143295	146160	149085	152070	155115	158220	161385	164610	167903	171263	174690	178185	181748	185385	189090	192870	196725	200663	204675	208770	212948	217208	221550	225983	230505	235118	239820	244620	249510	254498	259590	264780	270075	275475	280988	286605	292335	298185	304148	310230	316433	322763	329220	335805	342518	349365	356355	363480	370748	378165	385725	393443	401310	409335	417525	425873	434393	443078	451943	460980	470198	479603	489195	498983	508965	519143	529523	540113	550913	561930	573165	584625	596318	608243	620408	632813	645473	658380	671550	684983	698685	712658	726908	741443	756270	771398	786825	802560	818610	834983	851685	868718	886095	903818	921893	940328	959138	978323	997890	1017848	1038203	1058970	1080150	1101750	1123785	1146263	1169190	1192575	1216425	1240755	1265573	1290885	1316700	1343033	1369890	1397288	1425233	1453740	1482818	1512473	1542720	1573575	1605045	1637145	1669890	1703288	1737353	1772100	1807545	1843695	1880573	1918185	1956548	1995675	2035590	2076300	2117828	2160188	2203395	2247465	2292413	2338260	2385023	2432723	2481375	2531003	2581620	2633250	2685915	2739630	2794425	2850315	2907323	2965470	3024780	3085275	3146978	3209918	3274118	3339600	3406395	3474525	3544013	3614895	3687195	3760943	3836160	3912885	3991140	4070963	4152383	4235430	4320135	4406535	4494668	4584563	4676258	4769783	4865175	4962480	5061728	5162963
