房间Id	说明	权重	AI导演Id	数值模板	难度	描述	奖励代币	逻辑地图	Task路径	美术地图路径	标签，只支持一个
3032	困难32		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_032.RogueReal_Hard_032	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_032.Task_RogueReal_Hard_032	/Game/Maps/activity04/activity04_01.activity04_01	hard
3033	困难33		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_033.RogueReal_Hard_033	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_033.Task_RogueReal_Hard_033	/Game/Maps/activity04/activity04_02.activity04_02	hard
3034	困难34		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_034.RogueReal_Hard_034	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_034.Task_RogueReal_Hard_034	/Game/Maps/activity01/activity01_65.activity01_65	hard
3035	困难35		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_035.RogueReal_Hard_035	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_035.Task_RogueReal_Hard_035	/Game/Maps/activity01/activity01_70.activity01_70	hard
3036	困难36		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_036.RogueReal_Hard_036	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_036.Task_RogueReal_Hard_036	/Game/Maps/activity01/activity01_47.activity01_47	hard
3037	困难37		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_037.RogueReal_Hard_037	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_037.Task_RogueReal_Hard_037	/Game/Maps/activity01/activity01_48.activity01_48	hard
3038	困难38		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_038.RogueReal_Hard_038	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_038.Task_RogueReal_Hard_038	/Game/Maps/activity01/activity01_52.activity01_52	hard
3039	困难39		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_039.RogueReal_Hard_039	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_039.Task_RogueReal_Hard_039	/Game/Maps/activity01/activity01_54.activity01_54	hard
3040	困难40		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_040.RogueReal_Hard_040	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_040.Task_RogueReal_Hard_040	/Game/Maps/activity01/activity01_18.activity01_18	hard
3041	困难41		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_041.RogueReal_Hard_041	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_041.Task_RogueReal_Hard_041	/Game/Maps/activity01/activity01_19.activity01_19	hard
3042	困难42		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_042.RogueReal_Hard_042	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_042.Task_RogueReal_Hard_042	/Game/Maps/activity01/activity01_70.activity01_70	hard
3043	困难43		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_043.RogueReal_Hard_043	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_043.Task_RogueReal_Hard_043	/Game/Maps/activity01/activity01_68.activity01_68	hard
3044	困难44		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_044.RogueReal_Hard_044	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_044.Task_RogueReal_Hard_044	/Game/Maps/activity01/activity01_66.activity01_66	hard
3045	困难45		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_045.RogueReal_Hard_045	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_045.Task_RogueReal_Hard_045	/Game/Maps/activity01/activity01_20.activity01_20	hard
3046	困难46		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_046.RogueReal_Hard_046	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_046.Task_RogueReal_Hard_046	/Game/Maps/activity01/activity01_21.activity01_21	hard
3047	困难47		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_047.RogueReal_Hard_047	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_047.Task_RogueReal_Hard_047	/Game/Maps/activity01/activity01_12.activity01_12	hard
3048	困难48		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_048.RogueReal_Hard_048	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_048.Task_RogueReal_Hard_048	/Game/Maps/activity01/activity01_17.activity01_17	hard
3049	困难49		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_049.RogueReal_Hard_049	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_049.Task_RogueReal_Hard_049	/Game/Maps/activity01/activity01_17.activity01_17	hard
3050	困难50		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_050.RogueReal_Hard_050	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_050.Task_RogueReal_Hard_050	/Game/Maps/activity01/activity01_62.activity01_62	hard
3051	困难51		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_051.RogueReal_Hard_051	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_051.Task_RogueReal_Hard_051	/Game/Maps/activity01/activity01_61.activity01_61	hard
3052	困难52		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_052.RogueReal_Hard_052	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_052.Task_RogueReal_Hard_052	/Game/Maps/activity01/activity01_61.activity01_61	hard
3053	困难53		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_053.RogueReal_Hard_053	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_053.Task_RogueReal_Hard_053	/Game/Maps/activity01/activity01_67.activity01_67	hard
3054	困难54		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_054.RogueReal_Hard_054	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_054.Task_RogueReal_Hard_054	/Game/Maps/activity01/activity01_21.activity01_21	hard
3055	困难55		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_055.RogueReal_Hard_055	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_055.Task_RogueReal_Hard_055	/Game/Maps/activity01/activity01_21.activity01_21	hard
											
4001	Boss1-约瑟夫		7200					/Game/Blueprints/LevelTask/Level/RogueReal/BossLevel/RogueReal_Boss_001.RogueReal_Boss_001	/Game/Blueprints/LevelTask/Tasks/RogueReal/BossLevel/Task_RogueReal_Boss_001.Task_RogueReal_Boss_001	/Game/Maps/activity01/activity01_23.activity01_23	boss
4002	Boss1-二型验证机甲·荒猎		7200					/Game/Blueprints/LevelTask/Level/RogueReal/BossLevel/RogueReal_Boss_002.RogueReal_Boss_002	/Game/Blueprints/LevelTask/Tasks/RogueReal/BossLevel/Task_RogueReal_Boss_002.Task_RogueReal_Boss_002	/Game/Maps/activity04/activity04_03.activity04_03	boss
4003	Boss1-尼亚尔		7200					/Game/Blueprints/LevelTask/Level/RogueReal/BossLevel/RogueReal_Boss_003.RogueReal_Boss_003	/Game/Blueprints/LevelTask/Tasks/RogueReal/BossLevel/Task_RogueReal_Boss_003.Task_RogueReal_Boss_003	/Game/Maps/activity04/activity04_03.activity04_03	boss
4004	Boss1-波伏娃13（简化版）		7200					/Game/Blueprints/LevelTask/Level/RogueReal/BossLevel/RogueReal_Boss_004.RogueReal_Boss_004	/Game/Blueprints/LevelTask/Tasks/RogueReal/BossLevel/Task_RogueReal_Boss_004.Task_RogueReal_Boss_004	/Game/Maps/activity04/activity04_03.activity04_03	boss
4005	Boss1-爱思特		7200					/Game/Blueprints/LevelTask/Level/RogueReal/BossLevel/RogueReal_Boss_005.RogueReal_Boss_005	/Game/Blueprints/LevelTask/Tasks/RogueReal/BossLevel/Task_RogueReal_Boss_005.Task_RogueReal_Boss_005	/Game/Maps/activity04/activity04_03.activity04_03	boss
4006	Boss1-约瑟夫·顽骨		7200					/Game/Blueprints/LevelTask/Level/RogueReal/BossLevel/RogueReal_Boss_006.RogueReal_Boss_006	/Game/Blueprints/LevelTask/Tasks/RogueReal/BossLevel/Task_RogueReal_Boss_006.Task_RogueReal_Boss_006	/Game/Maps/activity04/activity04_03.activity04_03	boss
4007	Boss1-加文		7200					/Game/Blueprints/LevelTask/Level/RogueReal/BossLevel/RogueReal_Boss_007.RogueReal_Boss_007	/Game/Blueprints/LevelTask/Tasks/RogueReal/BossLevel/Task_RogueReal_Boss_007.Task_RogueReal_Boss_007	/Game/Maps/activity04/activity04_03.activity04_03	boss
4008	Boss1-祟(火)		7200					/Game/Blueprints/LevelTask/Level/RogueReal/BossLevel/RogueReal_Boss_008.RogueReal_Boss_008	/Game/Blueprints/LevelTask/Tasks/RogueReal/BossLevel/Task_RogueReal_Boss_008.Task_RogueReal_Boss_008	/Game/Maps/activity04/activity04_03.activity04_03	boss
4009	Boss1-刻耳柏洛斯		7200					/Game/Blueprints/LevelTask/Level/RogueReal/BossLevel/RogueReal_Boss_009.RogueReal_Boss_009	/Game/Blueprints/LevelTask/Tasks/RogueReal/BossLevel/Task_RogueReal_Boss_009.Task_RogueReal_Boss_009	/Game/Maps/activity04/activity04_03.activity04_03	boss
											
5001	休息室1(小空间）							/Game/Blueprints/LevelTask/Level/RogueReal/OtherLevel/RogueReal_Lounge_001.RogueReal_Lounge_001	/Game/Blueprints/LevelTask/Tasks/RogueReal/OtherLevel/Task_RogueReal_Lounge_001.Task_RogueReal_Lounge_001	/Game/Maps/activity01/activity01_11.activity01_11	lounge
5002	休息室1(小空间）							/Game/Blueprints/LevelTask/Level/RogueReal/OtherLevel/RogueReal_Lounge_001.RogueReal_Lounge_001	/Game/Blueprints/LevelTask/Tasks/RogueReal/OtherLevel/Task_RogueReal_Lounge_001.Task_RogueReal_Lounge_001	/Game/Maps/activity01/activity01_11.activity01_11	lounge
5003	休息室1(小空间）							/Game/Blueprints/LevelTask/Level/RogueReal/OtherLevel/RogueReal_Lounge_001.RogueReal_Lounge_001	/Game/Blueprints/LevelTask/Tasks/RogueReal/OtherLevel/Task_RogueReal_Lounge_001.Task_RogueReal_Lounge_001	/Game/Maps/activity01/activity01_11.activity01_11	lounge
											
6001	赛季趣味占位		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_035.RogueReal_Hard_035	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_035.Task_RogueReal_Hard_035	/Game/Maps/activity01/activity01_70.activity01_70	fun_area08
6002	赛季趣味占位		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_036.RogueReal_Hard_036	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_036.Task_RogueReal_Hard_036	/Game/Maps/activity01/activity01_47.activity01_47	fun_area08
											
6051	水上乐园		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_052.RogueReal_Hard_052	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_052.Task_RogueReal_Hard_052	/Game/Maps/activity01/activity01_61.activity01_61	challenge
6052	水上乐园		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_053.RogueReal_Hard_053	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_053.Task_RogueReal_Hard_053	/Game/Maps/activity01/activity01_67.activity01_67	challenge
6053	水上乐园		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_054.RogueReal_Hard_054	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_054.Task_RogueReal_Hard_054	/Game/Maps/activity01/activity01_21.activity01_21	challenge
6054	水上乐园		7200					/Game/Blueprints/LevelTask/Level/RogueReal/HardLevel/RogueReal_Hard_055.RogueReal_Hard_055	/Game/Blueprints/LevelTask/Tasks/RogueReal/HardLevel/Task_RogueReal_Hard_055.Task_RogueReal_Hard_055	/Game/Maps/activity01/activity01_21.activity01_21	challenge
											
7001	无尽		7200					/Game/Blueprints/LevelTask/Level/RogueReal/InfiniteLevel/RogueReal_Inf_001.RogueReal_Inf_001	/Game/Blueprints/LevelTask/Tasks/RogueReal/InfiniteLevel/Task_RogueReal_Inf_001.Task_RogueReal_Inf_001	/Game/Maps/activity04/activity04_03.activity04_03	inf
7002	连战房Test		7200					/Game/Blueprints/LevelTask/Level/RogueReal/Chaos/RogueReal_Chaos_001.RogueReal_Chaos_001	/Game/Blueprints/LevelTask/Tasks/RogueReal/Chaos/Task_RogueReal_Chaos_001.Task_RogueReal_Chaos_001	/Game/Maps/activity04/activity04_03.activity04_03	chaos
											
7051	老虎机		7200					/Game/Blueprints/LevelTask/Level/RogueReal/GachaLevel/RogueReal_gacha_001.RogueReal_gacha_001	/Game/Blueprints/LevelTask/Tasks/RogueReal/GachaLevel/Task_RogueReal_gacha_001.Task_RogueReal_gacha_001	/Game/Maps/activity04/activity04_03.activity04_03	gacha
7052	赛季老虎机占位		7200					/Game/Blueprints/LevelTask/Level/RogueReal/GachaLevel/RogueReal_gacha_001.RogueReal_gacha_001	/Game/Blueprints/LevelTask/Tasks/RogueReal/GachaLevel/Task_RogueReal_gacha_001.Task_RogueReal_gacha_001	/Game/Maps/activity04/activity04_03.activity04_03	gacha
7053	赛季老虎机占位		7200					/Game/Blueprints/LevelTask/Level/RogueReal/GachaLevel/RogueReal_gacha_001.RogueReal_gacha_001	/Game/Blueprints/LevelTask/Tasks/RogueReal/GachaLevel/Task_RogueReal_gacha_001.Task_RogueReal_gacha_001	/Game/Maps/activity04/activity04_03.activity04_03	gacha
7054	赛季老虎机占位		7200					/Game/Blueprints/LevelTask/Level/RogueReal/GachaLevel/RogueReal_gacha_001.RogueReal_gacha_001	/Game/Blueprints/LevelTask/Tasks/RogueReal/GachaLevel/Task_RogueReal_gacha_001.Task_RogueReal_gacha_001	/Game/Maps/activity04/activity04_03.activity04_03	gacha
7055	赛季老虎机占位		7200					/Game/Blueprints/LevelTask/Level/RogueReal/GachaLevel/RogueReal_gacha_001.RogueReal_gacha_001	/Game/Blueprints/LevelTask/Tasks/RogueReal/GachaLevel/Task_RogueReal_gacha_001.Task_RogueReal_gacha_001	/Game/Maps/activity04/activity04_03.activity04_03	gacha
											
7070	mystery		7200					/Game/Blueprints/LevelTask/Level/RogueReal/OtherLevel/RogueReal_Gourd_001.RogueReal_Gourd_001	/Game/Blueprints/LevelTask/Tasks/RogueReal/OtherLevel/Task_RogueReal_Gourd_001.Task_RogueReal_Gourd_001	/Game/Maps/activity01/activity01_11.activity01_11	mystery
