buffid	备注	效果分类1	效果分类2	名称	图标	描述	描述备注	描述中的数值	图鉴显示（1buff 2道具 3诅咒）	角色限制	武器限制	科技限制	前置buff	所属套装	套装名称（图鉴用）	所属套装备注	buff类型（1.全局  2.个人  3.通用可叠加)	SkillInfoId	SkillEffect	品质	在商店中的价格	丢掉时补偿的代币
1320	连续射击状态下每0.2秒积叠一次枪管火热效果，每层枪管火热使射击速度额外提高1%/1.5%，最多叠加50层。叠加至满层时获得【过热】效果，【过热】状态下时射击无视敌人15%/15%防御力，换弹或退出连续射击状态移除所有层数	射击强化,破防	{3,8}	rogue3.buff_name_80	1001092	rogue3.buff_des_80	连续射击状态下每0.2秒积叠1次【管火】效果，每层使射击速度额外提升{1}%，最多叠加50层，叠加至满层时获得【过热】效果：射击无视目标{2}%防御力；换弹或退出连续射击状态移除所有层数	{1,15}	1					6	rogue3.talent_name_103	统御	1		{700015503}	5	360	120
1401	常规能量回复速度提高25%/35%	能量获取	{16}	rogue3.buff_name_81	1001093	rogue3.buff_des_81	常规能量回复速度提升{1}%	{25}	1					2	rogue3.talent_name_102	涌动	1		{700016101}	1	60	20
1402	技能急速提高25/35	技能强化	{4}	rogue3.buff_name_82	1001096	rogue3.buff_des_82	技能急速提升{1}	{25}	1					2	rogue3.talent_name_102	涌动	1		{700016102}	1	60	20
1403	爆发能量获取率提高25%/35%	能量获取	{16}	rogue3.buff_name_83	1001094	rogue3.buff_des_83	爆发能量获取率提升{1}%	{35}	1					2	rogue3.talent_name_102	涌动	2		{700016103}	1	60	20
1404	每次射击命中回复0.1/0.2点常规能量，触发间隔0.2秒	能量获取	{16}	rogue3.buff_name_84	1001093	rogue3.buff_des_84	每次射击命中，回复{1}常规能量，触发间隔0.2秒	{0.2}	1					2	rogue3.talent_name_102	涌动	2		{700016201}	2	90	30
1405	自身10米内有敌人存在则移动速度提高30%/45%	移动提升	{11}	rogue3.buff_name_85	1001091	rogue3.buff_des_85	自身周围10米内有目标存在则移动速度提升{1}%	{30}	1					2	rogue3.talent_name_102	涌动	1		{700016202}	2	90	30
1406	造成伤害立刻回复1/1.5点爆发能量，有2秒触发间隔	能量获取	{16}	rogue3.buff_name_86	1001094	rogue3.buff_des_86	对目标造成伤害后，立刻回复{1}爆发能量，触发间隔2秒	{1}	1					2	rogue3.talent_name_102	涌动	1		{700016203}	2	90	30
1407	常规技造成伤害时减少15%/25%常规技剩余使用间隔，每1秒至多触发一次	技能强化	{4}	rogue3.buff_name_87	1001096	rogue3.buff_des_87	常规技造成伤害时，常规技剩余使用间隔降低{1}%，触发间隔1秒	{15}	1					2	rogue3.talent_name_102	涌动	1		{700016204}	2	90	30
1408	处于冲刺状态下每秒获得最大生命1%/1.5%的治疗效果，并且角色常规能量回复速度提高20%/30%	回复,能量获取	{7,16}	rogue3.buff_name_88	1001089	rogue3.buff_des_88	冲刺状态下每秒回复最大生命{1}%，且常规能量回复速度提升{2}%	{1,20}	1					2	rogue3.talent_name_102	涌动	1		{700016301}	3	120	40
1409	处于移动状态下每秒获得0.5点爆发能量，处于冲刺状态下提升至1.5/2	能量获取	{16}	rogue3.buff_name_89	1001091	rogue3.buff_des_89	移动状态下每秒获得{1}爆发能量，冲刺状态下获得的能量翻倍	{0.5}	1					2	rogue3.talent_name_102	涌动	1		{700016302}	3	120	40
1410	角色当前额外移动速度越高，则技能伤害越高，每1%额外移动速度提升0.4%/0.6%技能伤害加成	技能强化	{4}	rogue3.buff_name_90	1001091	rogue3.buff_des_90	移动速度每提升1%，则技能伤害提升{1}%	{0.6}	1					2	rogue3.talent_name_102	涌动	2		{700016303}	3	120	40
1411	爆发能量消耗降低30%/30%，但装备者每次释放爆发技结束后造成的最终伤害降低50%/30%，持续10秒	技能强化	{4}	rogue3.buff_name_91	1001094	rogue3.buff_des_91	爆发能量消耗降低{1}%，但使用爆发技结束后，其他所有伤害降低50%，持续10秒	{30}	1					2	rogue3.talent_name_102	涌动	1		{700016304}	3	120	40
1412	使用技能击杀敌人时立刻减少所有技能20%/25%的剩余使用间隔，并获得5/5点常规能量。	能量获取	{16}	rogue3.buff_name_92	1001096	rogue3.buff_des_92	通过技能击败目标时立即使所有技能的使用间隔降低{1}%，并获得{2}常规能量	{20,5}	1					2	rogue3.talent_name_102	涌动	1		{700016305}	3	120	40
1413	射击会消耗1点爆发能量使本次伤害提高100%/150%，能量不足时不生效	技能强化	{4}	rogue3.buff_name_93	1001118	rogue3.buff_des_93	射击消耗1爆发能量，使该次射击伤害提升{1}%	{150}	1					2	rogue3.talent_name_102	涌动	2		{700016401}	4	240	80
1414	常规能量回复速度提高30%/45%，且角色体力回复速度提升60%	能量获取	{16}	rogue3.buff_name_94	1001108	rogue3.buff_des_94	常规能量回复速度提升{1}%，耐力回复速度也大幅提升	{30}	1					2	rogue3.talent_name_102	涌动	1		{700016402}	4	240	80
1415	击杀敌人后获得霸体且移动速度提高50%，持续3/5秒	移动提升	{11}	rogue3.buff_name_95	1001091	rogue3.buff_des_95	击败目标后获得霸体效果，且移动速度提升50%，持续{1}秒	{3}	1					2	rogue3.talent_name_102	涌动	1		{700016403}	4	240	80
1416	对【撕裂】状态下敌人造成伤害提高30%/45%，且造成伤害时回复2/3点爆发能量，每3秒触发一次	伤害提升,能量获取	{5,16}	rogue3.buff_name_96	1001086	rogue3.buff_des_96	对【钻筋】状态下目标造成伤害提升{1}%，且造成伤害时回复{2}爆发能量，触发间隔3秒	{30,2}	1				{1512}	2	rogue3.talent_name_102	涌动	1		{700016404}	4	240	80
1417	释放常规技或支援技，减少0.5/1秒爆发技使用间隔，释放爆发技，刷新常规技和支援技的剩余使用间隔	技能强化	{4}	rogue3.buff_name_97	1001096	rogue3.buff_des_97	使用常规技或支援技后，爆发技使用间隔减少{1}秒；使用爆发技后，刷新常规技和支援技剩余的使用间隔	{0.5}	1					2	rogue3.talent_name_102	涌动	1		{700016405}	4	240	80
1418	处于移动状态下每0.5获得一层蓄电效果，蓄电效果最多叠加10/15层，每层蓄电提高自身5%移动速度，和10%技能伤害提升，停止移动1秒后清空当前蓄电层数。	技能强化,移动提升	{4,11}	rogue3.buff_name_98	1001091	rogue3.buff_des_98	移动状态下每0.5秒获得1层【能】效果，最多叠加至{1}层，每有1层则移动速度提升5%，技能伤害提升10%，停止移动后清空层数	{10}	1					2	rogue3.talent_name_102	涌动	1		{700016501}	5	360	120
1419	每次翻滚会立刻补满弹匣，并使所有技能的剩余使用间隔减少20%，且接下来5秒内移动速度提高20%，有5/3秒触发间隔	弹药回复,移动提升	{12,11}	rogue3.buff_name_99	1001096	rogue3.buff_des_99	每次战术闪避会立即换弹1次，所有技能使用间隔降低20%，随后5秒内移动速度提高20%，触发间隔5秒		1					2	rogue3.talent_name_102	涌动	1		{700016502}	5	360	120
1420	技能急速增加100/200，常规能量消耗降低50%/66%,但每次释放技能会为自己叠加一层【虚弱】，移动速度降低5%，受到伤害提高10%，虚弱最多叠加5层，持续10秒	技能强化	{4}	rogue3.buff_name_100	1001096	rogue3.buff_des_100	技能急速增加{1}，常规能量消耗降低{2}%，每次使用技能后获得1层【疲】：移动速度降低5%，受到的伤害提升10%，最多叠加5层，持续10秒	{200,66}	1					2	rogue3.talent_name_102	涌动	2		{700016503}	5	360	120
1501	射击速度提升10%/15%	射击强化	{3}	rogue3.buff_name_101	1001092	rogue3.buff_des_101	射击速度提升{1}%	{15}	1					3	rogue3.talent_name_106	蚀化	2		{700012101}	1	60	20
1502	移动速度提升20%/30%	移动提升	{11}	rogue3.buff_name_102	1001091	rogue3.buff_des_102	移动速度提升{1}%	{20}	1					3	rogue3.talent_name_106	蚀化	1		{700012102}	1	60	20
1503	换弹速度提升15%/25%	弹药回复	{12}	rogue3.buff_name_103	1001090	rogue3.buff_des_103	换弹速度提升{1}%	{15}	1					3	rogue3.talent_name_106	蚀化	1	{7012103}		1	60	20
1504	瞄准射击获得低温附魔，额外造成自身攻击力10%/15%的低温伤害	额外伤害	{9}	rogue3.buff_name_104	1001115	rogue3.buff_des_104	瞄准射击获得低温赋能效果，每次瞄准射击额外造成攻击力{1}%的低温类型伤害	{10}	1					3	rogue3.talent_name_106	蚀化	1		{700012201}	2	90	30
1505	持续射击状态，射击获得动能附魔，额外造成自身攻击力7%/10%的动能伤害	额外伤害	{9}	rogue3.buff_name_105	1001102	rogue3.buff_des_105	持续射击状态下，获得赋能效果：每次射击额外造成攻击力{1}%的动能类型伤害	{7}	1					3	rogue3.talent_name_106	蚀化	1		{700012202}	2	90	30
1506	血量低于50%，射击获得高热附魔，额外造成自身攻击力10%/15%的高热伤害	额外伤害	{9}	rogue3.buff_name_106	1001103	rogue3.buff_des_106	当前生命低于50%时，获得赋能效果：每次射击额外造成攻击力{1}%的高热类型伤害	{10}	1					3	rogue3.talent_name_106	蚀化	1		{700012203}	2	90	30
1507	释放技能后，射击获得电击附魔，额外造成自身攻击力10%/15%的电击伤害，持续10秒	额外伤害	{9}	rogue3.buff_name_107	1001106	rogue3.buff_des_107	使用技能后，获得赋能效果：每次射击额外造成攻击力{1}%的电击类型伤害，持续10秒	{15}	1					3	rogue3.talent_name_106	蚀化	2		{700012204}	2	90	30
1508	技能命中有30%概率对目标附加【电涌】效果，每秒造成施加者20%/50%攻击力的电击伤害，射击命中电涌状态下敌人回复1点常规能量和爆发能量（效果无法刷新），每2秒至多触发一次，持续10秒	额外伤害,能量获取	{9,16}	rogue3.buff_name_108	1001106	rogue3.buff_des_108	技能命中目标有{1}%概率对目标施加【贯电】效果，每秒对其造成{2}%攻击力的电击类型伤害，射击命中【贯电】状态下目标，回复1常规能量和1爆发能量，持续10秒，触发间隔2秒	{30,20}	1					3	rogue3.talent_name_106	蚀化	1		{700012301}	3	120	40
1509	射击命中弱点有20%概率对目标附加【霜冻】效果，每秒造成施加者100%/150%攻击力的低温伤害，霜冻状态下移动速度降低20%（效果无法刷新），持续10秒	额外伤害,控制	{9,6}	rogue3.buff_name_109	1001115	rogue3.buff_des_109	射击命中弱点有{1}%概率对目标施加【霜腐】效果，每秒对其造成100%攻击力的低温类型伤害，使其移动速度降低20%，持续10秒	{20}	1					3	rogue3.talent_name_106	蚀化	1		{700012302}	3	120	40
1510	射击有20概率对目标附加【流血】效果，每秒造成施加者20%/100%攻击力的动能伤害，持续10秒；击杀【流血】目标立刻获得攻击力25%的护盾，不能叠加，持续10秒	额外伤害,护盾	{9,13}	rogue3.buff_name_110	1001102	rogue3.buff_des_110	射击有{1}%概率对目标施加【风伤】效果，每秒对其造成20%攻击力的动能类型伤害，持续10秒；击败【风伤】状态下的目标立刻获得攻击力25%的护盾，持续10秒，不可叠加	{20}	1					3	rogue3.talent_name_106	蚀化	1		{700012303}	3	120	40
1511	射击有20%概率对目标附加【共振】效果，每秒造成施加者20%/50%攻击力的高热伤害，共振状态下受到射击伤害提升20%（效果无法刷新），持续10秒	额外伤害,射击强化	{9,3}	rogue3.buff_name_111	1001103	rogue3.buff_des_111	射击有{1}%概率对目标施加【浓焰】效果，每秒对其造成20%攻击力的高热类型伤害，【浓焰】状态下目标受到的射击伤害提升20%，持续10秒	{20}	1					3	rogue3.talent_name_106	蚀化	1		{700012304}	3	120	40
1512	技能命中有30%概率对目标附加【撕裂】效果，每秒造成施加者20%/50%攻击力的特异伤害，撕裂状态下受到的技能伤害提升20%（效果无法刷新），持续10秒	额外伤害,技能强化	{9,4}	rogue3.buff_name_112	1001107	rogue3.buff_des_112	技能命中目标有{1}%概率对目标附加【钻筋】效果，每秒对其造成20%攻击力的特异类型伤害，【钻筋】状态下目标受到的技能伤害提升20%，持续10秒	{30}	1					3	rogue3.talent_name_106	蚀化	1		{700012305}	3	120	40
1513	造成任意伤害时（含DOT和附魔伤害），给目标添加持续1秒的【噬心蛊】，可以叠加50层，每层【噬心蛊】使敌人受到来自持续伤害的伤害提高1%/1.5%，且持有【噬心蛊】的单位时被击杀时回复自身攻击力5%/7.5%的生命值，【噬心蛊】每1秒移除一层	额外伤害,回复	{9,7}	rogue3.buff_name_113	1001089	rogue3.buff_des_113	对目标造成任意伤害时，对其持续1秒的【骨蚀】效果，最多叠加至50层，每层使目标受到的持续伤害提升{1}%，且【骨蚀】状态下的目标被击败时，可回复攻击力{2}%的生命，【骨蚀】每1秒移除1层	{1,5}	1					3	rogue3.talent_name_106	蚀化	1		{700012401}	4	240	80
1514	对处于【撕裂】，【霜冻】，【流血】，【共振】，【电涌】下的敌人造成伤害提升30%/45%，每有一种效果使这个加成提升8%/12%（至多叠加5层）	伤害提升	{5}	rogue3.buff_name_114	1001107	rogue3.buff_des_114	对处于【贯电】、【霜腐】、【风伤】、【浓焰】、【钻筋】状态的目标造成的伤害提升{1}%，每有1种效果，此加成提升{2}%，最多叠加5层	{45,12}	1				{1508,1509,1510,1511,1512}	3	rogue3.talent_name_106	蚀化	2		{700012402}	4	240	80
1515	持有附魔效果时射击速度提升20%/30%，换弹速度提升20%/30%	射击强化	{3}	rogue3.buff_name_115	1001092	rogue3.buff_des_115	获得赋能效果时，射击速度提升{1}%，换弹速度提升{2}%	{20,20}	1					3	rogue3.talent_name_106	蚀化	1		{700012403}	4	240	80
1516	每次对敌人造成任意伤害时（含DOT和附魔伤害）,为敌人叠加一层蓄能，至多叠加50层，达到层数上限时目标损失触发者攻击力300%/500%的生命并清空层数	额外伤害	{9}	rogue3.buff_name_116	1001103	rogue3.buff_des_116	每次对目标造成任意伤害时，对其施加【积薪】，最多叠加至50层，达到层数上限时，目标将直接损失队员攻击力{1}%的生命，并清空层数	{300}	1					3	rogue3.talent_name_106	蚀化	1		{700012404}	4	240	80
1517	每次换弹，使自身全伤害提升13%/20%，持续10秒，至多叠加5层	伤害提升	{5}	rogue3.buff_name_117	1001090	rogue3.buff_des_117	每换弹1次，全类型伤害提升{1}%，持续10秒，最多叠加5层	{20}	1					3	rogue3.talent_name_106	蚀化	2		{700012405}	4	240	80
1518	所有子弹附魔效果造成的最终伤害提升400%且无视目标防御，射击直接造成的最终伤害降低50%	伤害提升,破防	{5,8}	rogue3.buff_name_118	1001113	rogue3.buff_des_118	所有射击的赋能效果造成的最终伤害提升{1}%且无视目标防御力，射击直接造成的最终伤害降低{2}%	{400,50}	1					3	rogue3.talent_name_106	蚀化	1		{700012501}	5	360	120
1519	射击伤害有10%/15%的概率造成5次所有属性类型的伤害，伤害为自身攻击力的50%/75%	额外伤害	{9}	rogue3.buff_name_119	1001112	rogue3.buff_des_119	射击有{1}%的概率造成5次各个类型的伤害，伤害为队员自身攻击力的{2}%	{10,50}	1					3	rogue3.talent_name_106	蚀化	1		{700012502}	5	360	120
1520	射击命中【撕裂】，【霜冻】，【流血】，【共振】，【电涌】时，立刻触发一次对应的dot伤害，有1/0.5秒触发间隔	额外伤害	{9}	rogue3.buff_name_120	1001107	rogue3.buff_des_120	射击命中处于【贯电】、【霜腐】、【风伤】、【浓焰】、【钻筋】状态的目标，立即触发1次对应的持续伤害，触发间隔{1}秒	{0.5}	1				{1508,1509,1510,1511,1512}	3	rogue3.talent_name_106	蚀化	2		{700012503}	5	360	120
1601	体力回复速度提升30%/40%	移动提升	{11}	rogue3.buff_name_301	1001091	rogue3.buff_des_301	耐力回复速度提升{1}%	{30}	1					7	rogue3.talent_name_107	双打	1		{700017101}	1	60	20
1602	释放技能会回复2%/3%的最大生命值，触发间隔2秒	回复	{7}	rogue3.buff_name_302	1001089	rogue3.buff_des_302	使用技能会回复{1}%最大生命，触发间隔{2}秒	{2,2}	1					7	rogue3.talent_name_107	双打	1		{700017102}	1	60	20
1603	常规/爆发能量消耗降低10%/15%	能量获取	{16}	rogue3.buff_name_303	1001094	rogue3.buff_des_303	常规能量、爆发能量的消耗降{1}%	{10}	1					7	rogue3.talent_name_107	双打	1		{700017103}	1	60	20
1604	10范围内每有一个敌人自身攻击力提高6%/10%，至多提高30%/50%	攻击提升	{2}	rogue3.buff_name_304	1001107	rogue3.buff_des_304	一定范围内，每有1个敌方目标，则队员攻击力提升{1}%，最多提升{2}%	{6,30}	1					7	rogue3.talent_name_107	双打	1		{700017201}	2	90	30
1605	释放技能后使接下来5秒内射击伤害提高30%/50%	射击强化	{3}	rogue3.buff_name_305	1001118	rogue3.buff_des_305	使用技能后{1}秒内射击伤害提升{2}%	{5,30}	1					7	rogue3.talent_name_107	双打	1		{700017202}	2	90	30
1606	每次技能命中为自己回复2/3的常规能量，触发间隔1秒	能量获取	{16}	rogue3.buff_name_306	1001095	rogue3.buff_des_306	每次技能命中目标，都可回复{1}常规能量，触发间隔{2}秒	{2,1}	1					7	rogue3.talent_name_107	双打	1		{700017203}	2	90	30
1607	技能命中为目标附加射击伤害易伤，使目标受到的射击伤害提升20%/30%，持续5秒	射击强化	{3}	rogue3.buff_name_307	1001113	rogue3.buff_des_307	技能命中目标时，使其受到的射击伤害提升{1}%，持续{2}秒	{20,5}	1					7	rogue3.talent_name_107	双打	1		{700017204}	2	90	30
1608	角色的技能命中敌人时为目标施加持续3秒的【债务】标记，不能叠加，对持有【债务】标记的目标造成射击伤害时会回收【债务】标记，每个标记使所有技能使用间隔减少0.3/1秒	技能强化	{4}	rogue3.buff_name_308	1001096	rogue3.buff_des_308	场上队员技能命中目标时对目标施加持续{1}秒的【借贷】标记，对拥有此标记的目标造成射击伤害时时，该队员会回收标记，每个标记使该队员所有技能的使用间隔减少{2}秒	{3,0.3}	1					7	rogue3.talent_name_107	双打	1		{700017301}	3	120	40
1609	释放主动技能消耗的常规能量会按照50%的比例转化为爆发能量，释放主动技能消耗的爆发能量会按照10%的比例转化为常规能量	能量获取	{16}	rogue3.buff_name_309	1001095	rogue3.buff_des_309	使用主动技能消耗的常规能量，按{1}%的比例转化为爆发能量；使用主动技能消耗的爆发能量，按{2}%的比例转化为常规能量	{50,10}	1					7	rogue3.talent_name_107	双打	1		{700017302}	3	120	40
1610	角色的技能命中会眩晕敌人2秒，每个敌人有15/10秒的触发间隔，若处于眩晕状态的敌人受到射击伤害会被击飞，并在击飞时受到最大生命值5%的动能伤害，击飞效果对无法击飞的敌人无效	控制,额外伤害	{6,9}	rogue3.buff_name_310	1001116	rogue3.buff_des_310	技能命中目标时对其施加持续{1}秒的眩晕状态，若处于眩晕状态的目标受到射击伤害被击飞，且在被击飞时受到最大生命{2}%的动能类型伤害，对单个目标触发间隔{3}秒，对无法击飞的目标不生效	{2,5,15}	1					7	rogue3.talent_name_107	双打	1		{700017303}	3	120	40
1611	若角色释放常规技或爆发技后对应类型的能量储备低于上限的50%则有20%的概率触发能量返还，返还本次消耗能量的50%	能量获取	{16}	rogue3.buff_name_311	1001095	rogue3.buff_des_311	使用常规技或爆发技后，对应能量储备低于上限{1}%时，则有{2}%概率返还本次消耗能量{3}%的对应能量	{50,20,50}	1					7	rogue3.talent_name_107	双打	1		{700017304}	3	120	40
1612	释放主动技能补充弹容上限50%的子弹	弹药回复	{12}	rogue3.buff_name_312	1001090	rogue3.buff_des_312	使用主动技能立即补充弹容{1}%的子弹	{50}	1					7	rogue3.talent_name_107	双打	1		{700017305}	3	120	40
1613	在角色周围生成一个安卡希雅的小范围时停结界并跟随角色移动，范围5米，造成20%的迟缓效果，结界内所有敌方目标与子弹都会被施加迟缓效果	控制	{6}	rogue3.buff_name_313	1001116	rogue3.buff_des_313	队员周围生成1个安卡希雅特供的【梦魇领域·轻量版】并且跟随队员，【梦魇领域·轻量版】内部对一切目标施加迟缓效果，包括子弹		1					7	rogue3.talent_name_107	双打	1		{700017401}	4	240	80
1614	释放任意主动技能会生成一个跟随自身移动且持续5/10秒的电击磁场，敌人处于磁场中时每秒受到角色100%攻击力的电击伤害并被持续麻痹，电击伤害还会使敌人2秒内受到来自射击的伤害提升20%，磁场最多同时存在一个且仅跟随场上角色	额外伤害	{9}	rogue3.buff_name_314	1001117	rogue3.buff_des_314	使用任意主动技能会生成1个跟随自身的电击陷阱，存在{1}秒，目标处于电击陷阱中时会每秒受到队员攻击力{2}%的电击类型伤害并被施加持续{3}秒的麻痹状态，每次电击类型伤害还会使目标受到的射击伤害提升{4}%，电击陷阱同时最多存在{5}个	{5,200,2,20,1}	1					7	rogue3.talent_name_107	双打	1		{700017402}	4	240	80
1615	角色技能命中时自身积攒一层上限10层的【xx】效果，若射击命中敌人则为敌人添加一层上限10层的【yy】效果，【xx】效果和【yy】效果均持续5秒，且在叠加至上限时每隔5秒在自身（xx）或目标（yy）位置触发一次震荡波，对大范围内敌人造成一次攻击力的50%/100%动能伤害并添加2层【yy】效果	额外伤害	{9}	rogue3.buff_name_315	1001102	rogue3.buff_des_315	队员技能命中目标会获得1层【圆心】效果，射击命中目标时会对其施加1层【圆周】效果，当【圆心】叠加至10层立即以队员为中心释放1次震荡冲击，对周围目标造成队员攻击力{1}%的动能类型伤害，当【圆周】叠加至10层会立即以该目标为中心释放1次震荡冲击，对该目标及其周围其他目标造成队员攻击力{1}%的动能类型伤害，两种震荡冲击均会再次给受到伤害的目标施加2层【圆周】效果	{50}	1					7	rogue3.talent_name_107	双打	1		{700017403}	4	240	80
1616	角色的技能和射击在命中敌人时会为目标叠加一层上限99层的【裂口】效果，【裂口】持续10秒并在结束时造成一次角色攻击力100%/150%的伤害，【裂口】结算时每层【裂口】会使目标受到的该伤害最终提升10%，【裂口】的持续时间可被迟缓效果延长并在满层时立刻触发伤害结算	额外伤害	{9}	rogue3.buff_name_316	1001112	rogue3.buff_des_316	队员技能或者射击命中目标时给目标施加1层持续{1}秒的【积劳】效果，最多叠加至{2}层，在消失时对目标造成1次队员攻击力{3}%的动能类型伤害；在造成伤害时，每额外有1层【积劳】效果，该伤害提升{4}%，【积劳】效果的持续时间可以被迟缓效果延长，会在达到上限时立即造成伤害。	{10,99,100,10}	1					7	rogue3.talent_name_107	双打	1		{700017404}	4	240	80
1617	角色在释放主动技能后获得3秒的【技能连段】状态，持续时间内使用射击命中敌人会激活【技能连段】，在射击命中后获得3秒的【射击连段】状态，持续时间内释放主动技能会激活【射击连段】，每次成功激活【连段】会获得一次【奖励】，每次奖励立即回复角色3/5常规能量并降低30%/50%常规技基础使用间隔	能量获取,技能强化	{16,4}	rogue3.buff_name_317	1001096	rogue3.buff_des_317	队员技能或者射击命中目标后自身获得持续{1}秒的【连段·技】状态，此状态下射击命中目标会激活【连段】效果，队员射击命中目标后自身获得持续{2}秒的【连段·械】状态，此状态下使用主动技能会激活【连段】效果，每次成功激活【连段】效果会立即为队员回复{3}常规能量并使常规技使用间隔降低{4}%	{3,3,3,30}	1					7	rogue3.talent_name_107	双打	1		{700017405}	4	240	80
1618	角色在3秒内射击和技能同时命中敌人时使该敌人进入持续5秒的【战栗】状态（20%的迟缓效果），且施加一层【追击】，每层【追击】效果结算时造成触发角色总攻击力50%/100%的动能伤害，至多10层，【追击】效果会在满层后或【战栗】效果结束后进行结算，若【追击】伤害击杀目标则触发【蔓延】，使死亡敌人周围范围内敌人陷入【战栗】状态	额外伤害,控制	{9,6}	rogue3.buff_name_318	1001112	rogue3.buff_des_318	队员在{1}秒内技能和射击都命中目标时，会使目标进入持续{2}秒的【畏惧】状态和1层【毒嗜】效果，【畏惧】状态会对目标施加迟缓效果，【毒嗜】效果最多可叠加至{3}层；当【毒嗜】效果叠至满层或【畏惧】状态结束时，每层【毒嗜】都会对目标造成队员攻击力{4}%的动能类型伤害，若该次伤害直接击败目标则触发【恐慌】效果：使被击败目标周围的敌方目标均进入【畏惧】状态	{3,5,10,50}	1					7	rogue3.talent_name_107	双打	1		{700017501}	5	360	120
1619	常规技急速提升100，当角色在释放常规技后1秒内使用射击命中了敌人则为自己叠加一层持续3秒的【评价】等级，【评价】最高3级，且每层评价使自身全伤害提升20%/30%	伤害提升	{5}	rogue3.buff_name_319	1001093	rogue3.buff_des_319	常规技的技能急速增加{1}，队员使用常规技后{2}秒内通过射击命中目标，则自身获得1层持续{3}秒【评优】效果：自身所有伤害提升{4}%，最多叠加至{5}层	{100,1,1,20,3}	1					7	rogue3.talent_name_107	双打	1		{700017502}	5	360	120
1620	角色获得弗提雅老师的黑科技支援，射击命中有50%概率触发一次流火溅射至目标周围至多5名敌人，对命中的敌人造成角色攻击力30%/50%的高热伤害	额外伤害	{9}	rogue3.buff_name_320	1001112	rogue3.buff_des_320	队员获得芙提雅科技支援，射击命中时有{1}%概率激活【余怒流火】，对目标周围至多{2}个目标造成队员攻击力{3}%的高热类型伤害	{50,5,30}	1					7	rogue3.talent_name_107	双打	1		{700017503}	5	360	120
2001	安卡希雅-安卡希雅爆发技冷却时间与能量消耗减少至50%，同时迟缓效果降低至三分之一	技能强化	{4}	rogue3.buff_name_121	1001107	rogue3.buff_des_121	爆发技使用间隔与能量消耗降低至原本的{1}%，对目标施加的迟缓效果降低至原本的{2}%	{50,30}	1	{1,1,1,1}				1	rogue3.talent_name_101		2		{700100101}	5	360	120
2002	安卡希雅-安卡希雅飞镖弹射次数增加（单人+2与总次数+6），同时不再衰减伤害	技能强化	{4}	rogue3.buff_name_122	1001116	rogue3.buff_des_122	匕首弹射次数增加，且伤害不再衰减		1	{1,1,1,1}				2	rogue3.talent_name_102		2		{700100102}	5	360	120
2003	星期三-小飞机发射激光的概率提高至100% 激光最终伤害提升100%（技能倍率，不是伤害提升）	伤害提升	{5}	rogue3.buff_name_123	1001093	rogue3.buff_des_123	【渡鸦】发射【耳语之矢】的概率提升至{1}% ，最终伤害提升{2}%	{100,100}	1	{1,2,1,1}				3	rogue3.talent_name_106		2		{700100201}	5	360	120
2004	星期三-同一单位被小飞机连续命中100次会在其身上降落QTE落雷，不造成麻痹效果	额外伤害	{9}	rogue3.buff_name_124	1001094	rogue3.buff_des_124	【渡鸦】命中同一目标100次，会被其落下审判之雷，但不会施加麻痹效果		1	{1,2,1,1}				4	rogue3.talent_name_104		2		{700100202}	5	360	120
2005	狂猎-每发射20发冰弹自动释放一次QTE效果，不造成冻结效果	额外伤害	{9}	rogue3.buff_name_125	1001115	rogue3.buff_des_125	每发射{1}发冰牙，自动引发1次【冰狼利牙】，但不会施加冻结效果	{20}	1	{1,2,2,1}				5	rogue3.talent_name_105		2		{700110202}	5	360	120
2006	狂猎-导弹雪息每发消耗减少至10点，同时导弹发射速度提升100%	技能强化	{4}	rogue3.buff_name_126	1001092	rogue3.buff_des_126	每发冰牙所需雪息减少至{1}，且冰牙发射的速度提升{2}%	{10,100}	1	{1,2,2,1}				6	rogue3.talent_name_103		2		{700110201}	5	360	120
2007	妮塔-妮塔常规技基础倍率提升200%同时吸附范围提升100%	技能强化	{4}	rogue3.buff_name_127	1001105	rogue3.buff_des_127	【灭世舞步】伤害提升{1}%，同时吸附目标的范围提升{2}%	{200,100}	1	{1,3,1,1}				1	rogue3.talent_name_101		2		{700100301}	5	360	120
2008	妮塔-妮塔常规技二段伤害有40%概率造成1.5倍，20%概率造成3倍，10%概率造成6倍，5%概率造成12倍伤害	伤害提升	{5}	rogue3.buff_name_128	1001108	rogue3.buff_des_128	【新世高歌】有40%概率造成1.5倍伤害，20%概率造成3倍伤害，10%概率造成6倍伤害，5%概率造成12倍伤害		1	{1,3,1,1}				2	rogue3.talent_name_102		2		{700100302}	5	360	120
2009	芙提雅-支援技还会额外为场上队员补满弹药	弹药回复	{12}	rogue3.buff_name_129	1001090	rogue3.buff_des_129	【人间之友】额外为场上队员补充满弹药		1	{1,4,1,1}				3	rogue3.talent_name_106		2		{700100401}	5	360	120
2010	芙提雅-芙缇雅在队伍内任意角色释放任意技能均会获得其的QTE附魔，同时其附魔最终伤害提升300%	额外伤害	{9}	rogue3.buff_name_130	1001107	rogue3.buff_des_130	队伍中任意队员使用任意技能时，均可获得【人间之友】赋能效果，且赋能的高热类型伤害提升{1}%	{300}	1	{1,4,1,1}				4	rogue3.talent_name_104		2		{700100402}	5	360	120
