任务组分页ID	任务ID（注意：任务ID不能超过65500）	刷新规则(不配置为不刷新 1为每日刷新 2为每周刷新)	组ID，选取数量	权重	备注	分页名	任务名	任务介绍	任务或成就图标	标签{"颜色ID","表.key"})	排序	解锁条件	未解锁隐藏	前置任务id	领取奖励后是否在列表中显示	任务类型	检查值	扩展参数 不填为不限制	可执行次数	奖励列表	开始时间,格式	结束时间，格式同开始时间	隐藏倒计时	跳转界面	跳转参数	条件跳转	背景图	背景SPINE	地区限制目前可填：0国内外,1国内,2海外
31	65003				通关危险评级Ⅲ-速攻战线、生续战线、攻坚战线关卡	ui.TxtDLC6.BtnRepression	achievement_dlc.Name93	achievement_dlc.Describe93_3							1	128	3	{15,{5333,5334,5335}}		{{4,3,2,1,20},{4,3,1,1,3000}}	[202403281000]	[202404180400]				Repression_Chapter.GoToRepression			
31	65004				通关危险评级Ⅰ-累计通关临时阵地关卡2次	ui.TxtDLC6.BtnRepression	achievement_dlc.Name94	achievement_dlc.Describe94_1							1	128	6	{15,{5300,5301,5302,5303,5304,5305}}		{{5,30,2,1,20},{4,3,1,1,5000}}	[202403281000]	[202404180400]				Repression_Chapter.GoToRepression			
31	65005				通关危险评级Ⅱ-累计通关临时阵地关卡3次	ui.TxtDLC6.BtnRepression	achievement_dlc.Name94	achievement_dlc.Describe94_2							1	128	9	{15,{5306,5307,5308,5309,5310,5311,5312,5313,5314}}		{{5,30,2,1,30},{4,3,1,1,3000}}	[202403281000]	[202404180400]				Repression_Chapter.GoToRepression			
31	65006				通关危险评级Ⅲ-累计通关临时阵地关卡4次	ui.TxtDLC6.BtnRepression	achievement_dlc.Name94	achievement_dlc.Describe94_3							1	128	12	{15,{5315,5316,5317,5318,5319,5320,5321,5322,5323,5324,5325,5326}}		{{5,30,2,1,40},{4,3,1,1,3000}}	[202403281000]	[202404180400]				Repression_Chapter.GoToRepression			
31	65007				【未来探测】绩点达到30000	ui.TxtDLC6.BtnRepression	achievement_dlc.Name95	achievement_dlc.Describe95_1							1	141	30000	{30000}		{{10,1,24,1,1},{4,3,1,1,5000}}	[202403281000]	[202404180400]				Repression_Chapter.GoToRepression			
																													
32	66001				累计完成【勇者游戏】3次	ui.TxtOnlineEvent3	achievement_dlc.Name96	achievement_dlc.Describe96_1							1	52	3	{15}		{{4,3,1,1,2000}}	[202404011000]	[202404150400]				Online.GoToUI({15})			
32	66002				累计完成【勇者游戏】5次	ui.TxtOnlineEvent3	achievement_dlc.Name96	achievement_dlc.Describe96_1							1	52	5	{15}		{{4,3,1,1,3000}}	[202404011000]	[202404150400]				Online.GoToUI({15})			
32	66003				累计完成【勇者游戏】10次	ui.TxtOnlineEvent3	achievement_dlc.Name96	achievement_dlc.Describe96_1							1	52	10	{15}		{{4,3,1,1,5000}}	[202404011000]	[202404150400]				Online.GoToUI({15})			
32	66004				累计完成【勇者游戏】15次	ui.TxtOnlineEvent3	achievement_dlc.Name96	achievement_dlc.Describe96_1							1	52	15	{15}		{{4,3,1,1,10000},{13,1,11,1,1}}	[202404011000]	[202404150400]				Online.GoToUI({15})			
32	66005				在400秒内完成1次【勇者游戏】	ui.TxtOnlineEvent3	achievement_dlc.Name97	achievement_dlc.Describe97_2							1	131	1	{400,15}		{{5,30,2,2,20},{4,3,1,1,5000}}	[202404011000]	[202404150400]				Online.GoToUI({15})			
32	66006				在300秒内完成1次【勇者游戏】	ui.TxtOnlineEvent3	achievement_dlc.Name97	achievement_dlc.Describe97_3							1	131	1	{300,15}		{{5,30,2,2,30},{4,3,1,1,8000}}	[202404011000]	[202404150400]				Online.GoToUI({15})			
																													
																													
33	66007	1			活动期间，登录游戏1次（每日刷新）	ui.TxtDLC7.BtnStory	achievement_dlc.Name98	achievement_dlc.Describe98		{"59d80d","achievement.icon1"}					1	11	1			{{5,29,3,1,10},{4,3,1,1,2000}}	[202404181000]	[202405300400]							
33	66008				累计消耗3200 赐福凭据	ui.TxtDLC7.BtnStory	achievement_dlc.Name99	achievement_dlc.Describe99							1	5	3200	{5,29,3,1}		{{11,1,10,1,1}}	[202404181000]	[202405300400]		Dlc7Shop					
33	66009				累计获得550皎月之证	ui.TxtDLC7.BtnStory	achievement_dlc.Name100	achievement_dlc.Describe100							1	3	550	{5,29,3,2}		{{4,3,2,1,50},{4,3,1,1,5000}}	[202404181000]	[202405300400]							
33	66010				累计获得800皎月之证	ui.TxtDLC7.BtnStory	achievement_dlc.Name100	achievement_dlc.Describe100							1	3	800	{5,29,3,2}		{{9,2,37,1,1}}	[202404181000]	[202405300400]							
33	66011				通关1次队员试用——SSR琴诺	ui.TxtDLC7.BtnStory	achievement_dlc.Name101	achievement_dlc.Describe101_1		{"46D8D9","achievement.icon3"}					1	2	1	{5034}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202404181000]	[202405160400]				Activity.OpenActicity(100,35)			
33	66012				通关1次队员试用——SSR恩雅	ui.TxtDLC7.BtnStory	achievement_dlc.Name101	achievement_dlc.Describe101_2		{"46D8D9","achievement.icon3"}					1	2	1	{5035}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202405021000]	[202405300400]				Activity.OpenActicity(101,36)			
33	66013				通关1次队员试用——苔丝	ui.TxtDLC7.BtnStory	achievement_dlc.Name101	achievement_dlc.Describe101_3		{"46D8D9","achievement.icon3"}					1	2	1	{5018}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202405091000]	[202405300400]				Activity.OpenActicity(102,19)			
33	66014				通关1次时装试用——SSR琴诺-5星皮肤	ui.TxtDLC7.BtnStory	achievement_dlc.Name102	achievement_dlc.Describe102_1		{"46D8D9","achievement.icon3"}					1	2	1	{5036}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202404181000]	[202405160400]				Activity.OpenActicity(104,37)			
33	66015				通关1次时装试用——SSR恩雅-5星皮肤	ui.TxtDLC7.BtnStory	achievement_dlc.Name102	achievement_dlc.Describe102_2		{"46D8D9","achievement.icon3"}					1	2	1	{5037}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202405021000]	[202405300400]				Activity.OpenActicity(105,38)			
33	66016				通关1次时装试用——苔丝5星皮肤	ui.TxtDLC7.BtnStory	achievement_dlc.Name102	achievement_dlc.Describe102_3		{"46D8D9","achievement.icon3"}					1	2	1	{5019}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202405091000]	[202405300400]				Activity.OpenActicity(106,20)			
33	66017				通关1次时装试用——苔丝3星皮肤	ui.TxtDLC7.BtnStory	achievement_dlc.Name102	achievement_dlc.Describe102_4		{"46D8D9","achievement.icon3"}					1	2	1	{5038}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202404181000]	[202405290400]				Activity.OpenActicity(107,39)			
33	66018				完成DLC7主线关卡 12-1	ui.TxtDLC7.BtnStory	achievement_dlc.Name103	achievement_dlc.Describe103_1_1							1	2	1	{5401}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202404181000]	[202405300400]	1			DLC_Logic.GotoDlcStory(5401,9,"dlc7story")			
33	66019				完成DLC7主线关卡 12-2	ui.TxtDLC7.BtnStory	achievement_dlc.Name103	achievement_dlc.Describe103_2_1							1	2	1	{5402}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202404181000]	[202405300400]	1			DLC_Logic.GotoDlcStory(5402,9,"dlc7story")			
33	66020				完成DLC7主线关卡 12-3	ui.TxtDLC7.BtnStory	achievement_dlc.Name103	achievement_dlc.Describe103_3_1							1	2	1	{5403}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202404181000]	[202405300400]	1			DLC_Logic.GotoDlcStory(5403,9,"dlc7story")			
33	66021				完成DLC7主线关卡 12-4	ui.TxtDLC7.BtnStory	achievement_dlc.Name103	achievement_dlc.Describe103_4_1							1	2	1	{5404}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202404181000]	[202405300400]	1			DLC_Logic.GotoDlcStory(5404,9,"dlc7story")			
33	66022				完成DLC7主线关卡 12-5	ui.TxtDLC7.BtnStory	achievement_dlc.Name103	achievement_dlc.Describe103_5_1							1	2	1	{5405}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202404181000]	[202405300400]	1			DLC_Logic.GotoDlcStory(5405,9,"dlc7story")			
33	66023				完成DLC7主线关卡 12-6	ui.TxtDLC7.BtnStory	achievement_dlc.Name103	achievement_dlc.Describe103_6_1							1	2	1	{5406}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202404181000]	[202405300400]	1			DLC_Logic.GotoDlcStory(5406,9,"dlc7story")			
33	66024				完成DLC7主线关卡 12-7	ui.TxtDLC7.BtnStory	achievement_dlc.Name103	achievement_dlc.Describe103_7_1							1	2	1	{5407}		{{5,29,3,2,10},{4,3,1,1,5000}}	[202404181000]	[202405300400]	1			DLC_Logic.GotoDlcStory(5407,9,"dlc7story")			
33	66025				完成DLC7主线关卡 12-8	ui.TxtDLC7.BtnStory	achievement_dlc.Name103	achievement_dlc.Describe103_8_1							1	2	1	{5408}		{{5,29,3,2,10},{4,3,1,1,5000}}	[202404181000]	[202405300400]	1			DLC_Logic.GotoDlcStory(5408,9,"dlc7story")			
33	66026				DLC7-复刷-01	ui.TxtDLC7.BtnStory	achievement_dlc.Name104	achievement_dlc.Describe104_1							1	2	1	{5450}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202404181000]	[202405300400]	1	Dlc7Refresh	{10}				
33	66027				DLC7-复刷-02	ui.TxtDLC7.BtnStory	achievement_dlc.Name104	achievement_dlc.Describe104_2							1	2	1	{5451}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202404181000]	[202405300400]	1	Dlc7Refresh	{10}				
33	66028				DLC7-复刷-03	ui.TxtDLC7.BtnStory	achievement_dlc.Name104	achievement_dlc.Describe104_3							1	2	1	{5452}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202404181000]	[202405300400]	1	Dlc7Refresh	{10}				
33	66029				DLC7-复刷-04	ui.TxtDLC7.BtnStory	achievement_dlc.Name104	achievement_dlc.Describe104_4							1	2	1	{5453}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202404181000]	[202405300400]	1	Dlc7Refresh	{10}				
33	66030				DLC7-复刷-05	ui.TxtDLC7.BtnStory	achievement_dlc.Name104	achievement_dlc.Describe104_5							1	2	1	{5454}		{{5,29,3,2,10},{4,3,1,1,2000}}	[202404181000]	[202405300400]	1	Dlc7Refresh	{10}				
33	66031				DLC7-复刷-06	ui.TxtDLC7.BtnStory	achievement_dlc.Name104	achievement_dlc.Describe104_6							1	2	1	{5455}		{{5,29,3,2,20},{4,3,1,1,5000}}	[202404181000]	[202405300400]	1	Dlc7Refresh	{10}				
																													
34	66032	2			完成DLC7荣誉冲突活动第6波（每周刷新）	ui.TxtDLC7.BtnDefense	achievement_dlc.Name110	achievement_dlc.Describe110		{"FFC500","achievement.icon2"}					1	73	6			{{4,3,2,1,20},{4,3,1,1,2000},{5,29,3,2,20}}	[202404291000]	[202405130400]				DefendLogic.CheckOpenAct()			
34	66033	2			完成DLC7荣誉冲突活动第12波（每周刷新）	ui.TxtDLC7.BtnDefense	achievement_dlc.Name110	achievement_dlc.Describe110		{"FFC500","achievement.icon2"}					1	73	12			{{4,3,2,1,20},{4,3,1,1,2000},{5,29,3,2,50}}	[202404291000]	[202405130400]				DefendLogic.CheckOpenAct()			
34	66034	2			完成DLC7荣誉冲突活动第15波（每周刷新）	ui.TxtDLC7.BtnDefense	achievement_dlc.Name110	achievement_dlc.Describe110		{"FFC500","achievement.icon2"}					1	73	15			{{4,3,2,1,20},{4,3,1,1,2000},{5,29,3,1,20}}	[202404291000]	[202405130400]				DefendLogic.CheckOpenAct()			
34	66035	2			完成DLC7荣誉冲突活动第18波（每周刷新）	ui.TxtDLC7.BtnDefense	achievement_dlc.Name110	achievement_dlc.Describe110		{"FFC500","achievement.icon2"}					1	73	18			{{4,3,2,1,20},{4,3,1,1,5000},{5,29,3,1,20}}	[202404291000]	[202405130400]				DefendLogic.CheckOpenAct()			
34	66036	2			完成DLC7荣誉冲突活动第21波（每周刷新）	ui.TxtDLC7.BtnDefense	achievement_dlc.Name110	achievement_dlc.Describe110		{"FFC500","achievement.icon2"}					1	73	21			{{4,3,2,1,20},{4,3,1,1,8000},{5,29,3,1,20}}	[202404291000]	[202405130400]				DefendLogic.CheckOpenAct()			
																													
35	66037	2			累计通关永续连战任意难度1次（每周刷新）	ui.TxtOnlineEvent14	achievement_dlc.Name105	achievement_dlc.Describe105_1		{"FFC500","achievement.icon2"}					1	52	1	{16,17}		{{4,3,2,1,30},{4,3,1,1,2000},{5,29,3,2,20}}	[202405131000]	[202405270400]				Online.GoToUI({16,17})			
35	66038	2			累计通关永续连战任意难度2次（每周刷新）	ui.TxtOnlineEvent14	achievement_dlc.Name105	achievement_dlc.Describe105_1		{"FFC500","achievement.icon2"}					1	52	2	{16,17}		{{4,3,2,1,30},{4,3,1,1,5000},{5,29,3,2,50}}	[202405131000]	[202405270400]				Online.GoToUI({16,17})			
35	66039	2			累计通关永续连战任意难度3次（每周刷新）	ui.TxtOnlineEvent14	achievement_dlc.Name105	achievement_dlc.Describe105_1		{"FFC500","achievement.icon2"}					1	52	3	{16,17}		{{4,3,2,1,30},{4,3,1,1,8000},{5,29,3,1,20}}	[202405131000]	[202405270400]				Online.GoToUI({16,17})			
																													
36	66040				单人第1关伤害达到10000（空白梦魇）	ui.TxtDLC7.BtnOnline	achievement_dlc.Name106	achievement_dlc.Describe106_1							1	153	10000	{9040}		{{4,3,2,1,50},{4,3,1,1,2000},{5,29,3,2,10}}	[202404221000]	[202405060400]				OnlineBoss.CheckOpenAct()			
36	66041				单人第2关伤害达到20000	ui.TxtDLC7.BtnOnline	achievement_dlc.Name106	achievement_dlc.Describe106_2							1	153	20000	{9041}		{{4,3,2,1,50},{4,3,1,1,5000},{5,29,3,2,20}}	[202404221000]	[202405060400]				OnlineBoss.CheckOpenAct()			
36	66042				单人第3关伤害达到30000	ui.TxtDLC7.BtnOnline	achievement_dlc.Name106	achievement_dlc.Describe106_3							1	153	30000	{9042}		{{4,3,2,1,50},{4,3,1,1,8000},{5,29,3,2,20}}	[202404221000]	[202405060400]				OnlineBoss.CheckOpenAct()			
36	66043				单人第4关伤害达到40000	ui.TxtDLC7.BtnOnline	achievement_dlc.Name106	achievement_dlc.Describe106_4							1	153	40000	{9043}		{{4,3,2,1,50},{4,3,1,1,10000},{5,29,3,2,20}}	[202404221000]	[202405060400]				OnlineBoss.CheckOpenAct()			
36	66044				进行联机关1次	ui.TxtDLC7.BtnOnline	achievement_dlc.Name107	achievement_dlc.Describe107_1							1	52	1	{20}		{{4,3,2,1,50},{4,3,1,1,5000},{5,29,3,2,20}}	[202404221000]	[202405060400]				OnlineBoss.CheckOpenAct()			
36	66045				进行联机关3次	ui.TxtDLC7.BtnOnline	achievement_dlc.Name107	achievement_dlc.Describe107_1							1	52	3	{20}		{{4,3,2,1,50},{4,3,1,1,10000},{5,29,3,2,20}}	[202404221000]	[202405060400]				OnlineBoss.CheckOpenAct()			
																													
37	66046				在新星开拓中累计捕捉10只怪物	ui.TxtVircaptureMain.title	achievement_dlc.Name108	achievement_dlc.Describe108_1							1	201	10			{{5,29,3,2,40},{4,3,1,1,3000}}	[202404181000]	[202405300400]				VirCapture:CheckOpenAct()			
37	66047				在新星开拓中累计捕捉20只怪物	ui.TxtVircaptureMain.title	achievement_dlc.Name108	achievement_dlc.Describe108_1							1	201	20			{{4,3,2,1,50},{4,3,1,1,5000}}	[202404181000]	[202405300400]				VirCapture:CheckOpenAct()			
37	66048				在新星开拓中累计捕捉50只怪物	ui.TxtVircaptureMain.title	achievement_dlc.Name108	achievement_dlc.Describe108_1							1	201	50			{{4,3,2,1,50},{4,3,1,1,10000}}	[202404181000]	[202405300400]				VirCapture:CheckOpenAct()			
37	66049				开拓进程达到5	ui.TxtVircaptureMain.title	achievement_dlc.Name111	achievement_dlc.Describe111_1							1	202	5			{{5,29,3,2,30},{4,3,1,1,5000}}	[202404181000]	[202405300400]				VirCapture:CheckOpenAct()			
37	66050				开拓进程达到15	ui.TxtVircaptureMain.title	achievement_dlc.Name111	achievement_dlc.Describe111_1							1	202	15			{{4,3,2,1,20},{4,3,1,1,10000}}	[202404181000]	[202405300400]				VirCapture:CheckOpenAct()			
37	66051				在爬塔挑战中完成第4关挑战（闯关吧）	ui.TxtVircaptureMain.title	achievement_dlc.Name109	achievement_dlc.Describe109_2							1	2	1	{5465}		{{5,29,3,2,20},{4,3,1,1,5000}}	[202404181000]	[202405300400]				VirCapture:CheckOpenAct()			
37	66052				在爬塔挑战中完成第12关挑战	ui.TxtVircaptureMain.title	achievement_dlc.Name109	achievement_dlc.Describe109_4							1	2	1	{5473}		{{4,3,2,1,20},{4,3,1,1,10000}}	[202404181000]	[202405300400]				VirCapture:CheckOpenAct()			
37	66053				在试炼关卡中达到1000试炼积分（试炼吧）	ui.TxtVircaptureMain.title	achievement_dlc.Name112	achievement_dlc.Describe112_1							1	203	1000			{{5,29,3,2,10},{4,3,1,1,5000}}	[202405021000]	[202405300400]				VirCapture:CheckOpenAct()			
37	66054				在试炼关卡中达到5000试炼积分	ui.TxtVircaptureMain.title	achievement_dlc.Name112	achievement_dlc.Describe112_1							1	203	5000			{{4,3,2,1,10},{4,3,1,1,10000}}	[202405021000]	[202405300400]				VirCapture:CheckOpenAct()			
																													
38	20100	1			活动期间，登录游戏1次（每日刷新）	ui.TxtDLC8.BtnStory	achievement_dlc.Name113	achievement_dlc.Describe113		{"59d80d","achievement.icon1"}					1	11	1			{{5,29,4,1,10},{4,3,1,1,2000}}	[202405301000]	[202407110400]							
38	20101				累计消耗3200汉诺票根	ui.TxtDLC8.BtnStory	achievement_dlc.Name114	achievement_dlc.Describe114							1	5	3200	{5,29,4,1}		{{11,1,13,1,1}}	[202405301000]	[202407110400]		Dlc8Shop					
38	20102				累计获得550超验样本	ui.TxtDLC8.BtnStory	achievement_dlc.Name115	achievement_dlc.Describe115							1	3	550	{5,29,4,2}		{{4,3,2,1,50},{4,3,1,1,5000}}	[202405301000]	[202407110400]							
38	20103				累计获得600超验样本	ui.TxtDLC8.BtnStory	achievement_dlc.Name115	achievement_dlc.Describe115							1	3	600	{5,29,4,2}		{{9,2,39,1,1}}	[202405301000]	[202407110400]							
38	20104				通关1次队员试用——SSR瑟瑞斯	ui.TxtDLC8.BtnStory	achievement_dlc.Name116	achievement_dlc.Describe116_1		{"46D8D9","achievement.icon3"}					1	2	1	{5039}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202406270400]				Activity.OpenActicity(115,40)			
38	20105				通关1次队员试用——凯西娅	ui.TxtDLC8.BtnStory	achievement_dlc.Name116	achievement_dlc.Describe116_2		{"46D8D9","achievement.icon3"}					1	2	1	{5023}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202406201000]	[202407110400]				Activity.OpenActicity(121,24)			
38	20106				通关1次时装试用——凯茜娅ol	ui.TxtDLC8.BtnStory	achievement_dlc.Name117	achievement_dlc.Describe117_1		{"46D8D9","achievement.icon3"}					1	2	1	{5041}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202407110400]				Activity.OpenActicity(117,42)			
38	20107				通关1次时装试用——芙提雅战损	ui.TxtDLC8.BtnStory	achievement_dlc.Name117	achievement_dlc.Describe117_2		{"46D8D9","achievement.icon3"}					1	2	1	{5042}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202407110400]				Activity.OpenActicity(118,43)			
38	20108				通关1次时装试用——猫汐尔bp	ui.TxtDLC8.BtnStory	achievement_dlc.Name117	achievement_dlc.Describe117_3		{"46D8D9","achievement.icon3"}					1	2	1	{5043}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202407100400]				Activity.OpenActicity(119,44)			
38	20109				通关1次时装试用——瑟瑞斯4星	ui.TxtDLC8.BtnStory	achievement_dlc.Name117	achievement_dlc.Describe117_4		{"46D8D9","achievement.icon3"}					1	2	1	{5040}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202406270400]				Activity.OpenActicity(116,41)			
38	20110				完成DLC8主线关卡 12-1	ui.TxtDLC8.BtnStory	achievement_dlc.Name118	achievement_dlc.Describe118_1							1	2	1	{11301}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202407110400]	1			DLC_Logic.GotoDlcMainStory(11301,15,"dlc8story")			
38	20111				完成DLC8主线关卡 12-2	ui.TxtDLC8.BtnStory	achievement_dlc.Name118	achievement_dlc.Describe118_2							1	2	1	{11302}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202407110400]	1			DLC_Logic.GotoDlcMainStory(11302,15,"dlc8story")			
38	20112				完成DLC8主线关卡 12-3	ui.TxtDLC8.BtnStory	achievement_dlc.Name118	achievement_dlc.Describe118_3							1	2	1	{11303}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202407110400]	1			DLC_Logic.GotoDlcMainStory(11303,15,"dlc8story")			
38	20113				完成DLC8主线关卡 12-4	ui.TxtDLC8.BtnStory	achievement_dlc.Name118	achievement_dlc.Describe118_4							1	2	1	{11304}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202407110400]	1			DLC_Logic.GotoDlcMainStory(11304,15,"dlc8story")			
38	20114				完成DLC8主线关卡 12-5	ui.TxtDLC8.BtnStory	achievement_dlc.Name118	achievement_dlc.Describe118_5							1	2	1	{11305}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202407110400]	1			DLC_Logic.GotoDlcMainStory(11305,15,"dlc8story")			
38	20115				完成DLC8主线关卡 12-6	ui.TxtDLC8.BtnStory	achievement_dlc.Name118	achievement_dlc.Describe118_6							1	2	1	{11306}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202407110400]	1			DLC_Logic.GotoDlcMainStory(11306,15,"dlc8story")			
38	20116				完成DLC8主线关卡 12-7	ui.TxtDLC8.BtnStory	achievement_dlc.Name118	achievement_dlc.Describe118_7							1	2	1	{11307}		{{5,29,4,2,10},{4,3,1,1,5000}}	[202405301000]	[202407110400]	1			DLC_Logic.GotoDlcMainStory(11307,15,"dlc8story")			
38	20117				完成DLC8主线关卡 12-8	ui.TxtDLC8.BtnStory	achievement_dlc.Name118	achievement_dlc.Describe118_8							1	2	1	{11308}		{{5,29,4,2,10},{4,3,1,1,5000}}	[202405301000]	[202407110400]	1			DLC_Logic.GotoDlcMainStory(11308,15,"dlc8story")			
38	20118				DLC8-复刷-01	ui.TxtDLC8.BtnStory	achievement_dlc.Name119	achievement_dlc.Describe119_1							1	2	1	{5600}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202407110400]	1	Dlc8Refresh	{11}				
38	20119				DLC8-复刷-02	ui.TxtDLC8.BtnStory	achievement_dlc.Name119	achievement_dlc.Describe119_2							1	2	1	{5601}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202407110400]	1	Dlc8Refresh	{11}				
38	20120				DLC8-复刷-03	ui.TxtDLC8.BtnStory	achievement_dlc.Name119	achievement_dlc.Describe119_3							1	2	1	{5602}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202407110400]	1	Dlc8Refresh	{11}				
38	20121				DLC8-复刷-04	ui.TxtDLC8.BtnStory	achievement_dlc.Name119	achievement_dlc.Describe119_4							1	2	1	{5603}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202407110400]	1	Dlc8Refresh	{11}				
38	20122				DLC8-复刷-06	ui.TxtDLC8.BtnStory	achievement_dlc.Name119	achievement_dlc.Describe119_5							1	2	1	{5604}		{{5,29,4,2,10},{4,3,1,1,2000}}	[202405301000]	[202407110400]	1	Dlc8Refresh	{11}				
38	20123				DLC8-复刷-06	ui.TxtDLC8.BtnStory	achievement_dlc.Name119	achievement_dlc.Describe119_6							1	2	1	{5605}		{{5,29,4,2,20},{4,3,1,1,5000}}	[202405301000]	[202407110400]	1	Dlc8Refresh	{11}				
																													
39	20124				任意难度完成第10波挑战	ui.TxtDLC8.BtnDefense	achievement_dlc.Name127	achievement_dlc.Describe127							1	73	10			{{4,3,2,1,20},{5,29,4,2,30}}	[202406171000]	{202407010400}				DefendLogic.CheckOpenAct()			
39	20125	2			【每周刷新】死斗积分达到40000	ui.TxtDLC8.BtnDefense	achievement_dlc.Name127	achievement_dlc.Describe127_1		{"FFC500","achievement.icon2"}					1	206	40000			{{4,3,2,1,20},{5,29,4,1,20}}	[202406171000]	{202407010400}				DefendLogic.CheckOpenAct()			
39	20126	2			【每周刷新】死斗积分达到60000	ui.TxtDLC8.BtnDefense	achievement_dlc.Name127	achievement_dlc.Describe127_1		{"FFC500","achievement.icon2"}					1	206	60000			{{4,3,2,1,40},{5,29,4,1,20}}	[202406171000]	{202407010400}				DefendLogic.CheckOpenAct()			
39	20127	2			【每周刷新】死斗积分达到80000	ui.TxtDLC8.BtnDefense	achievement_dlc.Name127	achievement_dlc.Describe127_1		{"FFC500","achievement.icon2"}					1	206	80000			{{4,3,2,1,40},{5,29,4,1,20}}	[202406171000]	{202407010400}				DefendLogic.CheckOpenAct()			
39	20128	2			【每周刷新】在任意难度中，连续击杀60只怪	ui.TxtDLC8.BtnDefense	achievement_dlc.Name129	achievement_dlc.Describe129_1		{"FFC500","achievement.icon2"}					1	207	60	{0,60}		{{4,3,2,1,20},{5,29,4,1,20}}	[202406171000]	{202407010400}				DefendLogic.CheckOpenAct()			
39	20129	2			【每周刷新】在任意难度中，连续击杀120只怪	ui.TxtDLC8.BtnDefense	achievement_dlc.Name129	achievement_dlc.Describe129_1		{"FFC500","achievement.icon2"}					1	207	120	{0,120}		{{4,3,2,1,20},{5,29,4,1,20}}	[202406171000]	{202407010400}				DefendLogic.CheckOpenAct()			
																													
40	20130	2			在DLC8联机塔防普通难度或以上难度坚守3波以上（每周刷新）	ui.TxtDLC6.BtnEvent	achievement_dlc.Name120	achievement_dlc.Describe120_1		{"FFC500","achievement.icon2"}					1	188	3	{1}		{{4,3,2,1,30},{4,3,1,1,2000}}	[202406031000]	[202406170400]				Online.GoToUI({22,23})			
40	20131				在DLC8联机塔防累计捐献1000个星稀石	ui.TxtDLC6.BtnEvent	achievement_dlc.Name120	achievement_dlc.Describe120_2							1	191	1000	{1}		{{4,3,2,1,30},{5,29,4,2,30}}	[202406031000]	[202406170400]				Online.GoToUI({22,23})			
40	20132				在DLC8联机塔防累计捐献1000个雪盐晶	ui.TxtDLC6.BtnEvent	achievement_dlc.Name120	achievement_dlc.Describe120_3							1	191	1000	{2}		{{4,3,2,1,30},{5,29,4,2,30}}	[202406031000]	[202406170400]				Online.GoToUI({22,23})			
40	20133				在DLC8联机塔防累计捐献1000个燃雷尘	ui.TxtDLC6.BtnEvent	achievement_dlc.Name120	achievement_dlc.Describe120_4							1	191	1000	{3}		{{4,3,2,1,30},{5,29,4,2,30}}	[202406031000]	[202406170400]				Online.GoToUI({22,23})			
40	20134				绝地防线等级达到5级	ui.TxtDLC6.BtnEvent	achievement_dlc.Name130	achievement_dlc.Describe130_1							1	208	5			{{4,3,2,1,50},{4,3,1,1,5000}}	[202406031000]	[202406170400]				Online.GoToUI({22,23})			
40	20135				绝地防线等级达到10级	ui.TxtDLC6.BtnEvent	achievement_dlc.Name130	achievement_dlc.Describe130_1							1	208	10			{{4,3,2,1,50},{4,3,1,1,5000}}	[202406031000]	[202406170400]				Online.GoToUI({22,23})			
40	20136				绝地防线等级达到15级	ui.TxtDLC6.BtnEvent	achievement_dlc.Name130	achievement_dlc.Describe130_1							1	208	15			{{4,3,2,1,50},{4,3,1,1,5000}}	[202406031000]	[202406170400]				Online.GoToUI({22,23})			
																													
