唯一Id	类型	Pos	Rot	区域	时间类型	自定义参数1	自定义参数2	自定义参数3
Id	Type	Pos	Rot	Area	TimeType	CustomParam1	CustomParam2	CustomParam3
288	7	{45208.4,-30947.1,9291.9}	{0.0,-165.9,0.0}	2	1	802	10	0	
289	7	{46368.0,-25685.0,6469.0}	{0.0,137.8,0.0}	2	1	803	10	0	
290	7	{43520.0,-15564.7,7060.0}	{0.0,104.1,0.0}	2	1	804	10	0	
291	7	{29590.0,-17819.0,5386.0}	{0.0,0.0,0.0}	2	1	805	10	0	
292	7	{30852.5,-8686.0,5579.0}	{0.0,-87.2,0.0}	2	1	806	10	0	
293	7	{22443.7,-9682.7,5466.0}	{0.0,-140.6,0.0}	2	1	807	10	0	
294	7	{18674.0,4601.0,6567.0}	{0.0,-168.7,0.0}	2	1	808	10	0	
295	7	{15817.8,-33488.2,7110.3}	{0.0,42.2,0.0}	2	1	809	10	0	
296	7	{20272.0,-35917.0,7533.0}	{0.0,0.0,0.0}	2	1	810	10	0	
297	7	{28937.0,-41002.0,7841.0}	{0.0,0.0,0.0}	2	1	811	10	0	
298	7	{25903.6,-3824.2,4739.5}	{0.0,177.2,0.0}	2	1	812	10	0	
299	7	{16192.0,-56.0,7131.0}	{0.0,-146.2,0.0}	2	1	813	10	0	
300	7	{20265.0,1482.0,6819.0}	{0.0,90.0,0.0}	2	1	814	10	0	
301	7	{12071.0,567.0,5258.0}	{0.0,92.8,0.0}	2	1	815	10	0	
302	7	{-2676.0,-4691.0,4706.0}	{0.0,0.0,0.0}	2	1	816	10	0	
303	7	{15598.0,-19722.0,5383.0}	{0.0,-22.5,0.0}	2	1	817	10	0	
304	7	{7546.7,-35063.4,7853.0}	{0.0,0.0,0.0}	2	1	607	11	0	
305	7	{9557.0,-27261.0,7305.0}	{0.0,0.0,0.0}	2	1	608	11	0	
306	7	{15899.0,-30888.0,6964.0}	{0.0,0.0,0.0}	2	1	609	11	0	
307	7	{16089.0,-22372.0,5478.0}	{0.0,0.0,0.0}	2	1	610	11	0	
308	7	{11786.0,-15339.0,5297.0}	{0.0,0.0,0.0}	2	1	611	11	0	
309	7	{26796.0,-16732.0,5604.0}	{0.0,0.0,0.0}	2	1	612	11	0	
310	7	{33353.0,-18415.0,5366.0}	{0.0,0.0,0.0}	2	1	613	11	0	
311	7	{19713.0,-29741.0,5861.0}	{0.0,0.0,0.0}	2	1	614	11	0	
312	7	{19615.0,-36743.0,7337.0}	{0.0,0.0,0.0}	2	1	615	11	0	
313	7	{27799.0,-33722.0,7259.0}	{0.0,0.0,0.0}	2	1	616	11	0	
314	7	{31277.0,-36580.0,8889.0}	{0.0,0.0,0.0}	2	1	617	11	0	
315	7	{39140.0,-33066.0,7727.0}	{0.0,0.0,0.0}	2	1	618	11	0	
316	7	{38020.0,-30175.0,5877.0}	{0.0,0.0,0.0}	2	1	619	11	0	
317	7	{40209.0,-22404.0,5397.0}	{0.0,0.0,0.0}	2	1	620	11	0	
318	7	{37780.0,-11474.0,6236.0}	{0.0,0.0,0.0}	2	1	621	11	0	
319	7	{39860.0,-7506.0,5875.0}	{0.0,0.0,0.0}	2	1	622	11	0	
320	7	{32151.7,-8488.2,6868.0}	{0.0,-28.1,0.0}	2	1	623	11	0	
321	7	{24843.0,-7469.0,6546.0}	{0.0,0.0,0.0}	2	1	624	11	0	
322	7	{16133.0,-2092.0,6864.0}	{0.0,0.0,0.0}	2	1	625	11	0	
323	7	{13558.0,1884.0,6305.0}	{0.0,0.0,0.0}	2	1	626	11	0	
324	7	{-9530.0,-3962.0,4747.0}	{0.0,0.0,0.0}	2	1	627	11	0	
325	7	{8188.0,2189.0,4747.0}	{0.0,0.0,0.0}	2	1	628	11	0	
326	7	{13813.0,3647.0,5482.0}	{0.0,0.0,0.0}	2	1	629	11	0	
327	7	{20246.0,1226.0,6916.0}	{0.0,0.0,0.0}	2	1	630	11	0	
328	7	{42174.0,-12934.0,7264.0}	{0.0,0.0,0.0}	2	1	631	11	0	
329	7	{16430.0,-18388.0,5366.0}	{0.0,0.0,0.0}	2	1	632	11	0	
330	7	{32054.0,-38127.0,8100.0}	{0.0,0.0,0.0}	2	1	633	11	0	
331	7	{33289.0,-34689.0,9171.0}	{0.0,0.0,0.0}	2	1	634	11	0	
332	7	{43894.0,-35057.0,9341.0}	{0.0,0.0,0.0}	2	1	635	11	0	
333	7	{49765.0,-32172.0,8751.0}	{0.0,0.0,0.0}	2	1	636	11	0	
334	7	{16254.0,-20393.0,5195.2}	{0.0,0.0,0.0}	2	2	1094	16	0	
335	7	{38793.0,-18959.0,5215.0}	{0.0,0.0,0.0}	2	2	1095	16	0	
336	7	{37688.0,-30210.0,5544.0}	{0.0,0.0,0.0}	2	2	1096	16	0	
337	7	{22885.0,-34784.0,7204.0}	{0.0,0.0,0.0}	2	2	1097	16	0	
338	7	{43381.0,-32243.0,9753.0}	{0.0,0.0,0.0}	2	2	1098	16	0	
339	7	{32006.0,-12195.0,5785.0}	{0.0,0.0,0.0}	2	2	1099	16	0	
340	7	{4450.0,-35368.0,7829.0}	{0.0,0.0,0.0}	2	2	1034	14	0	
341	7	{9869.0,-33229.0,7900.0}	{0.0,0.0,0.0}	2	2	1035	14	0	
342	7	{7003.0,-26501.0,7655.0}	{0.0,0.0,0.0}	2	2	1036	14	0	
343	7	{16168.0,-32976.0,7125.0}	{0.0,0.0,0.0}	2	2	1037	14	0	
344	7	{18412.0,-22658.0,5313.0}	{0.0,0.0,0.0}	2	2	1038	14	0	
345	7	{15512.3,-19866.8,5455.0}	{0.0,-33.8,0.0}	2	2	1039	14	0	
346	7	{12888.0,-12139.0,5428.0}	{0.0,0.0,0.0}	2	2	1040	14	0	
347	7	{12139.0,-16709.0,5376.0}	{0.0,0.0,0.0}	2	2	1041	14	0	
348	7	{19076.0,-27220.0,5916.0}	{0.0,0.0,0.0}	2	2	1042	14	0	
349	7	{19587.0,-32544.0,7337.0}	{0.0,0.0,0.0}	2	2	1043	14	0	
350	7	{19536.0,-37197.0,6935.0}	{0.0,0.0,0.0}	2	2	1044	14	0	
351	7	{27748.0,-33898.0,7219.0}	{0.0,0.0,0.0}	2	2	1045	14	0	
352	7	{31308.0,-31482.0,6467.0}	{0.0,0.0,0.0}	2	2	1046	14	0	
353	7	{42094.0,-31267.0,7596.0}	{0.0,0.0,0.0}	2	2	1047	14	0	
354	7	{46463.0,-26436.0,6666.0}	{0.0,0.0,0.0}	2	2	1048	14	0	
355	7	{42166.0,-15243.0,7067.0}	{0.0,0.0,0.0}	2	2	1049	14	0	
356	7	{41188.0,-10183.0,7062.0}	{0.0,0.0,0.0}	2	2	1050	14	0	
357	7	{39609.0,-8758.0,6438.0}	{0.0,0.0,0.0}	2	2	1051	14	0	
358	7	{31775.0,-8414.8,6799.0}	{0.0,-36.6,0.0}	2	2	1052	14	0	
359	7	{29188.0,-11074.0,5472.0}	{0.0,0.0,0.0}	2	2	1053	14	0	
360	7	{20217.0,2128.0,6912.0}	{0.0,0.0,0.0}	2	2	1054	14	0	
361	7	{16122.0,-1768.0,6877.0}	{0.0,0.0,0.0}	2	2	1055	14	0	
362	7	{14552.0,-1133.0,6724.0}	{0.0,0.0,0.0}	2	2	1056	14	0	
363	7	{-8816.0,-4171.0,4754.0}	{0.0,0.0,0.0}	2	2	1057	14	0	
364	7	{8254.0,2368.0,4714.0}	{0.0,0.0,0.0}	2	2	1058	14	0	
365	7	{8770.0,416.0,4627.0}	{0.0,0.0,0.0}	2	2	1059	14	0	
366	7	{14388.0,-27968.0,6842.0}	{0.0,0.0,0.0}	2	2	1060	14	0	
367	7	{28394.0,-40548.0,7992.0}	{0.0,0.0,0.0}	2	2	1061	14	0	
368	7	{33381.0,-34558.0,9180.0}	{0.0,0.0,0.0}	2	2	1062	14	0	
369	7	{37713.0,-34654.0,8757.0}	{0.0,0.0,0.0}	2	2	1063	14	0	
370	7	{37573.6,-20945.8,5258.0}	{0.0,30.9,0.0}	2	0	772	7	122	
371	7	{7588.5,3401.7,4504.0}	{0.0,-25.3,0.0}	2	0	837	7	140	
372	7	{14270.0,-27082.0,6465.0}	{0.0,90.0,0.0}	2	1	842	9	0	
373	7	{31375.4,-33907.5,8788.0}	{0.0,-64.7,0.0}	2	1	843	9	0	
374	7	{12008.8,-3276.4,5166.1}	{0.0,137.8,0.0}	2	1	844	9	0	
375	7	{45846.9,-31857.7,9263.0}	{0.0,-81.6,0.0}	2	2	845	9	0	
376	7	{12849.0,-12563.0,5200.0}	{0.0,-90.0,0.0}	2	2	846	9	0	
377	7	{19956.0,1487.7,6818.0}	{0.0,177.2,0.0}	2	2	847	9	0	
378	1	{18039.5,-23446.8,5195.2}	{0.0,17.1,0.0}	2	0	834	0	0	
379	1	{38151.5,-36367.9,8469.9}	{0.0,17.1,0.0}	2	0	835	0	0	
380	1	{43133.5,-11617.1,7157.2}	{0.0,17.1,0.0}	2	0	838	0	0	
381	1	{30022.7,-17318.0,5376.5}	{0.0,-16.9,0.0}	2	0	840	0	0	
382	1	{15092.9,-2419.5,6493.2}	{0.0,-16.9,0.0}	2	0	841	0	0	
383	7	{16563.9,-18381.7,5222.0}	{0.0,-29.6,0.0}	2	0	773	7	121	
384	7	{31567.0,-17900.0,5250.0}	{0.0,0.0,0.0}	2	2	1100	16	0	
385	7	{47574.0,-31542.0,9704.0}	{0.0,0.0,0.0}	2	2	1101	16	0	
386	7	{29275.0,-40930.0,7845.0}	{0.0,0.0,0.0}	2	2	1102	16	0	
387	7	{17543.0,3017.0,7339.0}	{0.0,0.0,0.0}	2	2	1103	16	0	
388	7	{-3366.0,-2693.0,4526.0}	{0.0,0.0,0.0}	2	2	1104	16	0	
389	7	{45659.0,-25846.0,6468.0}	{0.0,0.0,0.0}	2	2	1105	16	0	
390	7	{25522.0,-3576.0,4712.0}	{0.0,0.0,0.0}	2	2	1106	16	0	
391	7	{31357.0,-33791.0,8787.0}	{0.0,20.0,0.0}	2	2	1107	16	0	
392	7	{37245.0,-13180.0,5506.0}	{0.0,-25.0,0.0}	2	2	1108	16	0	
393	7	{1352.4,24013.4,7590.0}	{0.0,-103.2,0.0}	3	0	0	13	0	
394	7	{-21923.5,17745.4,7339.1}	{0.0,-96.5,0.0}	3	0	0	13	0	
395	7	{-38620.9,892.7,7613.9}	{0.0,-72.2,0.0}	3	0	0	13	0	
396	7	{-35801.7,28056.5,5789.5}	{0.0,-20.8,0.0}	3	0	0	13	0	
397	7	{-1932.6,2192.8,4487.4}	{0.0,-13.7,0.0}	3	0	0	13	0	
398	7	{-2845.7,5816.8,5550.1}	{-3.1,4.7,-56.4}	3	1	730	12	0	
399	7	{427.1,8024.0,6695.1}	{87.2,-0.0,39.4}	3	1	731	12	0	
400	7	{-2208.4,10698.9,6237.9}	{-67.5,-0.0,16.9}	3	1	732	12	0	
401	7	{1293.0,13166.0,6960.3}	{0.0,0.0,160.3}	3	1	733	12	0	
402	7	{-3803.3,14603.9,6633.8}	{-42.4,16.8,12.1}	3	1	734	12	0	
403	7	{-574.0,16685.0,6680.8}	{-87.2,0.0,0.0}	3	1	735	12	0	
404	7	{4017.0,18503.0,7694.4}	{81.6,0.0,-36.6}	3	1	736	12	0	
405	7	{782.0,27374.4,7747.3}	{0.0,0.0,30.9}	3	1	737	12	0	
406	7	{65.2,23123.4,7969.2}	{-10.0,-35.4,51.0}	3	1	738	12	0	
407	7	{1228.9,30318.8,6404.6}	{-84.4,-0.0,-33.7}	3	1	739	12	0	
408	7	{1054.0,30715.0,5710.0}	{0.0,-16.9,90.0}	3	1	740	12	0	
409	7	{3193.0,36785.0,4892.0}	{0.0,0.0,-90.0}	3	1	741	12	0	
410	7	{7236.1,34858.0,5239.6}	{70.3,0.0,0.0}	3	1	742	12	0	
411	7	{-3650.0,24401.1,8408.3}	{0.0,0.0,-73.1}	3	1	743	12	0	
412	7	{-6574.0,22720.0,8427.8}	{-84.4,-180.0,-180.0}	3	1	744	12	0	
413	7	{-9390.1,25170.3,8041.0}	{0.0,42.2,-90.0}	3	1	745	12	0	
414	7	{-10487.0,19386.0,8635.0}	{-61.9,0.0,56.2}	3	1	746	12	0	
415	7	{-4475.5,18291.0,6889.2}	{83.8,-0.0,-0.0}	3	1	747	12	0	
416	7	{-4917.0,14274.0,8069.0}	{42.2,-180.0,-180.0}	3	1	748	12	0	
417	7	{-13223.0,24501.0,8564.2}	{-87.2,-180.0,-180.0}	3	1	749	12	0	
418	7	{-13939.1,26493.5,8563.4}	{16.7,2.5,-171.2}	3	1	750	12	0	
419	7	{-15125.0,23812.0,8542.0}	{0.0,0.0,0.0}	3	1	751	12	0	
420	7	{-17766.1,25240.0,8034.5}	{-28.1,0.0,0.0}	3	1	752	12	0	
421	7	{-26421.0,33232.6,7365.0}	{0.0,0.0,5.6}	3	1	753	12	0	
422	7	{-31830.3,30292.7,7201.1}	{-45.0,8.8,-160.9}	3	1	754	12	0	
423	7	{-35970.0,28855.0,5994.0}	{0.0,0.0,0.0}	3	1	755	12	0	
424	7	{-31975.0,22890.0,7298.4}	{0.0,0.0,81.6}	3	1	756	12	0	
425	7	{-34283.5,19523.0,7193.0}	{50.6,0.0,0.0}	3	1	757	12	0	
426	7	{-38714.9,17601.0,7801.4}	{-84.4,0.0,0.0}	3	1	758	12	0	
427	7	{-33432.0,15168.0,8164.0}	{4.3,-30.7,-82.7}	3	1	759	12	0	
428	7	{-28370.0,12337.0,8063.0}	{67.5,0.0,0.0}	3	1	760	12	0	
429	7	{-27404.0,17183.0,7580.9}	{0.0,0.0,-87.2}	3	1	761	12	0	
430	7	{-25196.9,17146.0,7727.9}	{16.9,-180.0,-180.0}	3	1	762	12	0	
431	7	{-23456.0,14663.7,7432.9}	{50.6,0.0,-22.5}	3	1	763	12	0	
432	7	{-19011.0,11720.0,7459.0}	{0.0,0.0,0.0}	3	1	764	12	0	
433	7	{-20830.5,22180.9,8529.3}	{-13.2,69.8,-85.2}	3	1	765	12	0	
434	7	{-11904.0,7476.0,8429.0}	{61.9,0.0,0.0}	3	1	766	12	0	
435	7	{-38054.0,-2322.8,7744.7}	{-3.1,33.6,6.4}	3	1	767	12	0	
436	7	{-39838.0,-11167.0,8240.8}	{87.2,0.0,0.0}	3	1	768	12	0	
437	7	{-40401.0,16165.0,7718.0}	{0.0,0.0,-126.6}	3	1	769	12	0	
438	7	{-1225.0,6933.0,5962.0}	{0.0,0.0,0.0}	3	2	948	15	0	
439	7	{2755.0,11085.0,6499.0}	{0.0,0.0,0.0}	3	2	949	15	0	
440	7	{-2779.0,15047.0,7153.0}	{0.0,0.0,0.0}	3	2	950	15	0	
441	7	{-29.0,18410.3,8177.5}	{0.0,0.0,0.0}	3	2	951	15	0	
442	7	{215.0,21061.0,8293.0}	{0.0,0.0,0.0}	3	2	952	15	0	
443	7	{751.0,26421.0,8150.0}	{0.0,0.0,0.0}	3	2	953	15	0	
444	7	{5380.0,26209.0,7250.0}	{0.0,0.0,0.0}	3	2	954	15	0	
445	7	{7466.0,30530.0,6021.0}	{0.0,0.0,0.0}	3	2	955	15	0	
446	7	{1058.0,31797.0,6797.0}	{0.0,0.0,0.0}	3	2	956	15	0	
447	7	{729.0,37157.0,4906.0}	{0.0,0.0,0.0}	3	2	957	15	0	
448	7	{-11138.0,22171.0,9385.0}	{0.0,0.0,0.0}	3	2	958	15	0	
449	7	{-3807.0,13256.0,7966.0}	{0.0,0.0,0.0}	3	2	959	15	0	
450	7	{-4779.0,19258.0,8565.0}	{0.0,0.0,0.0}	3	2	960	15	0	
451	7	{-13220.0,24292.0,9111.0}	{0.0,0.0,0.0}	3	2	961	15	0	
452	7	{-17713.0,24682.0,8881.0}	{0.0,0.0,0.0}	3	2	962	15	0	
453	7	{-27701.0,28150.0,7466.0}	{0.0,0.0,0.0}	3	2	963	15	0	
454	7	{-27620.0,34030.0,7323.0}	{0.0,0.0,0.0}	3	2	964	15	0	
455	7	{-37096.0,29277.0,5361.0}	{0.0,0.0,0.0}	3	2	965	15	0	
456	7	{-31308.0,22554.0,8038.0}	{0.0,0.0,0.0}	3	2	966	15	0	
457	7	{-36920.0,17192.0,7946.0}	{0.0,0.0,0.0}	3	2	967	15	0	
458	7	{-27580.0,11521.0,7829.0}	{0.0,47.8,0.0}	3	2	968	15	0	
459	7	{-26091.0,15518.0,7991.0}	{0.0,0.0,0.0}	3	2	969	15	0	
460	7	{-23584.0,14866.0,8024.0}	{0.0,0.0,0.0}	3	2	970	15	0	
461	7	{-24211.0,9986.0,6727.0}	{0.0,0.0,0.0}	3	2	971	15	0	
462	7	{-14090.0,12574.0,8305.0}	{0.0,0.0,0.0}	3	2	972	15	0	
463	7	{-10174.0,6454.0,8386.0}	{0.0,0.0,0.0}	3	2	973	15	0	
464	7	{-13603.0,1167.0,8311.0}	{0.0,0.0,0.0}	3	2	974	15	0	
465	7	{-20772.0,-1700.0,8543.0}	{0.0,0.0,0.0}	3	2	975	15	0	
466	7	{-32520.0,-1397.0,9327.0}	{0.0,0.0,0.0}	3	2	976	15	0	
467	7	{-41289.0,-11308.0,8557.0}	{0.0,0.0,0.0}	3	2	977	15	0	
468	7	{-41979.0,10430.0,7323.0}	{0.0,0.0,0.0}	3	2	978	15	0	
469	7	{-40569.0,16059.0,8136.0}	{0.0,0.0,0.0}	3	2	979	15	0	
470	7	{-35897.0,10903.0,8015.0}	{0.0,0.0,0.0}	3	2	980	15	0	
471	7	{-21692.0,18950.0,8518.0}	{0.0,0.0,0.0}	3	2	981	15	0	
472	7	{-16449.0,10242.0,8315.0}	{0.0,0.0,0.0}	3	2	982	15	0	
473	7	{6002.0,17604.0,7272.0}	{0.0,0.0,0.0}	3	2	983	15	0	
474	7	{-27843.0,-3993.0,9299.0}	{0.0,0.0,0.0}	3	2	984	15	0	
475	7	{-36090.0,21986.0,7974.0}	{0.0,0.0,0.0}	3	2	985	15	0	
476	7	{-18725.0,32843.0,8049.0}	{0.0,0.0,0.0}	3	2	986	15	0	
477	7	{-7247.0,17256.0,8075.0}	{0.0,0.0,0.0}	3	2	987	15	0	
478	7	{2778.0,5825.0,4732.0}	{0.0,-151.9,0.0}	3	1	677	10	0	
479	7	{-3153.0,17055.0,5963.0}	{0.0,0.0,0.0}	3	1	678	10	0	
480	7	{-2842.2,14309.1,7573.0}	{0.0,78.7,0.0}	3	1	679	10	0	
481	7	{1631.0,31357.0,7438.0}	{0.0,165.9,0.0}	3	1	680	10	0	
482	7	{-14049.0,26935.0,8674.0}	{0.0,-87.2,0.0}	3	1	681	10	0	
483	7	{-20925.0,32490.0,7402.0}	{0.0,-160.3,0.0}	3	1	682	10	0	
484	7	{-28758.0,28206.0,6414.0}	{0.0,-28.1,0.0}	3	1	683	10	0	
485	7	{-33843.7,29489.8,6024.6}	{0.0,-160.3,0.0}	3	1	684	10	0	
486	7	{-36110.0,21391.0,6887.0}	{0.0,-132.2,0.0}	3	1	685	10	0	
487	7	{-41413.0,11739.0,7122.0}	{0.0,-73.1,0.0}	3	1	686	10	0	
488	7	{-30236.0,12195.0,7705.0}	{0.0,135.0,0.0}	3	1	687	10	0	
489	7	{-25076.0,16936.0,7089.0}	{0.0,120.9,0.0}	3	1	688	10	0	
490	7	{-18927.0,15586.0,7561.0}	{0.0,-90.0,0.0}	3	1	689	10	0	
491	7	{-12216.0,10144.0,8064.0}	{0.0,75.9,0.0}	3	1	690	10	0	
492	7	{-33330.0,-1518.0,8750.0}	{0.0,177.2,0.0}	3	1	691	10	0	
493	7	{-39107.0,-6614.0,8078.0}	{0.0,-30.9,0.0}	3	1	692	10	0	
494	7	{3374.8,35890.0,4661.0}	{0.0,-177.2,0.0}	3	1	693	10	0	
495	7	{520.0,8139.0,6168.4}	{0.0,0.0,0.0}	3	1	774	10	0	
496	7	{-11636.0,19786.0,8166.0}	{0.0,-30.9,0.0}	3	1	775	10	0	
497	7	{3429.0,20601.0,7383.0}	{0.0,132.2,0.0}	3	1	776	10	0	
498	7	{-5467.0,-524.0,4523.0}	{0.0,0.0,0.0}	3	1	506	11	0	
499	7	{3753.0,6080.0,4888.0}	{0.0,0.0,0.0}	3	1	507	11	0	
500	7	{-3059.0,5047.0,4989.0}	{0.0,0.0,0.0}	3	1	508	11	0	
501	7	{-274.0,7966.0,6181.0}	{0.0,0.0,0.0}	3	1	509	11	0	
502	7	{-4442.0,15718.0,6180.0}	{0.0,0.0,0.0}	3	1	510	11	0	
503	7	{-644.0,17326.0,7187.0}	{0.0,0.0,0.0}	3	1	511	11	0	
504	7	{4411.0,36358.0,4542.0}	{0.0,0.0,0.0}	3	1	512	11	0	
505	7	{1945.0,27698.0,7448.0}	{0.0,0.0,0.0}	3	1	513	11	0	
506	7	{-6504.0,22972.0,8144.0}	{0.0,0.0,0.0}	3	1	514	11	0	
507	7	{-7792.0,19578.0,8138.0}	{0.0,0.0,0.0}	3	1	515	11	0	
508	7	{-15124.0,26502.0,8048.0}	{0.0,0.0,0.0}	3	1	516	11	0	
509	7	{-22659.0,32145.0,7387.0}	{0.0,0.0,0.0}	3	1	517	11	0	
510	7	{-25032.0,28842.0,6839.0}	{0.0,0.0,0.0}	3	1	518	11	0	
511	7	{-33795.0,27009.0,6132.0}	{0.0,0.0,0.0}	3	1	519	11	0	
512	7	{-34078.0,23146.0,6960.0}	{0.0,0.0,0.0}	3	1	520	11	0	
513	7	{-36084.0,17976.0,7156.0}	{0.0,0.0,0.0}	3	1	521	11	0	
514	7	{-38325.0,13156.0,7707.0}	{0.0,0.0,0.0}	3	1	522	11	0	
515	7	{-32369.0,13604.0,7158.0}	{0.0,0.0,0.0}	3	1	523	11	0	
516	7	{-28759.0,12331.0,7664.0}	{0.0,0.0,0.0}	3	1	524	11	0	
517	7	{-27109.3,17906.2,7428.0}	{0.0,0.0,0.0}	3	1	525	11	0	
518	7	{-25056.0,15262.0,7301.0}	{0.0,0.0,0.0}	3	1	547	11	0	
519	7	{-18044.0,14525.0,7746.0}	{0.0,0.0,0.0}	3	1	548	11	0	
520	7	{-20228.0,21476.0,7978.0}	{0.0,0.0,0.0}	3	1	550	11	0	
521	7	{-13996.0,11580.0,8013.0}	{0.0,0.0,0.0}	3	1	551	11	0	
522	7	{-12871.0,3666.0,8196.0}	{0.0,0.0,0.0}	3	1	552	11	0	
523	7	{-14483.0,1301.0,8163.0}	{0.0,0.0,0.0}	3	1	553	11	0	
524	7	{-36571.0,-1731.0,8326.0}	{0.0,0.0,0.0}	3	1	554	11	0	
525	7	{-41584.0,-10597.0,8059.0}	{0.0,0.0,0.0}	3	1	555	11	0	
526	7	{1310.0,23735.0,7777.0}	{0.0,0.0,0.0}	3	1	556	11	0	
527	7	{1908.0,13215.0,6356.0}	{0.0,0.0,0.0}	3	1	557	11	0	
528	7	{-156.0,1719.0,4461.0}	{0.0,0.0,0.0}	3	2	1064	16	0	
529	7	{75.0,7058.0,6006.0}	{0.0,0.0,0.0}	3	2	1065	16	0	
530	7	{-3144.0,15981.0,5965.0}	{0.0,0.0,0.0}	3	2	1066	16	0	
531	7	{4947.0,35872.0,4464.0}	{0.0,0.0,0.0}	3	2	1067	16	0	
532	7	{-8836.0,22329.0,7984.0}	{0.0,0.0,0.0}	3	2	1068	16	0	
533	7	{-29829.0,31869.0,6528.0}	{0.0,0.0,0.0}	3	2	1069	16	0	
534	7	{-34412.0,25042.0,6349.1}	{0.0,0.0,0.0}	3	2	1070	16	0	
535	7	{-37709.0,13945.0,7589.0}	{0.0,0.0,0.0}	3	2	1071	16	0	
536	7	{-19651.0,15774.0,7240.0}	{0.0,0.0,0.0}	3	2	1072	16	0	
537	7	{-7585.0,15822.0,7362.0}	{0.0,0.0,0.0}	3	2	1073	16	0	
538	7	{-17972.0,-1637.0,8103.0}	{0.0,0.0,0.0}	3	2	1074	16	0	
539	7	{-39641.0,10569.0,7180.0}	{0.0,0.0,0.0}	3	2	1075	16	0	
540	7	{-15530.0,25890.0,7875.0}	{0.0,0.0,0.0}	3	2	1076	16	0	
541	7	{-20858.0,32120.0,7372.0}	{0.0,0.0,0.0}	3	2	1077	16	0	
542	7	{-12879.0,5181.0,8200.0}	{0.0,0.0,0.0}	3	2	1078	16	0	
543	7	{-505.0,5472.0,5249.0}	{0.0,0.0,0.0}	3	2	894	14	0	
544	7	{-5627.0,1636.0,4544.0}	{0.0,0.0,0.0}	3	2	895	14	0	
545	7	{1865.0,7245.0,5854.0}	{0.0,0.0,0.0}	3	2	896	14	0	
546	7	{-1713.0,13842.0,6404.0}	{0.0,0.0,0.0}	3	2	897	14	0	
547	7	{-3225.0,16854.0,6200.0}	{0.0,0.0,0.0}	3	2	898	14	0	
548	7	{2378.0,15624.0,6417.0}	{0.0,0.0,0.0}	3	2	899	14	0	
549	7	{-1356.0,17069.0,7112.0}	{0.0,0.0,0.0}	3	2	900	14	0	
550	7	{1903.0,21809.0,7896.0}	{0.0,0.0,0.0}	3	2	901	14	0	
551	7	{243.0,26743.0,7608.0}	{0.0,0.0,0.0}	3	2	902	14	0	
552	7	{4659.0,28794.0,6403.0}	{0.0,0.0,0.0}	3	2	903	14	0	
553	7	{3369.0,35890.0,4753.0}	{0.0,0.0,0.0}	3	2	904	14	0	
554	7	{-6318.0,24691.0,8051.0}	{0.0,0.0,0.0}	3	2	905	14	0	
555	7	{-7631.0,19570.0,8125.0}	{0.0,0.0,0.0}	3	2	906	14	0	
556	7	{-5406.1,17556.5,6748.0}	{0.0,-22.5,0.0}	3	2	907	14	0	
557	7	{-14771.0,26073.0,8876.0}	{0.0,0.0,0.0}	3	2	988	14	0	
558	7	{-17590.0,24497.0,8191.0}	{0.0,0.0,0.0}	3	2	989	14	0	
559	7	{-25030.0,28397.0,6851.0}	{0.0,0.0,0.0}	3	2	990	14	0	
560	7	{-32863.0,27212.0,6294.0}	{0.0,0.0,0.0}	3	2	991	14	0	
561	7	{-37525.0,29525.0,5828.0}	{0.0,0.0,0.0}	3	2	992	14	0	
562	7	{-31914.0,23240.0,7038.0}	{0.0,0.0,0.0}	3	2	993	14	0	
563	7	{-38167.0,16421.0,7491.0}	{0.0,0.0,0.0}	3	2	994	14	0	
564	7	{-34799.0,14312.0,7151.0}	{0.0,0.0,0.0}	3	2	995	14	0	
565	7	{-31037.0,12044.0,7450.0}	{0.0,0.0,0.0}	3	2	996	14	0	
566	7	{-27689.0,14610.0,7541.0}	{0.0,0.0,0.0}	3	2	997	14	0	
567	7	{-25802.0,16404.0,7256.0}	{0.0,0.0,0.0}	3	2	998	14	0	
568	7	{-18287.0,14191.0,7636.0}	{0.0,0.0,0.0}	3	2	999	14	0	
569	7	{-12381.0,8265.0,8210.0}	{0.0,0.0,0.0}	3	2	1000	14	0	
570	7	{-39554.0,-6670.0,8193.0}	{0.0,0.0,0.0}	3	2	1001	14	0	
571	7	{-39780.0,5590.0,7337.0}	{0.0,8.4,0.0}	3	2	1002	14	0	
572	7	{-39267.0,12936.0,7491.0}	{0.0,0.0,0.0}	3	2	1003	14	0	
573	7	{3342.2,37416.2,4493.0}	{0.0,2.8,0.0}	3	0	818	7	132	
574	7	{-28526.3,32796.7,6528.0}	{0.0,-75.9,0.0}	3	1	848	9	0	
575	7	{-30530.7,-2926.8,8765.0}	{0.0,-101.2,0.0}	3	1	849	9	0	
576	7	{-6496.3,14095.0,7207.0}	{0.0,87.2,0.0}	3	1	850	9	0	
577	7	{5511.6,35629.3,4472.7}	{0.0,-157.5,0.0}	3	2	851	9	0	
578	7	{-14453.0,25793.0,7910.0}	{0.0,-90.0,0.0}	3	2	852	9	0	
579	7	{-38932.7,11905.0,7483.0}	{0.0,73.1,0.0}	3	2	853	9	0	
580	1	{3608.7,2679.1,4517.5}	{0.0,-16.9,0.0}	3	0	824	0	0	
581	1	{1335.4,20980.6,7635.8}	{0.0,-16.9,0.0}	3	0	825	0	0	
