ID	注释	节点1描述	节点1升级技能ID	节点1(skillfix)	节点1属性	节点2描述	节点2升级技能ID	节点2(skillfix)	节点2属性	节点3描述	节点3升级技能ID	节点3(skillfix)	节点3属性	节点4描述	节点4升级技能ID	节点4(skillfix)	节点4属性	节点5描述	节点5升级技能ID	节点5(skillfix)	节点5属性	节点6描述	节点6升级技能ID	节点6(skillfix)	节点6属性	节点7描述	节点7升级技能ID	节点7(skillfix)	节点7属性	节点8描述	节点8升级技能ID	节点8(skillfix)	节点8属性	节点9描述	节点9升级技能ID	节点9(skillfix)	节点9属性
100152	辉夜形态2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1010202003	{1101101,1101602}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1010202006	{1101101,1101602}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1010202009		110112102	
100153	辉夜形态3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1010203003	{1101401,1101402}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1010203006	{1101401,1101402}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1010203009		110113401	
100154	辉夜形态4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1010204003	{1101401,1101402}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1010204006	{1101401,1101402}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1010204009		110114402	
100155	辉夜形态5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1010205003	{1101301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1010205006	{1101301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1010205009		110115301	
100156	辉夜形态6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1010206003	{1101301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1010206006	{1101301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1010206009		110116302	
100161	芬妮-咎冠1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1080201003	{1108101}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1080201006	{1108101}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1080201009		110811101	
100162	芬妮-咎冠2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1080202003	{1108101}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1080202006	{1108101}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1080202009		110812102	
100163	芬妮-咎冠3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1080203003	{1108401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1080203006	{1108401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1080203009		110813401	
100164	芬妮-咎冠4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1080204003	{1108401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1080204006	{1108401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1080204009		110814402	
100165	芬妮-咎冠5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1080205003	{1108301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1080205006	{1108301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1080205009		110815301	
100166	芬妮-咎冠6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1080206003	{1108301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1080206006	{1108301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1080206009		110816302	
100171	肴余烬1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1100201003	{1110101,1110104,1110105}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1100201006	{1110101,1110104,1110105}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1100201009		111011101	
100172	肴余烬2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1100202003	{1110101,1110104,1110105}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1100202006	{1110101,1110104,1110105}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1100202009		111012102	
100173	肴余烬3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1100203003	{1110401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1100203006	{1110401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1100203009		111013401	
100174	肴余烬4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1100204003	{1110401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1100204006	{1110401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1100204009		111014402	
100175	肴余烬5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1100205003	{1110301,1110302,1110304}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1100205006	{1110301,1110302,1110304}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1100205009		111015301	
100176	肴余烬6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1100206003	{1110301,1110302,1110304}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1100206006	{1110301,1110302,1110304}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1100206009		111016302	
100181	猫汐尔1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1120101003	{1012101}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1120101006	{1012101}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1120101009		101211101	
100182	猫汐尔2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1120102003	{1012101}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1120102006	{1012101}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1120102009		101212102	
100183	猫汐尔3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1120103003	{1012401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1120103006	{1012401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1120103009		101213401	
100184	猫汐尔4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1120104003	{1012401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1120104006	{1012401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1120104009		101214402	
100185	猫汐尔5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1120105003	{1012301,1012304,1012362}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1120105006	{1012301,1012304,1012362}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1120105009		101215301	
100186	猫汐尔6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1120106003	{1012301,1012304,1012362}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1120106006	{1012301,1012304,1012362}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1120106009		101216302	
100191	瑟瑞斯-小金鱼1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1130101003	{1013101,1013901}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1130101006	{1013101,1013901}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1130101009		101311101	
100192	瑟瑞斯-小金鱼2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1130102003	{1013101,1013901}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1130102006	{1013101,1013901}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1130102009		101312102	
100193	瑟瑞斯-小金鱼3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1130103003	{1013401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1130103006	{1013401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1130103009		101313401	
100194	瑟瑞斯-小金鱼4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1130104003	{1013401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1130104006	{1013401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1130104009		101314402	
100195	瑟瑞斯-小金鱼5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1130105003	{1013301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1130105006	{1013301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1130105009		101315301	
100196	瑟瑞斯-小金鱼6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1130106003	{1013301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1130106006	{1013301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1130106009		101316302	
100201	辰星1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1140101003	{1014201}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1140101006	{1014201}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1140101009		101411101	
100202	辰星2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1140102003	{1014201}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1140102006	{1014201}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1140102009		101412102	
100203	辰星3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1140103003	{1014401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1140103006	{1014401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1140103009		101413401	
100204	辰星4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1140104003	{1014401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1140104006	{1014401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1140104009		101414402	
100205	辰星5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1140105003	{1014301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1140105006	{1014301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1140105009		101415301	
100206	辰星6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1140106003	{1014301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1140106006	{1014301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1140106009		101416302	
100211	云篆1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1140201003	{1114101}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1140201006	{1114101}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1140201009		111411101	
100212	云篆2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1140202003	{1114101}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1140202006	{1114101}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1140202009		111412102	
100213	云篆3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1140203003	{1114401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1140203006	{1114401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1140203009		111413401	
100214	云篆4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1140204003	{1114401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1140204006	{1114401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1140204009		111414402	
100215	云篆5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1140205003	{1114301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1140205006	{1114301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1140205009		111415301	
100216	云篆6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1140206003	{1114301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1140206006	{1114301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1140206009		111416302	
100221	藏锋1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1060201003	{1106101,1106104}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1060201006	{1106101,1106104}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1060201009		110611101	
100222	藏锋2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1060202003	{1106101,1106104}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1060202006	{1106101,1106104}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1060202009		110612101	
100223	藏锋3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1060203003	{1106401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1060203006	{1106401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1060203009		110613401	
100224	藏锋4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1060204003	{1106401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1060204006	{1106401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1060204009		110614402	
100225	藏锋5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1060205003	{1106301,1106302}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1060205006	{1106301,1106302}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1060205009		110615301	
100226	藏锋6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1060206003	{1106301,1106302}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1060206006	{1106301,1106302}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1060206009		110616302	
100231	溯影1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1120201003	{1112101}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1120201006	{1112101}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1120201009		111211101	
100232	溯影2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1120202003	{1112101}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1120202006	{1112101}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1120202009		111212102	
100233	溯影3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1120203003	{1112401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1120203006	{1112401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1120203009		111213401	
100234	溯影4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1120204003	{1112401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1120204006	{1112401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1120204009		111214402	
100235	溯影5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1120205003	{1112301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1120205006	{1112301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1120205009		111215301	
100236	溯影6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1120206003	{1112301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1120206006	{1112301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1120206009		111216302	
100241	苔丝1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1170101003	{1017101}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1170101006	{1017101}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1170101009		101711101	
100242	苔丝2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1170102003	{1017101}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1170102006	{1017101}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1170102009		101712102	
100243	苔丝3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1170103003	{1017401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1170103006	{1017401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1170103009		101713401	
100244	苔丝4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1170104003	{1017401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1170104006	{1017401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1170104009		101714402	
100245	苔丝5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1170105003	{1017301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1170105006	{1017301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1170105009		101715301	
100246	苔丝6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1170106003	{1017301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1170106006	{1017301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1170106009		101716302	
100251	凯茜娅1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1150101003	{1015101,1015107}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1150101006	{1015101,1015107}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1150101009		101511101	
100252	凯茜娅2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1150102003	{1015101,1015107}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1150102006	{1015101,1015107}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1150102009		101512102	
100253	凯茜娅3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1150103003	{1015401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1150103006	{1015401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1150103009		101513401	
100254	凯茜娅4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1150104003	{1015401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1150104006	{1015401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1150104009		101514402	
100255	凯茜娅5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1150105003	{1015301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1150105006	{1015301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1150105009		101515301	
100256	凯茜娅6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1150106003	{1015301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1150106006	{1015301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1150106009		101516302	
100261	伊切尔1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1160101003	{1016101}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1160101006	{1016101}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1160101009		101611101	
100262	伊切尔2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1160102003	{1016101}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1160102006	{1016101}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1160102009		101612102	
100263	伊切尔3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1160103003	{1016401,1016411}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1160103006	{1016401,1016411}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1160103009		101613401	
100264	伊切尔4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1160104003	{1016401,1016411}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1160104006	{1016401,1016411}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1160104009		101614402	
100265	伊切尔5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1160105003	{1016301,1016311,1016312,1016362,1016364,1016363}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1160105006	{1016301,1016311,1016312,1016362,1016364,1016363}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1160105009		101615301	
100266	伊切尔6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1160106003	{1016301,1016311,1016312,1016362,1016364,1016363}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1160106006	{1016301,1016311,1016312,1016362,1016364,1016363}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1160106009		101616302	
100271	悖谬1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1070201003	{1107101,1107201}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1070201006	{1107101,1107201}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1070201009		110711101	
100272	悖谬2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1070202003	{1107101,1107201}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1070202006	{1107101,1107201}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1070202009		110712102	
100273	悖谬3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1070203003	{1107401}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1070203006	{1107401}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1070203009		110713401	
100274	悖谬4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1070204003	{1107401}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1070204006	{1107401}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1070204009		110714402	
100275	悖谬5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1070205003	{1107301}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1070205006	{1107301}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1070205009		110715301	
100276	悖谬6星脊椎	9999996001			{{"SkillMastery",5}}	9999996002			{{"SkillMastery",10}}	1070206003	{1107301}			9999996004			{{"SkillMastery",5}}	9999996005			{{"SkillMastery",10}}	1070206006	{1107301}			9999996007			{{"SkillMastery",5}}	9999996008			{{"SkillMastery",15}}	1070206009		110716302	
100281	羽蜕1星脊椎	9999991001			{{"SkillMastery",5}}	9999991002			{{"SkillMastery",10}}	1110201003	{1111101}			9999991004			{{"SkillMastery",5}}	9999991005			{{"SkillMastery",10}}	1110201006	{1111101}			9999991007			{{"SkillMastery",5}}	9999991008			{{"SkillMastery",15}}	1110201009		111111101	
100282	羽蜕2星脊椎	9999992001			{{"SkillMastery",5}}	9999992002			{{"SkillMastery",10}}	1110202003	{1111101}			9999992004			{{"SkillMastery",5}}	9999992005			{{"SkillMastery",10}}	1110202006	{1111101}			9999992007			{{"SkillMastery",5}}	9999992008			{{"SkillMastery",15}}	1110202009		111112102	
100283	羽蜕3星脊椎	9999993001			{{"SkillMastery",5}}	9999993002			{{"SkillMastery",10}}	1110203003	{1111401,1111402}			9999993004			{{"SkillMastery",5}}	9999993005			{{"SkillMastery",10}}	1110203006	{1111401,1111402}			9999993007			{{"SkillMastery",5}}	9999993008			{{"SkillMastery",15}}	1110203009		111113401	
100284	羽蜕4星脊椎	9999994001			{{"SkillMastery",5}}	9999994002			{{"SkillMastery",10}}	1110204003	{1111401,1111402}			9999994004			{{"SkillMastery",5}}	9999994005			{{"SkillMastery",10}}	1110204006	{1111401,1111402}			9999994007			{{"SkillMastery",5}}	9999994008			{{"SkillMastery",15}}	1110204009		111114402	
100285	羽蜕5星脊椎	9999995001			{{"SkillMastery",5}}	9999995002			{{"SkillMastery",10}}	1110205003	{1111301,1111303,1111306}			9999995004			{{"SkillMastery",5}}	9999995005			{{"SkillMastery",10}}	1110205006	{1111301,1111303,1111306}			9999995007			{{"SkillMastery",5}}	9999995008			{{"SkillMastery",15}}	1110205009		111115301	
