道具大类	道具子类	道具ID	等级	//注释	武器分类	禁用道具	类名	名字key	稀有度（1=白，2=绿，3=蓝，4=紫，5=橙）	初始星数（初始突破次数=星数-1）	图标	使用方式，0不可使用，1自动，2手动  不填为0	是否可堆叠	是否可培养（1：可培养 0：不可培养）	技能升级	升星材料配置ID,与break.txt中配置ID对应	等级限制配置ID,与level_limit.txt中配置ID对应	突破次数限制配置ID,与break_level_limit.txt中配置ID对应	附加参数1	附加参数2	附加参数3	成长属性ID	外观ID	额外外观ID	界面是否有特殊武器蓝图（没有默认不配置，有配1，比如安卡的蓝图）	皮肤分类ID	武器默认技能(数组）	替换技能（skillfix）	提供经验值	消耗金币	进化消耗金币	武器配件插槽显示{1,1,1,1,1,1}(枪口,上导轨,枪托,供弹,下导轨,扳机，握把,瞄具，配重)	分解回收配置，对应recycle.txt中得ID列	奖励配件	GM投放	换弹tips文本	弹容tips文本	暴击伤害tips文本	射速tips文本	推荐角色的GDPL	可查看时间限制
2	4	13	1	斯巴达	2	1	weapon_card	weapon.gun4013	4	1	13410013			1	10002	2002	1006	1001				4013	42403			402	{2424031}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,4,76,1}	1						
2	4	14	1	胜天半子	2	1	weapon_card	weapon.gun4014	4	1	13410014			1	10002	2002	1006	1001				4014	42453			402	{2424531}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,5,77,1}	1						
2	4	15	1	是！是！船长！	2		weapon_card	weapon.gun4015	4	1	13410018			1	10002	2002	1006	1001				4015	42401			402	{2424011}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,2,97,1}	1						
2	4	16	1	野性装修	2		weapon_card	weapon.gun4016	4	1	13410019			1	10002	2002	1006	1001				4016	42451			402	{2424511}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,1,98,1}	1						
2	4	17	1	玛萨拉酒	2	1	weapon_card	weapon.gun4017	5	1	13410008			1	10003	2001	1006	1001				4017	42502			402	{2425021,2425022}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,5,46,1}	1						
2	4	18	1	松林极光	1		weapon_card	weapon.gun4018	5	1	13410015			1	10003	2001	1006	1001				4018	41502			401	{2415021,2415022,2415023}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,1,78,1}	1					{1,1,2,1}	
2	4	19	1	荒野微笑	2	1	weapon_card	weapon.gun4019	5	1	13410016			1	10003	2001	1006	1001				4019	42503			402	{2425031,2425032}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,2,79,1}	1						
2	4	20	1	普赛克16	2		weapon_card	weapon.gun4020	5	1	13410020			1	10003	2001	1006	1001				4020	42501			402	{2425011,2425012,2425013}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,5,99,1}	1					{1,6,2,1}	
2	4	21	1	用心棒	1		weapon_card	weapon.gun4021	4	1	13410021			1	10002	2002	1006	1001				4021	41403			401	{2414031}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,4,100,1}	1						
2	4	22	1	青麦饮料	2		weapon_card	weapon.gun4022	4	1	13410022			1	10002	2002	1006	1001				4022	42405			402	{2424051}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,5,113,1}	1						
2	4	23	1	街头丛林	2		weapon_card	weapon.gun4023	4	1	13410023			1	10002	2002	1006	1001				4023	42407			402	{2424071}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,5,115,1}	1						
2	4	24	1	铅雨	1	1	weapon_card	weapon.gun4024	5	1	13410024			1	10003	2001	1006	1001				4024	41503			401	{2424071}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,2,101,1}	1						
2	4	25	1	玫瑰之荣	2		weapon_card	weapon.gun4025	4	1	13410025			1	10002	2002	1006	1001				4025	42409			402	{2424091}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,1,134,1}	1						
2	4	26	1	渊光	2		weapon_card	weapon.gun4026	5	1	13410026			1	10003	2001	1006	1001				4026	42504			402	{2425041}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,5,135,1}	1					{1,11,2,1}	
2	4	27	1	澄叶	2		weapon_card	weapon.gun4027	4	1	13410027			1	10002	2002	1006	1001				4027	42410			402	{2424101,2424102,2424103}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,2,147,1}	1						
2	4	28	1	抓拍胜机	2		weapon_card	weapon.gun4028	5	1	13410028			1	10003	2001	1006	1001				4028	42505			402	{2425051,2425052,2425053}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,1,148,1}	1					{1,18,1,1}	
2	4	29	1	晚梅	2		weapon_card	weapon.gun4029	4	1	13410029			1	10002	2002	1006	1001				4029	42411			402	{2424111,2424112,2424113,2424114}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,4,160,1}	1						
2	4	30	1	流焰融金	2		weapon_card	weapon.gun4030	5	1	13410030			1	10003	2001	1006	1001				4030	42506			402	{2425061,2425062,2425063,2425064,2425066}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,5,161,1}	1					{1,20,1,1}	
2	4	31	1	远古螺旋	1		weapon_card	weapon.gun4031	4	1	13410031			1	10002	2002	1006	1001				4031	41404			401	{2414041,2414042}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,4,192,1}	1						
2	4	32	1	跃洋斑鳍	1		weapon_card	weapon.gun4032	5	1	13410032			1	10003	2001	1006	1001				4032	41504			401	{2415041,2415042,2415043,2415044,2415045}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,2,193,1}	1					{1,13,3,1}	
2	4	33	1	磁流效应	2		weapon_card	weapon.gun4033	5	1	13410033			1	10003	2001	1006	1001				4033	42507			402	{2425071}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}		{6,1,212,1}	1					{1,4,4,1}	[202605221000]
																																									
2	5	255	1	地基	1		weapon_card	weapon.gun5256	2	1	13510001			1	10001	2002	1006	1001				5256	51300			501	{2513001}		600	150	5000	{1,1,0,1,1,0,0,0,0}	12		1						
2	5	1	1	教训	1		weapon_card	weapon.gun5001	3	1	13510001			1	10001	2002	1006	1001				5001	51301			501	{2513011}		1200	300	5000	{1,1,0,1,1,0,0,0,0}	8		1						
2	5	2	1	怒不可遏	1		weapon_card	weapon.gun5002	4	1	13510002			1	10002	2002	1006	1001				5002	51401			501	{2514011}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,2,52,1}	1						
2	5	3	1	审判前夜	1		weapon_card	weapon.gun5003	5	1	13510003			1	10003	2001	1006	1001				5003	51501			501	{2515011,2515012,2515013}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,5,48,1}	1						
2	5	4	1	灰狗	1		weapon_card	weapon.gun5004	3	1	13510004			1	10001	2002	1006	1001				5004	52301			501	{2523011}		1200	300	5000	{1,1,0,1,1,0,0,0,0}	8		1						
2	5	5	1	冰冷沙丘	1		weapon_card	weapon.gun5005	3	1	13510005			1	10001	2002	1006	1001				5005	51304			501	{2513041}		1200	300	5000	{1,1,0,1,1,0,0,0,0}	8		1						
2	5	6	1	草莓蛋糕	1		weapon_card	weapon.gun5006	4	1	13510006			1	10002	2002	1006	1001				5006	51404			501	{2514041}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,4,49,1}	1						
2	5	7	1	楼道怪猫	1		weapon_card	weapon.gun5007	4	1	13510007			1	10002	2002	1006	1001				5007	51454			501	{2514541}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,1,50,1}	1						
2	5	8	1	绝缘体	1		weapon_card	weapon.gun5008	3	1	13510013			1	10001	2002	1006	1001				5008	51303			501	{2513031}		1200	300	5000	{1,1,0,1,1,0,0,0,0}	8		1						
2	5	9	1	重锤	1		weapon_card	weapon.gun5009	3	1	13510017			1	10001	2002	1006	1001				5009	52302			501	{2523021}		1200	300	5000	{1,1,0,1,1,0,0,0,0}	8		1						
2	5	10	1	荒野微笑	1		weapon_card	weapon.gun5010	4	1	13510012			1	10002	2002	1006	1001				5010	51451			501	{2514511,2514512}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,5,53,1}	1						
2	5	11	1	小黄鸭	1		weapon_card	weapon.gun5011	4	1	13510014			1	10002	2002	1006	1001				5011	51403			501	{2514031}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,5,80,1}	1						
2	5	12	1	腐肉便利店	1		weapon_card	weapon.gun5012	4	1	13510015			1	10002	2002	1006	1001				5012	51453			501	{2514531}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,1,81,1}	1						
2	5	13	1	热带洋流	1	1	weapon_card	weapon.gun5013	4	1	13510008			1	10002	2002	1006	1001				5013	52401			501	{2524011}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,2,54,1}	1						
2	5	14	1	9700	1	1	weapon_card	weapon.gun5014	4	1	13510009			1	10002	2002	1006	1001				5014	52451			501	{2524511}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,4,55,1}	1						
2	5	15	1	舒适圈	1		weapon_card	weapon.gun5015	4	1	13510018			1	10002	2002	1006	1001				5015	52402			501	{2524021}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,2,103,1}	1						
2	5	16	1	指示剂	1		weapon_card	weapon.gun5016	4	1	13510019			1	10002	2002	1006	1001				5016	52452			501	{2524521}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,1,104,1}	1						
2	5	17	1	一块广告牌	1	1	weapon_card	weapon.gun5017	5	1	13510016			1	10003	2001	1006	1001				5017	51503			501	{2515031,2515032}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,4,82,1}	1						
2	5	18	1	动脉音律	1	1	weapon_card	weapon.gun5018	5	1	13510010			1	10003	2001	1006	1001				5018	51504			501	{2515041,2515042}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,1,51,1}	1						
2	5	19	1	熔岩骨骼	1		weapon_card	weapon.gun5019	5	1	13510011			1	10003	2001	1006	1001				5019	52501			501	{2525011,2525012}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,2,56,1}	1					{1,4,2,1}	
2	5	20	1	纯黑花名册	1	1	weapon_card	weapon.gun5020	5	1	13510020			1	10003	2001	1006	1001				5020	52502			501	{2525021,2525022}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,4,105,1}	1						
2	5	21	1	灰垒	1		weapon_card	weapon.gun5021	4	1	13510021			1	10002	2002	1006	1001				5021	51405			501	{2514051}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,5,106,1}	1						
2	5	22	1	朱书断邪	1		weapon_card	weapon.gun5022	5	1	13510022			1	10003	2001	1006	1001				5022	51506			501	{2515061,2515062}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,2,117,1}	1					{1,14,2,1}	
2	5	23	1	像素时代	1		weapon_card	weapon.gun5023	4	1	13510023			1	10002	2002	1006	1001				5023	51406			501	{2514061}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,4,140,1}	1						
2	5	24	1	捕心先锋	1		weapon_card	weapon.gun5024	5	1	13510024			1	10003	2001	1006	1001				5024	51507			501	{2515071,2515072}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,5,141,1}	1					{1,8,3,1}	
2	5	25	1	龙卷风	1		weapon_card	weapon.gun5025	4	1	13510025			1	10002	2002	1006	1001				5025	51407			501	{2514071}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,5,155,1}	1						
2	5	26	1	晴海星埃	1		weapon_card	weapon.gun5026	5	1	13510026			1	10003	2001	1006	1001				5026	51508			501	{2515081,2515082,2515083}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,1,154,1}	1					{1,15,2,1}	
2	5	27	1	蛛网	1		weapon_card	weapon.gun5027	4	1	13510027			1	10002	2002	1006	1001				5027	51408			501	{2514081}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,4,176,1}	1						
2	5	28	1	夕潮	1		weapon_card	weapon.gun5028	5	1	13510028			1	10003	2001	1006	1001				5028	51509			501	{2515091,2515092}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,2,177,1}	1					{1,21,1,1}	
2	5	29	1	稳固色彩	1		weapon_card	weapon.gun5029	4	1	13510029			1	10002	2002	1006	1001				5029	51409			501	{2514091,2514092}		3000	750	10000	{1,1,0,1,1,0,0,0,0}	9	{6,1,185,1}	1						
2	5	30	1	坚者之心	1		weapon_card	weapon.gun5030	5	1	13510030			1	10003	2001	1006	1001				5030	51510			501	{2515101}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}	10	{6,5,186,1}	1					{1,17,2,1}	
2	5	31	1	鸣雷戒律	1		weapon_card	weapon.gun5031	5	1	13510031			1	10003	2001	1006	1001				5031	51511			501	{2515111,2515112}		9000	2250	30000	{1,1,0,1,1,0,0,0,0}		{6,4,200,1}	1					{1,6,3,1}	
																																									
2	6	255	1	抵抗能力	1		weapon_card	weapon.gun6256	2	1	13610001			1	10001	2002	1006	1001				{6255,62551}	61300			601	{2613001,2600006,2600007}		600	150	5000	{1,1,0,1,0,0,0,0,0}	12		1	attribute.CrossbowReload1	attribute.CrossbowBulletNum1	attribute.CrossbowCriticalDamage1			
2	6	1	1	伯班克的天空	1		weapon_card	weapon.gun6001	3	1	13610001			1	10001	2002	1006	1001				{6001,60011}	61301			601	{2613011,2600006,2600007}		1200	300	5000	{1,1,0,1,0,0,0,0,0}	8		1	attribute.CrossbowReload1	attribute.CrossbowBulletNum1	attribute.CrossbowCriticalDamage1			
2	6	2	1	龙胆	1		weapon_card	weapon.gun6002	4	1	13610002			1	10002	2002	1006	1001				{6002,60021}	61401			601	{2614011,2614012,2614013,2600006,2600007}		3000	750	10000	{1,1,0,1,0,0,0,0,0}	9	{6,2,127,1}	1	attribute.CrossbowReload1	attribute.CrossbowBulletNum1	attribute.CrossbowCriticalDamage1			
2	6	3	1	把风	1	1	weapon_card	weapon.gun6003	4	1	13610003			1	10002	2002	1006	1001				{6003,60031}	61402			601	{2513001,2600006,2600007}		3000	750	10000	{1,1,0,1,0,0,0,0,0}	9		1	attribute.CrossbowReload1	attribute.CrossbowBulletNum1	attribute.CrossbowCriticalDamage1			
2	6	4	1	海王星	1		weapon_card	weapon.gun6004	5	1	13610004			1	10003	2001	1006	1001				{6004,60041}	61501			601	{2615011,2615012,2615013,2615014,2600006,2600007}		9000	2250	30000	{1,1,0,1,0,0,0,0,0}	10	{6,1,126,1}	1	attribute.CrossbowReload1	attribute.CrossbowBulletNum1	attribute.CrossbowCriticalDamage1		{1,15,1,1}	
																																									
2	7	255	1	最优解	1		weapon_card	weapon.gun7256	2	1	13710001			1	10001	2002	1006	1001				7255	71300	71350		701	{2713001}		600	150	5000	{1,0,0,0,1,1,0,0,0}	12		1						
2	7	1	1	通用公式	1		weapon_card	weapon.gun7001	3	1	13710002			1	10001	2002	1006	1001				7001	71301	71351		701	{2713011}		1200	300	5000	{1,0,0,0,1,1,0,0,0}	8		1						
2	7	2	1	轮转辉光	1		weapon_card	weapon.gun7002	4	1	13710003			1	10002	2002	1006	1001				7002	71401	71451		701	{2714011,2714012}		3000	750	10000	{1,0,0,0,1,1,0,0,0}	9	{6,5,144,1}	1						
2	7	3	1	九夜之冕	1		weapon_card	weapon.gun7003	5	1	13710004			1	10003	2001	1006	1001				7003	71501	71551		701	{2715011,2715012,2715013,2715014}		9000	2250	30000	{1,0,0,0,1,1,0,0,0}	10	{6,6,145,1}	1					{1,2,3,1}	
2	7	4	1	松纸剪影	1		weapon_card	weapon.gun7004	4	1	13710005			1	10002	2002	1006	1001				7004	71402	71452		701	{2714021,2714022}		3000	750	10000	{1,0,0,0,1,1,0,0,0}	9	{6,1,201,1}	1						
2	7	5	1	薪烛明痕	1		weapon_card	weapon.gun7005	5	1	13710006			1	10003	2001	1006	1001				7005	71502	71552		701	{2715021,2715022,2715023,2715024,2715025}		9000	2250	30000	{1,0,0,0,1,1,0,0,0}	10	{6,5,202,1}	1					{1,20,2,1}	
2	7	6	1	一线春	1		weapon_card	weapon.gun7006	4	1	13710007			1	10002	2002	1006	1001				7006	71403	71453		701	{2714031,2714032,2714033}		3000	750	10000	{1,0,0,0,1,1,0,0,0}	9	{6,6,214,1}	1						
2	7	7	1	朱映金霓	1		weapon_card	weapon.gun7007	5	1	13710008			1	10003	2001	1006	1001				7007	71503	71553		701	{2715031,2715032,2715033}		9000	2250	30000	{1,0,0,0,1,1,0,0,0}	10	{6,5,215,1}	1					{1,24,1,1}	
																																									
2	8	255	1	梅梢	1		weapon_card	weapon.gun8256	2	1	13810255			1	10001	2002	1006	1001				8255	81300			801	{2813001}		600	150	5000	{0,0,0,0,0,0,1,1,1}	12		1				attribute.BowFireSpeed		
2	8	1	1	战训	1		weapon_card	weapon.gun8001	3	1	13810001			1	10001	2002	1006	1001				8001	81301			801	{2813011}		1200	300	5000	{0,0,0,0,0,0,1,1,1}	8		1				attribute.BowFireSpeed		
2	8	2	1	暗巷英雄	1		weapon_card	weapon.gun8002	4	1	13810002			1	10002	2002	1006	1001				8002	81401			801	{2814011}		3000	750	10000	{0,0,0,0,0,0,1,1,1}	9	{6,8,168,1}	1				attribute.BowFireSpeed		
2	8	3	1	茜羽破空	1		weapon_card	weapon.gun8003	5	1	13810003			1	10003	2001	1006	1001				8003	81501			801	{2815011,2815012,2815013,2815014}		9000	2250	30000	{0,0,0,0,0,0,1,1,1}	10	{6,7,169,1}	1				attribute.BowFireSpeed	{1,14,3,1}	
																																									
2	9	255	1	泡泡机	1		weapon_card	weapon.gun9255	2	1	13910255			1	10001	2002	1006	1001				9255	91300			901	{2913001,2900001}		600	150	5000	{0,0,0,1,1,0,1,0,0}	12		1				attribute.MaGunFireSpeed		
2	9	1	1	视觉威慑	1		weapon_card	weapon.gun9001	3	1	13910001			1	10001	2002	1006	1001				9001	91301			901	{2913011,2900001}		1200	300	5000	{0,0,0,1,1,0,1,0,0}	8		1				attribute.MaGunFireSpeed		
2	9	2	1	无限之日	1		weapon_card	weapon.gun9002	4	1	13910002			1	10002	2002	1006	1001				9002	91401			901	{2914011,2914012,2914013,2900001}		3000	750	10000	{0,0,0,1,1,0,1,0,0}	9	{6,7,183,1}	1				attribute.MaGunFireSpeed		
2	9	3	1	速旋青雨	1		weapon_card	weapon.gun9003	5	1	13910003			1	10003	2001	1006	1001				9003	91501			901	{2915011,2915012,2915013,2915014,2900001}		9000	2250	30000	{0,0,0,1,1,0,1,0,0}	10	{6,5,184,1}	1				attribute.MaGunFireSpeed	{1,15,3,1}	
																																									
2	10	255	1	极锋	1		weapon_card	weapon.gun10255	2	1	13120255			1	10001	2002	1006	1001				{10255,102551}	101300		1	1001	{2103001,2010001,2010002,2010003}		600	150	5000	{0,0,0,1,0,0,1,0,0}	12		1			attribute.FlySwordCriticalDamage1	attribute.FlySwordFireSpeed		
2	10	1	1	重锐	1		weapon_card	weapon.gun10001	3	1	13120001			1	10001	2002	1006	1001				{10001,100011}	101301		1	1001	{2103011,2010001,2010002,2010003}		1200	300	5000	{0,0,0,1,0,0,1,0,0}	8		1			attribute.FlySwordCriticalDamage1	attribute.FlySwordFireSpeed		
2	10	2	1	铁戒之刃	1		weapon_card	weapon.gun10002	4	1	13120002			1	10002	2002	1006	1001				{10002,100021}	101401		1	1001	{2104011,2104012,2010001,2010002,2010003}		3000	750	10000	{0,0,0,1,0,0,1,0,0}	9	{6,7,206,1}	1			attribute.FlySwordCriticalDamage1	attribute.FlySwordFireSpeed		
2	10	3	1	星渊月刃	1		weapon_card	weapon.gun10003	5	1	13120003			1	10003	2001	1006	1001				{10003,100031}	101501		1	1001	{2105011,2105012,2010001,2010002,2010003}		9000	2250	30000	{0,0,0,1,0,0,1,0,0}	10	{6,4,207,1}	1			attribute.FlySwordCriticalDamage1	attribute.FlySwordFireSpeed	{1,1,3,1}	
																																									
2	11	255	1	3.7矛N临时	1		weapon_card	weapon.gun11255	2	1	131110255			1	10001	2002	1006	1001				4028	111300			1101	{2145011,2145012}		600	150	5000	{1,0,0,0,0,0,0,0,1}	12		1						
2	11	1	1	3.7矛R临时	1		weapon_card	weapon.gun11001	3	1	131110001			1	10001	2002	1006	1001				4028	111301			1101	{2145011,2145012}		1200	300	5000	{1,0,0,0,0,0,0,0,1}	8		1						
2	11	2	1	3.7矛SR临时	1		weapon_card	weapon.gun11002	4	1	131110002			1	10002	2002	1006	1001				4028	111401			1101	{2145011,2145012}		3000	750	10000	{1,0,0,0,0,0,0,0,1}	9	{6,1,219,1}	1						
2	11	3	1	3.7矛SSR临时	1		weapon_card	weapon.gun11003	5	1	131110003			1	10003	2001	1006	1001				4028	111501			1101	{2145011,2145012}		9000	2250	30000	{1,0,0,0,0,0,0,0,1}	10	{6,9,220,1}	1					{1,2,4,1}	
