道具大类	道具子类	道具ID	等级	注释	禁用道具	类名	名字key	获得条件说明	地区区分	排序（越大越前）	是否可预览（1：可以 0：不可以 不填为0）	稀有度（1=白，2=绿，3=蓝，4=紫，5=橙）	图标	特殊头像框UMG	封面Spine	封面Spine的偏移	使用方式，0不可使用，1自动，2手动  不填为0	是否可堆叠（1：可堆叠 0：不可堆叠 不填为0）	是否可培养（1：可培养 0：不可培养 不填为0）	附加参数1		附加参数2	附加参数3	成长属性ID	外观ID	最早可使用时间	最晚可使用时间，格式：相对日期直接填天数；绝对日期填2024-04-28T04:00:00(年-月-日T时:分:秒)	分解回收配置，对应recycle.txt中得ID列	GM投放
9	4	66	1	幽潮-绒尾迷梦		profile_face	profile.cardskin066	profile.cardskin_source	0	135	0	5	1904066																
9	4	67	1	驰掣-草莓甜心		profile_face	profile.cardskin067	profile.cardskin_source	0	134	0	5	1904067																
9	4	68	1	里芙-不灭银星		profile_face	profile.cardskin068	profile.cardskin_source	0	133	0	5	1904068																
9	4	69	1	奈莉德-晨曦统令		profile_face	profile.cardskin069	profile.cardskin_source	0	132	0	5	1904069																
9	4	70	1	悸响-林间潋滟		profile_face	profile.cardskin070	profile.cardskin_source	0	131	0	5	1904070																
9	4	71	1	朝翼-绮锦流韵		profile_face	profile.cardskin071	profile.cardskin_source	0	130	0	5	1904071																
9	4	72	1	卜卜-元气愈养		profile_face	profile.cardskin072	profile.cardskin_source	0	129	0	5	1904072																
9	4	73	1	辉耀-疾速耀星		profile_face	profile.cardskin073	profile.cardskin_source	0	128	0	5	1904073																
9	4	74	1	冬至-暧馨侍奉		profile_face	profile.cardskin074	profile.cardskin_source	0	127	0	5	1904074																
9	4	75	1	天鹅座-云端之邀		profile_face	profile.cardskin075	profile.cardskin_source	0	126	0	5	1904075																
9	4	76	1	驰掣-泳池护卫		profile_face	profile.cardskin076	profile.cardskin_source	0	125	0	5	1904076																
9	4	77	1	琼弦-慵倚花阴		profile_face	profile.cardskin077	profile.cardskin_source	0	124	0	5	1904077																
9	4	78	1	无限之视-引风飒意		profile_face	profile.cardskin078	profile.cardskin_source	0	123	0	5	1904078																
9	4	79	1	瑟瑞斯-不灭恒忆		profile_face	profile.cardskin079	profile.cardskin_source	0	122	0	5	1904079																
9	4	80	1	辉耀-破焰傲绽		profile_face	profile.cardskin080	profile.cardskin_source	0	121	0	5	1904080																
9	4	81	1	狂诗-星抚恋音		profile_face	profile.cardskin081	profile.cardskin_source	0	120	0	5	1904081																
9	4	82	1	绮幻-恋如花舞		profile_face	profile.cardskin082	profile.cardskin_source	0	119	0	5	1904082																
9	4	83	1	澜风-秘密侍奉		profile_face	profile.cardskin083	profile.cardskin_source	0	118	0	5	1904083																
9	4	84	1	小天师-畅饮狂欢		profile_face	profile.cardskin084	profile.cardskin_source	0	117	0	5	1904084																
9	4	85	1	幽潮-甜蜜困扰		profile_face	profile.cardskin085	profile.cardskin_source	0	116	0	5	1904085																
9	4	86	1	芙提雅-炽灼迸裂		profile_face	profile.cardskin086	profile.cardskin_source	0	115	0	5	1904086																
9	4	87	1	克罗瑞娜-皎月幽祈		profile_face	profile.cardskin087	profile.cardskin_source	0	114	0	5	1904087																
9	4	88	1	悸响-轻罗曼舞		profile_face	profile.cardskin088	profile.cardskin_source	0	113	0	5	1904088																
9	4	89	1	夜天光-共侍曙明		profile_face	profile.cardskin089	profile.cardskin_source	0	112	0	5	1904089																
9	4	90	1	小天师-雨沁轻杉		profile_face	profile.cardskin090	profile.cardskin_source	0	111	0	5	1904090																
9	4	91	1	猫汐尔-不灭灵影		profile_face	profile.cardskin091	profile.cardskin_source	0	110	0	5	1904091																
9	4	92	1	澄意-夕晖蜜约		profile_face	profile.cardskin092	profile.cardskin_source	0	109	0	5	1904092																
9	4	93	1	悠游-碧波浮游		profile_face	profile.cardskin093	profile.cardskin_source	0	108	0	5	1904093																
9	4	94	1	奈莉德-热沙激浪		profile_face	profile.cardskin094	profile.cardskin_source	0	107	0	5	1904094																
9	4	95	1	天鹅座-海境鲛梦		profile_face	profile.cardskin095	profile.cardskin_source	0	106	0	5	1904095																
9	4	96	1	琼弦-柔倚身畔		profile_face	profile.cardskin096	profile.cardskin_source	0	105	0	5	1904096																
9	4	97	1	安卡希雅-叶荫闲趣		profile_face	profile.cardskin097	profile.cardskin_source	0	104	0	5	1904097																
9	4	98	1	米娅-暗空魅影		profile_face	profile.cardskin098	profile.cardskin_source	0	103	0	5	1904098																
9	4	99	1	霆光-清光虔愿		profile_face	profile.cardskin099	profile.cardskin_source	0	102	0	5	1904099																
9	4	100	1	狂诗-花间蝶踪		profile_face	profile.cardskin100	profile.cardskin_source	0	101	0	5	1904100																
9	4	101	1	夜天光-暖雾凝眸		profile_face	profile.cardskin101	profile.cardskin_source	0	100	0	5	1904101																
9	4	102	1	卜卜-绮恋星灵		profile_face	profile.cardskin102	profile.cardskin_source	0	99	0	5	1904102																
9	4	103	1	莲驱-喵语祈念		profile_face	profile.cardskin103	profile.cardskin_source	0	98	0	5	1904103																
9	4	104	1	澄意-颂夜欢歌		profile_face	profile.cardskin104	profile.cardskin_source	0	97	0	5	1904104																
9	4	105	1	澜风-恋恋秋行		profile_face	profile.cardskin105	profile.cardskin_source	0	96	0	5	1904105																
9	4	106	1	晴-不灭锋铭		profile_face	profile.cardskin106	profile.cardskin_source	0	95	0	5	1904106																
9	4	107	1	时之重奏-缘音回响		profile_face	profile.cardskin107	profile.cardskin_source	0	94	0	5	1904107																
9	4	108	1	宵鹰-纯白恋羽		profile_face	profile.cardskin108	profile.cardskin_source	0	93	0	5	1904108																
9	4	109	1	悠游-霄倾君怀		profile_face	profile.cardskin109	profile.cardskin_source	0	92	0	5	1904109																
9	4	110	1	米娅-祥云徜戏		profile_face	profile.cardskin110	profile.cardskin_source	0	91	0	5	1904110																
9	4	111	1	奈丽德-游闲心舒		profile_face	profile.cardskin111	profile.cardskin_source	0	90	0	5	1904111																
9	4	112	1	肴-工作宗旨		profile_face	profile.cardskin112	profile.cardskin_source	0	89	0	5	1904112																
9	4	113	1	胧嫣-华丽礼服		profile_face	profile.cardskin113	profile.cardskin_source	0	88	0	5	1904113																
9	4	114	1	芙提雅换装3-龙袍（仅头套配件/愚人节免费赠送）		profile_face	profile.cardskin114	profile.cardskin_source	0	87	0	5	1904114																
9	4	115	1	晴-霆光-国风仙侠		profile_face	profile.cardskin115	profile.cardskin_source	0	86	0	5	1904115																
9	4	116	1	芬妮-澄意【BP皮肤】		profile_face	profile.cardskin116	profile.cardskin_source	0	85	0	5	1904116																
9	4	117	1	SR恩雅-战损（月卡商店兑换）		profile_face	profile.cardskin117	profile.cardskin_source	0	84	0	5	1904117																
9	4	118	1	里芙换装3-【高规格】情趣花嫁方向（互动包/商城￥198）		profile_face	profile.cardskin118	profile.cardskin_source	0	83	0	5	1904118																
9	4	119	1	肴换装3-情趣花嫁方向（无互动包）（商城￥118）		profile_face	profile.cardskin119	profile.cardskin_source	0	82	0	5	1904119																
9	4	120	1	卜卜-灵鉴-国风厨娘（包子头+裸体围裙）（商城￥118）		profile_face	profile.cardskin120	profile.cardskin_source	0	81	0	5	1904120																
9	4	121	1	茉莉安-霄鹰-情趣警官制服（商城￥118）		profile_face	profile.cardskin121	profile.cardskin_source	0	80	0	5	1904121																
9	4	122	1	苔丝-绮幻【BP皮肤】		profile_face	profile.cardskin122	profile.cardskin_source	0	79	0	5	1904122																
9	4	123	1	赠送皮：SR猫汐尔-魂灵缚痕皮肤重置		profile_face	profile.cardskin123	profile.cardskin_source	0	78	0	5	1904123																
10	1	1	1	朝阳荣勋			profile.headframe01	profile.headframe01_source	0	2	1	5	1999005																1
10	1	2	1	月华徽记			profile.headframe02	profile.headframe02_source	0	1	1	4	1999004																1
10	1	3	1	不灭意志			profile.headframe03	profile.headframe03_source	0	4	1	5	1999007																1
10	1	4	1	坚铁之躯			profile.headframe04	profile.headframe04_source	0	3	1	4	1999006																1
10	1	5	1	迷梦金枝			profile.headframe05	profile.headframe05_source	0	5	1	5	1999008																1
10	1	6	1	精神领袖			profile.headframe06	profile.headframe06_source	0	6	1	5	1999002	uw_playerframe_001													7		1
10	1	7	1	精神导师			profile.headframe07	profile.headframe07_source	0	7	1	4	1999001	uw_playerframe_002													7		1
10	1	8	1	寂静星华			profile.headframe08	profile.headframe08_source	0	8	1	5	1999009																1
10	1	9	1	无畏意志			profile.headframe09	profile.headframe09_source	0	9	1	5	1999010																1
10	1	10	1	巍峨之躯			profile.headframe10	profile.headframe10_source	0	10	1	4	1999011																1
10	1	11	1	灿晖之证			profile.headframe11	profile.headframe11_source	0	11	0	5	1999012														30		
10	1	12	1	寂夜绶印			profile.headframe12	profile.headframe12_source	0	12	0	4	1999013														30		
10	1	13	1	雪境霜凌			profile.headframe13	profile.headframe13_source	0	13	1	5	1999014																1
10	1	14	1	辰星的谢礼			profile.headframe14	profile.headframe14_source	0	14	0	5	1999015																
10	1	15	1	瑟瑞斯的谢礼			profile.headframe15	profile.headframe15_source	0	15	0	5	1999016																
10	1	16	1	恩雅的谢礼			profile.headframe16	profile.headframe16_source	0	16	0	5	1999017																
10	1	17	1	芙提雅的谢礼			profile.headframe17	profile.headframe17_source	0	17	0	5	1999018																
10	1	18	1	安卡希雅的谢礼			profile.headframe18	profile.headframe18_source	0	18	0	5	1999019																
10	1	19	1	猫汐尔的谢礼			profile.headframe19	profile.headframe19_source	0	19	0	5	1999020																
10	1	20	1	海姆达尔休假团的谢礼			profile.headframe20	profile.headframe20_source	0	20	0	5	1999021																1
10	1	21	1	贝翠斯的谢礼			profile.headframe21	profile.headframe21_source	0	21	0	5	1999022							headframe01/uw_playerframe_spine_01									
10	1	22	1	最佳解法			profile.headframe22	profile.headframe22_source	0	22	1	5	1999023																1
10	1	23	1	永恒意志			profile.headframe23	profile.headframe23_source	0	23	1	5	1999025																1
10	1	24	1	淬火之躯			profile.headframe24	profile.headframe24_source	0	24	1	4	1999024																1
10	1	25	1	终端决胜			profile.headframe26	profile.headframe26_source	0	25	1	5	1999026																1
10	1	26	1	虚拟运筹			profile.headframe25	profile.headframe25_source	0	26	1	4	1999027																1
11	1	1	1	翠星徽章		profile_badge	profile.badge01	profile.badge01_source	0	1	1	5	1933001																1
11	1	2	1	珍珠徽章		profile_badge	profile.badge02	profile.badge02_source	0	2	1	5	1933002																1
11	1	3	1	雪境徽章		profile_badge	profile.badge03	profile.badge03_source	0	3	1	5	1933004																1
11	1	4	1	勇气徽章		profile_badge	profile.badge04	profile.badge04_source	0	4	1	5	1933003																1
11	1	5	1	舞曲徽章		profile_badge	profile.badge05	profile.badge05_source	0	5	1	5	1933005																1
11	1	6	1	坚守徽章		profile_badge	profile.badge06	profile.badge06_source	0	6	1	5	1933006																1
11	1	7	1	聊门徽章		profile_badge	profile.badge07	profile.badge07_source	0	7	0	5	1933007																1
11	1	8	1	烬天徽章		profile_badge	profile.badge08	profile.badge08_source	0	8	1	5	1933008																1
11	1	9	1	赤诚徽章		profile_badge	profile.badge09	profile.badge09_source	0	9	1	5	1933009																1
11	1	10	1	昼梦徽章		profile_badge	profile.badge10	profile.badge10_source	0	10	1	5	1933010																1
11	1	11	1	坚铠徽章		profile_badge	profile.badge11	profile.badge11_source	0	11	1	5	1933011																1
11	1	12	1	测星徽章		profile_badge	profile.badge12	profile.badge12_source	0	12	1	5	1933012																1
11	1	13	1	幻彩徽章		profile_badge	profile.badge13	profile.badge13_source	0	13	1	5	1933013																1
11	1	14	1	戍守徽章		profile_badge	profile.badge14	profile.badge14_source	0	14	1	5	1933014																1
11	1	15	1	揽翼徽章		profile_badge	profile.badge15	profile.badge15_source	0	15	1	5	1933015																1
11	1	16	1	心诺徽章		profile_badge	profile.badge16	profile.badge16_source	0	16	1	5	1933016																1
11	1	17	1	拓星徽章		profile_badge	profile.badge17	profile.badge17_source	0	17	1	5	1933017																1
11	1	18	1	心动徽章		profile_badge	profile.badge18	profile.badge18_source	0	18	1	5	1933018																1
11	1	19	1	真影徽章		profile_badge	profile.badge19	profile.badge19_source	0	19	1	5	1933019																1
11	1	20	1	利刃徽章		profile_badge	profile.badge20	profile.badge20_source	0	20	1	5	1933020																1
11	1	21	1	碧水徽章		profile_badge	profile.badge21	profile.badge21_source	0	21	1	5	1933021																1
11	1	22	1	激冲徽章		profile_badge	profile.badge22	profile.badge22_source	0	22	1	5	1933022																1
11	1	23	1	潜隐徽章		profile_badge	profile.badge23	profile.badge23_source	0	23	1	5	1933023																1
11	1	24	1	幸运徽章		profile_badge	profile.badge24	profile.badge24_source	0	24	1	5	1933024																1
11	1	25	1	破阵徽章		profile_badge	profile.badge25	profile.badge25_source	0	25	1	5	1933025																1
11	1	26	1	沙隐徽章		profile_badge	profile.badge26	profile.badge26_source	0	26	1	5	1933026																1
11	1	27	1	暗流徽章		profile_badge	profile.badge27	profile.badge27_source	0	27	1	5	1933027																1
11	1	28	1	濯缨徽章		profile_badge	profile.badge28	profile.badge28_source	0	28	1	5	1933028																1
11	1	29	1	协智徽章		profile_badge	profile.badge29	profile.badge29_source	0	29	1	5	1933029																1
11	1	30	1	同心撷愿		profile_badge	profile.badge30	profile.badge30_source	0	30	1	5	1933030																1
11	1	31	1	昂志徽章		profile_badge	profile.badge31	profile.badge31_source	0	31	1	5	1933031																1
11	1	32	1	天天有鱼		profile_badge	profile.badge32	profile.badge32_source	0	32	1	5	1933032																1
11	1	33	1	开心摆锤		profile_badge	profile.badge33	profile.badge33_source	0	33	1	5	1933033																1
11	1	34	1	荒城怪奇		profile_badge	profile.badge34	profile.badge34_source	0	34	1	5	1933034																1
11	1	35	1	探趣妙游		profile_badge	profile.badge35	profile.badge35_source	0	35	1	5	1933035																1
11	1	36	1	揽胜徽章		profile_badge	profile.badge36	profile.badge36_source	0	36	1	5	1933036																1
11	1	37	1	力战徽章		profile_badge	profile.badge37	profile.badge37_source	0	37	1	5	1933037																1
11	1	38	1	曙渡新生		profile_badge	profile.badge38	profile.badge38_source	0	38	1	5	1933038																1
11	1	39	1	我们的树屋		profile_badge	profile.badge39	profile.badge39_source	0	39	1	5	1933039																1
11	1	40	1	破晓徽章		profile_badge	profile.badge40	profile.badge40_source	0	40	1	5	1933040																1
11	1	41	1	换个好心情		profile_badge	profile.badge41	profile.badge41_source	0	41	1	5	1933041																1
11	1	42	1	来抓你咯		profile_badge	profile.badge42	profile.badge42_source	0	42	1	5	1933042																1
11	1	43	1	异纬窥虹		profile_badge	profile.badge43	profile.badge43_source	0	43	1	5	1933043																1
11	1	44	1	恒战徽章		profile_badge	profile.badge44	profile.badge44_source	0	44	1	5	1933044																1
11	1	45	1	连袭战印		profile_badge	profile.badge45	profile.badge45_source	0	45	1	5	1933045																1
11	1	46	1	量子诗境		profile_badge	profile.badge46	profile.badge46_source	0	46	1	5	1933046																1
11	1	47	1	睿策徽章		profile_badge	profile.badge47	profile.badge47_source	0	47	1	5	1933047																1
11	1	48	1	蔬菜伙伴		profile_badge	profile.badge48	profile.badge48_source	0	48	1	5	1933048																1
11	1	49	1	梦想蓝图		profile_badge	profile.badge49	profile.badge49_source	0	49	1	5	1933049																1
11	1	50	1	星扉之瘾		profile_badge	profile.badge50	profile.badge50_source	0	50	1	5	1933050																1
11	1	51	1	雷霆徽章		profile_badge	profile.badge51	profile.badge51_source	0	51	1	5	1933051																1
11	1	52	1	裂空徽章		profile_badge	profile.badge52	profile.badge52_source	0	52	1	5	1933052																1
11	1	53	1	灿海巡礼		profile_badge	profile.badge53	profile.badge53_source	0	53	1	5	1933053																1
11	1	54	1	生存防线		profile_badge	profile.badge54	profile.badge54_source	0	54	1	5	1933054																1
11	1	55	1	协浪共济		profile_badge	profile.badge55	profile.badge55_source	0	55	1	5	1933055																1
11	1	56	1	财富棋迹		profile_badge	profile.badge56	profile.badge56_source	0	56	1	5	1933056																1
11	1	57	1	恋誓星痕		profile_badge	profile.badge57	profile.badge57_source	0	57	1	5	1933057																1
11	1	58	1	烈炬徽章		profile_badge	profile.badge58	profile.badge58_source	0	58	1	5	1933058																1
11	1	59	1	星阶狂想		profile_badge	profile.badge59	profile.badge59_source	0	59	1	5	1933059																1
11	1	60	1	贯脉神击		profile_badge	profile.badge60	profile.badge60_source	0	60	1	5	1933060																1
11	1	61	1	星见秘典-闪魂		profile_badge	profile.badge61	profile.badge61_source	0	61	0	5	1933061																1
11	1	62	1	余烬览真		profile_badge	profile.badge62	profile.badge62_source	0	62	1	5	1933062																1
11	1	63	1	坚壁主宰		profile_badge	profile.badge63	profile.badge63_source	0	63	1	5	1933063																1
11	1	64	1	菜识过人		profile_badge	profile.badge64	profile.badge64_source	0	64	1	5	1933064																1
11	1	65	1	星愿祈颂		profile_badge	profile.badge65	profile.badge65_source	0	65	1	5	1933065																1
11	1	66	1	昔谒明晨		profile_badge	profile.badge66	profile.badge66_source	0	66	1	5	1933066																1
11	1	67	1	联合协力		profile_badge	profile.badge67	profile.badge67_source	0	67	1	5	1933067																1
11	1	68	1	无敌防线		profile_badge	profile.badge68	profile.badge68_source	0	68	0	5	1933068																1
11	1	69	1	勇进之诗		profile_badge	profile.badge69	profile.badge69_source	0	69	1	5	1933069																1
11	1	70	1	我的回合		profile_badge	profile.badge70	profile.badge70_source	0	70	1	5	1933070																1
11	1	71	1	版本徽章		profile_badge	profile.badge71	profile.badge71_source	0	71	1	5	1933071																1
11	1	72	1	激浪联航活动徽章		profile_badge	profile.badge72	profile.badge72_source	0	72	1	5	1933072																1
11	1	73	1	联合清剿徽章		profile_badge	profile.badge73	profile.badge73_source	0	73	1	5	1933073																1
11	1	74	1	海姆特别篇		profile_badge	profile.badge74	profile.badge74_source	0	74	1	5	1933074																1
11	1	75	1	版本徽章		profile_badge	profile.badge75	profile.badge75_source	0	75	1	5	1933075																1
11	1	76	1	【装甲战骑】徽章		profile_badge	profile.badge76	profile.badge76_source	0	76	1	5	1933076																1
11	1	77	1	脉冲连袭徽章		profile_badge	profile.badge77	profile.badge77_source	0	77	1	5	1933077																1
11	1	78	1	海姆徽章		profile_badge	profile.badge78	profile.badge78_source	0	78	1	5	1933078																1
11	1	79	1	【进击行动】徽章		profile_badge	profile.badge79	profile.badge79_source	0	79	1	5	1933079																1
12	1	1	1	封面-宵宴绯盏		profile_cover	profile.cover01	profile.cover_source	0	1	0	5	1944001		/Game/Spine/Hero/Girl002a_02/tryGirl_002a_02.tryGirl_002a_02	0													1
12	1	2	1	封面-凛冽冬花		profile_cover	profile.cover02	profile.cover_source	0	2	0	5	1944002		/Game/Spine/Hero/girl006a_02/tryGirl_006a_02.tryGirl_006a_02	0													1
12	1	3	1	封面-行疾脱兔		profile_cover	profile.cover03	profile.cover_source	0	3	0	5	1944003		/Game/Spine/Hero/girl004a_02/tryGirl_004a_02.tryGirl_004a_02	0													1
12	1	4	1	封面-灼阳假期		profile_cover	profile.cover04	profile.cover_source	0	4	0	5	1944004		/Game/Spine/Hero/Girl012a_02/tryGirl_012a_02.tryGirl_012a_02	0													1
12	1	5	1	封面-波光倩影		profile_cover	profile.cover05	profile.cover_source	0	5	0	5	1944005		/Game/Spine/Hero/Girl014a_03/tryGirl_014a_03.tryGirl_014a_03	0													1
12	1	6	1	封面-情迷炎日		profile_cover	profile.cover06	profile.cover_source	0	6	0	5	1944006		/Game/Spine/Hero/Girl011_02/tryGirl_011_02.tryGirl_011_02	0													1
12	1	7	1	封面-粼粼尾浪		profile_cover	profile.cover07	profile.cover_source	0	7	0	5	1944007		/Game/Spine/Hero/Girl010a_03/tryGirl_010a_03.tryGirl_010a_03	200													1
12	1	8	1	封面-初晴金雪		profile_cover	profile.cover08	profile.cover_source	0	8	0	5	1944008		/Game/Spine/Hero/Girl008a_03/tryGirl_008a_03.tryGirl_008a_03	0													1
12	1	9	1	封面-霜舞盛典		profile_cover	profile.cover09	profile.cover_source	0	9	0	5	1944009		/Game/Spine/Hero/Girl002a_03/tryGirl_002a_03.tryGirl_002a_03	0													1
12	1	10	1	封面-流放欢愉		profile_cover	profile.cover10	profile.cover_source	0	10	0	5	1944010		/Game/Spine/Hero/Girl017_02/tryGirl_017_02.tryGirl_017_02	0													1
12	1	11	1	封面-狂曲雅跃		profile_cover	profile.cover11	profile.cover_source	0	11	0	5	1944011		/Game/Spine/Hero/girl004a_03/tryGirl_004a_03.tryGirl_004a_03	0													1
12	1	12	1	封面-远曲独舞		profile_cover	profile.cover12	profile.cover_source	0	12	0	5	1944012		/Game/Spine/Hero/Girl015_02/tryGirl_015_02.tryGirl_015_02	0													1
12	1	13	1	封面-东流映荷		profile_cover	profile.cover13	profile.cover_source	0	13	0	5	1944013		/Game/Spine/Hero/Girl001a_03/tryGirl_001a_03.tryGirl_001a_03	0													1
12	1	14	1	封面-迟到花蕾		profile_cover	profile.cover14	profile.cover_source	0	14	0	5	1944014		/Game/Spine/Hero/Girl016_02/tryGirl_016_02.tryGirl_016_02	0													1
12	1	15	1	封面-甜蜜统治		profile_cover	profile.cover15	profile.cover_source	0	15	0	5	1944015		/Game/Spine/Hero/Girl008a_04/tryGirl_008a_04.tryGirl_008a_04	0													1
12	1	16	1	封面-见习侍奉		profile_cover	profile.cover16	profile.cover_source	0	16	0	5	1944016		/Game/Spine/Hero/Girl007a_02/tryGirl_007a_02.tryGirl_007a_02	0													1
12	1	17	1	封面-轻语疗法		profile_cover	profile.cover17	profile.cover_source	0	17	0	5	1944017		/Game/Spine/Hero/Girl011a_02/tryGirl_011a_02.tryGirl_011a_02	200													1
12	1	18	1	封面-须臾蹁跹		profile_cover	profile.cover18	profile.cover_source	0	18	0	5	1944018		/Game/Spine/Hero/Girl013a_02/tryGirl_013a_02.tryGirl_013a_02	0													1
12	1	19	1	封面-贴身特助		profile_cover	profile.cover19	profile.cover_source	0	19	0	5	1944019		/Game/Spine/Hero/Girl015_04/tryGirl_015_04.tryGirl_015_04	260													1
12	1	20	1	封面-最棒服务		profile_cover	profile.cover20	profile.coverAM_source	0	20	0	5	1944020																1
12	1	21	1	封面-笑意融融		profile_cover	profile.cover21	profile.coverAM_source	0	21	0	5	1944021																1
12	1	22	1	封面-顺毛小狮		profile_cover	profile.cover22	profile.coverAM_source	0	22	0	5	1944022																1
12	1	23	1	封面-按时疗愈		profile_cover	profile.cover23	profile.coverAM_source	0	23	0	5	1944023																1
12	1	24	1	封面-偎依延长		profile_cover	profile.cover24	profile.coverAM_source	0	24	0	5	1944024																1
12	1	25	1	封面-爱意凝晶		profile_cover	profile.cover25	profile.cover_source	0	25	0	5	1944025		/Game/Spine/Hero/Girl002b_02/tryGirl_002b_02.tryGirl_002b_02	-240													1
12	1	26	1	封面-绽于恋时		profile_cover	profile.cover26	profile.cover_source	0	26	0	5	1944026		/Game/Spine/Hero/Girl008b_02/tryGirl_008b_02.tryGirl_008b_02	400													1
12	1	27	1	封面-绯染夜幕		profile_cover	profile.cover27	profile.cover_source	0	27	0	5	1944027		/Game/Spine/Hero/Girl005a_03/tryGirl_005a_03.tryGirl_005a_03	0													1
12	1	28	1	封面-点墨化龙		profile_cover	profile.cover29	profile.cover_source	0	28	0	5	1944029		/Game/Spine/Hero/Girl014a_04/tryGirl_014a_04.tryGirl_014a_04	-400													1
12	1	29	1	封面-翠翎倩姿		profile_cover	profile.cover28	profile.cover_source	0	29	0	5	1944028		/Game/Spine/Hero/Girl018_02/tryGirl_018_02.tryGirl_018_02	180													1
12	1	30	1	封面-浅憩之处		profile_cover	profile.cover30	profile.cover_source	0	30	0	5	1944030		/Game/Spine/Hero/Girl011a_03/tryGirl_011a_03.tryGirl_011a_03	0													1
12	1	31	1	封面-灿阳一刻		profile_cover	profile.cover31	profile.cover_source	0	31	0	5	1944031		/Game/Spine/Hero/Girl005b_02/tryGirl_005b_02.tryGirl_005b_02	0													1
12	1	32	1	封面-沐浪倦姿		profile_cover	profile.cover32	profile.cover_source	0	32	0	5	1944032		/Game/Spine/Hero/Girl015a_02/tryGirl_015a_02.tryGirl_015a_02	0													1
12	1	33	1	封面-假日讯息		profile_cover	profile.cover33	profile.coverEX_source	0	33	1	5	1944033			0													1
12	1	34	1	封面-毛绒派对		profile_cover	profile.cover34	profile.cover_source	0	34	0	5	1944034		/Game/Spine/Hero/Girl004b_02/tryGirl_004b_02.tryGirl_004b_02	230													1
12	1	35	1	封面-斑斓水色		profile_cover	profile.cover35	profile.cover_source	0	35	0	5	1944035		/Game/Spine/Hero/Girl013a_04/tryGirl_013a_04.tryGirl_013a_04	0													1
12	1	37	1	封面-捕猎演习		profile_cover	profile.cover37	profile.cover_source	0	37	0	5	1944037		/Game/Spine/Hero/Girl016_04/tryGirl_016_04.tryGirl_016_04	0													1
12	1	38	1	封面-清荷雅弈		profile_cover	profile.cover38	profile.cover_source	0	38	0	5	1944038		/Game/Spine/Hero/Girl007a_05/tryGirl_007a_05.tryGirl_007a_05	340													1
12	1	39	1	封面-含羞垂眸		profile_cover	profile.cover39	profile.covershower_source	0	39	0	5	1944039																1
12	1	40	1	封面-新沐暖憩		profile_cover	profile.cover40	profile.covershower_source	0	40	0	5	1944040																1
12	1	41	1	封面-嫣红飞颊		profile_cover	profile.cover41	profile.covershower_source	0	41	0	5	1944041																1
12	1	42	1	封面-凝脂慢挑		profile_cover	profile.cover42	profile.covershower_source	0	42	0	5	1944042																1
12	1	43	1	封面-明眸浅笑		profile_cover	profile.cover43	profile.covershower_source	0	43	0	5	1944043																1
12	1	44	1	封面-欣描红妆		profile_cover	profile.cover44	profile.cover_source	0	44	0	5	1944044		/Game/Spine/Hero/Girl014b_02/tryGirl_014b_02.tryGirl_014b_02	0													1
12	1	45	1	封面-暖夜情醺		profile_cover	profile.cover45	profile.cover_source	0	45	0	5	1944045		/Game/Spine/Hero/Girl010b_02/tryGirl_010b_02.tryGirl_010b_02	0													1
12	1	46	1	封面-金狮舞瑞		profile_cover	profile.cover46	profile.cover_source	0	46	0	5	1944046		/Game/Spine/Hero/Girl008b_03/tryGirl_008b_03.tryGirl_008b_03	280													1
12	1	47	1	封面-透墨索斯		profile_cover	profile.cover47	profile.namecard21_source	0	47	0	5	1944047																1
12	1	48	1	封面-望云清咏		profile_cover	profile.cover48	profile.cover_source	0	48	0	5	1944048		/Game/Spine/Hero/Girl011b_02/tryGirl_011b_02.tryGirl_011b_02	0													1
12	1	49	1	封面-舞夜与焰		profile_cover	profile.cover49	profile.cover_source	0	49	0	5	1944049		/Game/Spine/Hero/Girl018_03/tryGirl_018_03.tryGirl_018_03	0													1
12	1	50	1	封面-绒尾迷梦		profile_cover	profile.cover50	profile.cover_source	0	50	0	5	1944050		/Game/Spine/Hero/Girl005b_03/tryGirl_005b_03.tryGirl_005b_03	0													1
12	1	51	1	封面-晨曦统令		profile_cover	profile.cover51	profile.cover_source	0	51	0	5	1944051		/Game/Spine/Hero/Girl021_02/tryGirl_021_02.tryGirl_021_02	0													1
12	1	52	1	封面-林间潋滟		profile_cover	profile.cover52	profile.cover_source	0	52	0	5	1944052		/Game/Spine/Hero/Girl003a_02/tryGirl_003a_02.tryGirl_003a_02	0													1
12	1	53	1	封面-绮锦流韵		profile_cover	profile.cover53	profile.cover_source	0	53	0	5	1944053		/Game/Spine/Hero/Girl015a_04/tryGirl_015a_04.tryGirl_015a_04	0													1
12	1	54	1	封面-元气愈养		profile_cover	profile.cover54	profile.cover_source	0	54	0	5	1944054		/Game/Spine/Hero/Girl020_02/tryGirl_020_02.tryGirl_020_02	0													1
12	1	55	1	封面-暧馨侍奉		profile_cover	profile.cover55	profile.cover_source	0	55	0	5	1944055		/Game/Spine/Hero/Girl010a_04/tryGirl_010a_04.tryGirl_010a_04	0													1
12	1	56	1	封面-云端之邀		profile_cover	profile.cover56	profile.cover_source	0	56	0	5	1944056		/Game/Spine/Hero/Girl018a_02/tryGirl_018a_02.tryGirl_018a_02	0													1
