riki表种的ID	语音顺序	Voices_wwise表中的ID	备注	角色音频ID	UI表中的key	备注2	角色形态
5072	6	rikimain002	看板娘展示2	120503	ui.RikiskinSound4	茉莉安幽潮-风格化时装	
5072	7	rikimain003	看板娘展示3	120503	ui.RikiskinSound5	茉莉安幽潮-风格化时装	
5072	8	rikimain101	看板娘展示4	120503	ui.RikiskinSound6	茉莉安幽潮-风格化时装	
5072	9	rikimain201	看板娘展示5	120503	ui.RikiskinSound7	茉莉安幽潮-风格化时装	
							
5075	1	rikienterlevel1	战斗开始1	102102	ui.RikiskinSound10	奈丽德-军官制服	
5075	2	rikienterlevel2	战斗开始2	102102	ui.RikiskinSound11	奈丽德-军官制服	
5075	3	rikiwin1	战斗胜利1	102102	ui.RikiskinSound12	奈丽德-军官制服	
5075	4	rikiwin2	战斗胜利2	102102	ui.RikiskinSound13	奈丽德-军官制服	
5075	5	rikimain001	看板娘展示1	102102	ui.RikiskinSound3	奈丽德-军官制服	
5075	6	rikimain002	看板娘展示2	102102	ui.RikiskinSound4	奈丽德-军官制服	
5075	7	rikimain003	看板娘展示3	102102	ui.RikiskinSound5	奈丽德-军官制服	
5075	8	rikimain101	看板娘展示4	102102	ui.RikiskinSound6	奈丽德-军官制服	
5075	9	rikimain201	看板娘展示5	102102	ui.RikiskinSound7	奈丽德-军官制服	
							
5076	1	rikienterlevel1	战斗开始1	110302	ui.RikiskinSound10	妮塔换装-暗夜精灵	
5076	2	rikienterlevel2	战斗开始2	110302	ui.RikiskinSound11	妮塔换装-暗夜精灵	
5076	3	rikiwin1	战斗胜利1	110302	ui.RikiskinSound12	妮塔换装-暗夜精灵	
5076	4	rikiwin2	战斗胜利2	110302	ui.RikiskinSound13	妮塔换装-暗夜精灵	
5076	5	rikimain001	看板娘展示1	110302	ui.RikiskinSound3	妮塔换装-暗夜精灵	
5076	6	rikimain002	看板娘展示2	110302	ui.RikiskinSound4	妮塔换装-暗夜精灵	
5076	7	rikimain003	看板娘展示3	110302	ui.RikiskinSound5	妮塔换装-暗夜精灵	
5076	8	rikimain101	看板娘展示4	110302	ui.RikiskinSound6	妮塔换装-暗夜精灵	
5076	9	rikimain201	看板娘展示5	110302	ui.RikiskinSound7	妮塔换装-暗夜精灵	
							
5077	1	rikienterlevel1	战斗开始1	111504	ui.RikiskinSound10	凯茜娅换装2-战术旗袍	
5077	2	rikienterlevel2	战斗开始2	111504	ui.RikiskinSound11	凯茜娅换装2-战术旗袍	
5077	3	rikiwin1	战斗胜利1	111504	ui.RikiskinSound12	凯茜娅换装2-战术旗袍	
5077	4	rikiwin2	战斗胜利2	111504	ui.RikiskinSound13	凯茜娅换装2-战术旗袍	
5077	5	rikimain001	看板娘展示1	111504	ui.RikiskinSound3	凯茜娅换装2-战术旗袍	
5077	6	rikimain002	看板娘展示2	111504	ui.RikiskinSound4	凯茜娅换装2-战术旗袍	
5077	7	rikimain003	看板娘展示3	111504	ui.RikiskinSound5	凯茜娅换装2-战术旗袍	
5077	8	rikimain101	看板娘展示4	111504	ui.RikiskinSound6	凯茜娅换装2-战术旗袍	
5077	9	rikimain201	看板娘展示5	111504	ui.RikiskinSound7	凯茜娅换装2-战术旗袍	
							
5078	1	rikienterlevel1	战斗开始1	102002	ui.RikiskinSound10	卜卜-护士装	
5078	2	rikienterlevel2	战斗开始2	102002	ui.RikiskinSound11	卜卜-护士装	
5078	3	rikiwin1	战斗胜利1	102002	ui.RikiskinSound12	卜卜-护士装	
5078	4	rikiwin2	战斗胜利2	102002	ui.RikiskinSound13	卜卜-护士装	
5078	5	rikimain001	看板娘展示1	102002	ui.RikiskinSound3	卜卜-护士装	
5078	6	rikimain002	看板娘展示2	102002	ui.RikiskinSound4	卜卜-护士装	
5078	7	rikimain003	看板娘展示3	102002	ui.RikiskinSound5	卜卜-护士装	
5078	8	rikimain101	看板娘展示4	102002	ui.RikiskinSound6	卜卜-护士装	
5078	9	rikimain201	看板娘展示5	102002	ui.RikiskinSound7	卜卜-护士装	
							
5080	1	rikienterlevel1	战斗开始1	111004	ui.RikiskinSound10	肴冬至-女仆-累充和谐追加皮肤	
5080	2	rikienterlevel2	战斗开始2	111004	ui.RikiskinSound11	肴冬至-女仆-累充和谐追加皮肤	
5080	3	rikiwin1	战斗胜利1	111004	ui.RikiskinSound12	肴冬至-女仆-累充和谐追加皮肤	
5080	4	rikiwin2	战斗胜利2	111004	ui.RikiskinSound13	肴冬至-女仆-累充和谐追加皮肤	
5080	5	rikimain001	看板娘展示1	111004	ui.RikiskinSound3	肴冬至-女仆-累充和谐追加皮肤	
5080	6	rikimain002	看板娘展示2	111004	ui.RikiskinSound4	肴冬至-女仆-累充和谐追加皮肤	
5080	7	rikimain003	看板娘展示3	111004	ui.RikiskinSound5	肴冬至-女仆-累充和谐追加皮肤	
5080	8	rikimain101	看板娘展示4	111004	ui.RikiskinSound6	肴冬至-女仆-累充和谐追加皮肤	
5080	9	rikimain201	看板娘展示5	111004	ui.RikiskinSound7	肴冬至-女仆-累充和谐追加皮肤	
							
5081	1	rikienterlevel1	战斗开始1	111802	ui.RikiskinSound10		
5081	2	rikienterlevel2	战斗开始2	111802	ui.RikiskinSound11		
5081	3	rikiwin1	战斗胜利1	111802	ui.RikiskinSound12		
5081	4	rikiwin2	战斗胜利2	111802	ui.RikiskinSound13		
5081	5	rikimain001	看板娘展示1	111802	ui.RikiskinSound3		
5081	6	rikimain002	看板娘展示2	111802	ui.RikiskinSound4		
5081	7	rikimain003	看板娘展示3	111802	ui.RikiskinSound5		
5081	8	rikimain101	看板娘展示4	111802	ui.RikiskinSound6		
5081	9	rikimain201	看板娘展示5	111802	ui.RikiskinSound7		
							
5082	1	rikienterlevel1	战斗开始1	120404	ui.RikiskinSound10		
5082	2	rikienterlevel2	战斗开始2	120404	ui.RikiskinSound11		
5082	3	rikiwin1	战斗胜利1	120404	ui.RikiskinSound12		
5082	4	rikiwin2	战斗胜利2	120404	ui.RikiskinSound13		
5082	5	rikimain001	看板娘展示1	120404	ui.RikiskinSound3		
5082	6	rikimain002	看板娘展示2	120404	ui.RikiskinSound4		
5082	7	rikimain003	看板娘展示3	120404	ui.RikiskinSound5		
5082	8	rikimain101	看板娘展示4	120404	ui.RikiskinSound6		
5082	9	rikimain201	看板娘展示5	120404	ui.RikiskinSound7		
							
5083	1	rikienterlevel1	战斗开始1	121403	ui.RikiskinSound10		
5083	2	rikienterlevel2	战斗开始2	121403	ui.RikiskinSound11		
5083	3	rikiwin1	战斗胜利1	121403	ui.RikiskinSound12		
5083	4	rikiwin2	战斗胜利2	121403	ui.RikiskinSound13		
5083	5	rikimain001	看板娘展示1	121403	ui.RikiskinSound3		
5083	6	rikimain002	看板娘展示2	121403	ui.RikiskinSound4		
5083	7	rikimain003	看板娘展示3	121403	ui.RikiskinSound5		
5083	8	rikimain101	看板娘展示4	121403	ui.RikiskinSound6		
5083	9	rikimain201	看板娘展示5	121403	ui.RikiskinSound7		
							
5087	1	rikienterlevel1	战斗开始1	121502	ui.RikiskinSound10		
5087	2	rikienterlevel2	战斗开始2	121502	ui.RikiskinSound11		
5087	3	rikiwin1	战斗胜利1	121502	ui.RikiskinSound12		
5087	4	rikiwin2	战斗胜利2	121502	ui.RikiskinSound13		
5087	5	rikimain001	看板娘展示1	121502	ui.RikiskinSound3		
5087	6	rikimain002	看板娘展示2	121502	ui.RikiskinSound4		
5087	7	rikimain003	看板娘展示3	121502	ui.RikiskinSound5		
5087	8	rikimain101	看板娘展示4	121502	ui.RikiskinSound6		
5087	9	rikimain201	看板娘展示5	121502	ui.RikiskinSound7		
							
5088	1	rikienterlevel1	战斗开始1	111702	ui.RikiskinSound10		
5088	2	rikienterlevel2	战斗开始2	111702	ui.RikiskinSound11		
5088	3	rikiwin1	战斗胜利1	111702	ui.RikiskinSound12		
5088	4	rikiwin2	战斗胜利2	111702	ui.RikiskinSound13		
5088	5	rikimain001	看板娘展示1	111702	ui.RikiskinSound3		
5088	6	rikimain002	看板娘展示2	111702	ui.RikiskinSound4		
5088	7	rikimain003	看板娘展示3	111702	ui.RikiskinSound5		
5088	8	rikimain101	看板娘展示4	111702	ui.RikiskinSound6		
5088	9	rikimain201	看板娘展示5	111702	ui.RikiskinSound7		
							
5089	1	rikienterlevel1	战斗开始1	121103	ui.RikiskinSound10		
5089	2	rikienterlevel2	战斗开始2	121103	ui.RikiskinSound11		
5089	3	rikiwin1	战斗胜利1	121103	ui.RikiskinSound12		
5089	4	rikiwin2	战斗胜利2	121103	ui.RikiskinSound13		
5089	5	rikimain001	看板娘展示1	121103	ui.RikiskinSound3		
5089	6	rikimain002	看板娘展示2	121103	ui.RikiskinSound4		
5089	7	rikimain003	看板娘展示3	121103	ui.RikiskinSound5		
5089	8	rikimain101	看板娘展示4	121103	ui.RikiskinSound6		
5089	9	rikimain201	看板娘展示5	121103	ui.RikiskinSound7		
							
5090	1	rikienterlevel1	战斗开始1	102003	ui.RikiskinSound10		
5090	2	rikienterlevel2	战斗开始2	102003	ui.RikiskinSound11		
5090	3	rikiwin1	战斗胜利1	102003	ui.RikiskinSound12		
5090	4	rikiwin2	战斗胜利2	102003	ui.RikiskinSound13		
5090	5	rikimain001	看板娘展示1	102003	ui.RikiskinSound3		
5090	6	rikimain002	看板娘展示2	102003	ui.RikiskinSound4		
5090	7	rikimain003	看板娘展示3	102003	ui.RikiskinSound5		
5090	8	rikimain101	看板娘展示4	102003	ui.RikiskinSound6		
5090	9	rikimain201	看板娘展示5	102003	ui.RikiskinSound7		
							
5047	1	rikienterlevel1	战斗开始1	101504	ui.RikiskinSound10		
5047	2	rikienterlevel2	战斗开始2	101504	ui.RikiskinSound11		
5047	3	rikiwin1	战斗胜利1	101504	ui.RikiskinSound12		
5047	4	rikiwin2	战斗胜利2	101504	ui.RikiskinSound13		
5047	5	rikimain001	看板娘展示1	101504	ui.RikiskinSound3		
5047	6	rikimain002	看板娘展示2	101504	ui.RikiskinSound4		
5047	7	rikimain003	看板娘展示3	101504	ui.RikiskinSound5		
5047	8	rikimain101	看板娘展示4	101504	ui.RikiskinSound6		
5047	9	rikimain201	看板娘展示5	101504	ui.RikiskinSound7		
							
5036	1	rikienterlevel1	战斗开始1	101504	ui.RikiskinSound10		
5036	2	rikienterlevel2	战斗开始2	101504	ui.RikiskinSound11		
5036	3	rikiwin1	战斗胜利1	101504	ui.RikiskinSound12		
5036	4	rikiwin2	战斗胜利2	101504	ui.RikiskinSound13		
5036	5	rikimain001	看板娘展示1	101504	ui.RikiskinSound3		
5036	6	rikimain002	看板娘展示2	101504	ui.RikiskinSound4		
5036	7	rikimain003	看板娘展示3	101504	ui.RikiskinSound5		
5036	8	rikimain101	看板娘展示4	101504	ui.RikiskinSound6		
5036	9	rikimain201	看板娘展示5	101504	ui.RikiskinSound7		
							
5012	1	rikienterlevel1	战斗开始1	111003	ui.RikiskinSound10		
5012	2	rikienterlevel2	战斗开始2	111003	ui.RikiskinSound11		
5012	3	rikiwin1	战斗胜利1	111003	ui.RikiskinSound12		
5012	4	rikiwin2	战斗胜利2	111003	ui.RikiskinSound13		
5012	5	rikimain001	看板娘展示1	111003	ui.RikiskinSound3		
5012	6	rikimain002	看板娘展示2	111003	ui.RikiskinSound4		
5012	7	rikimain003	看板娘展示3	111003	ui.RikiskinSound5		
5012	8	rikimain101	看板娘展示4	111003	ui.RikiskinSound6		
5012	9	rikimain201	看板娘展示5	111003	ui.RikiskinSound7		
							
5093	1	rikienterlevel1	战斗开始1	102202	ui.RikiskinSound10		
5093	2	rikienterlevel2	战斗开始2	102202	ui.RikiskinSound11		
5093	3	rikiwin1	战斗胜利1	102202	ui.RikiskinSound12		
5093	4	rikiwin2	战斗胜利2	102202	ui.RikiskinSound13		
5093	5	rikimain001	看板娘展示1	102202	ui.RikiskinSound3		
5093	6	rikimain002	看板娘展示2	102202	ui.RikiskinSound4		
5093	7	rikimain003	看板娘展示3	102202	ui.RikiskinSound5		
5093	8	rikimain101	看板娘展示4	102202	ui.RikiskinSound6		
5093	9	rikimain201	看板娘展示5	102202	ui.RikiskinSound7		
							
5094	1	rikienterlevel1	战斗开始1	110303	ui.RikiskinSound10		
5094	2	rikienterlevel2	战斗开始2	110303	ui.RikiskinSound11		
5094	3	rikiwin1	战斗胜利1	110303	ui.RikiskinSound12		
5094	4	rikiwin2	战斗胜利2	110303	ui.RikiskinSound13		
5094	5	rikimain001	看板娘展示1	110303	ui.RikiskinSound3		
5094	6	rikimain002	看板娘展示2	110303	ui.RikiskinSound4		
5094	7	rikimain003	看板娘展示3	110303	ui.RikiskinSound5		
5094	8	rikimain101	看板娘展示4	110303	ui.RikiskinSound6		
5094	9	rikimain201	看板娘展示5	110303	ui.RikiskinSound7		
							
5095	1	rikienterlevel1	战斗开始1	121003	ui.RikiskinSound10		
5095	2	rikienterlevel2	战斗开始2	121003	ui.RikiskinSound11		
5095	3	rikiwin1	战斗胜利1	121003	ui.RikiskinSound12		
5095	4	rikiwin2	战斗胜利2	121003	ui.RikiskinSound13		
5095	5	rikimain001	看板娘展示1	121003	ui.RikiskinSound3		
5095	6	rikimain002	看板娘展示2	121003	ui.RikiskinSound4		
5095	7	rikimain003	看板娘展示3	121003	ui.RikiskinSound5		
5095	8	rikimain101	看板娘展示4	121003	ui.RikiskinSound6		
5095	9	rikimain201	看板娘展示5	121003	ui.RikiskinSound7		
							
5099	1	rikienterlevel1	战斗开始1	130802	ui.RikiskinSound10		
5099	2	rikienterlevel2	战斗开始2	130802	ui.RikiskinSound11		
5099	3	rikiwin1	战斗胜利1	130802	ui.RikiskinSound12		
5099	4	rikiwin2	战斗胜利2	130802	ui.RikiskinSound13		
5099	5	rikimain001	看板娘展示1	130802	ui.RikiskinSound3		
5099	6	rikimain002	看板娘展示2	130802	ui.RikiskinSound4		
5099	7	rikimain003	看板娘展示3	130802	ui.RikiskinSound5		
5099	8	rikimain101	看板娘展示4	130802	ui.RikiskinSound6		
5099	9	rikimain201	看板娘展示5	130802	ui.RikiskinSound7		
							
5100	1	rikienterlevel1	战斗开始1	121302	ui.RikiskinSound10		
5100	2	rikienterlevel2	战斗开始2	121302	ui.RikiskinSound11		
5100	3	rikiwin1	战斗胜利1	121302	ui.RikiskinSound12		
5100	4	rikiwin2	战斗胜利2	121302	ui.RikiskinSound13		
5100	5	rikimain001	看板娘展示1	121302	ui.RikiskinSound3		
5100	6	rikimain002	看板娘展示2	121302	ui.RikiskinSound4		
5100	7	rikimain003	看板娘展示3	121302	ui.RikiskinSound5		
5100	8	rikimain101	看板娘展示4	121302	ui.RikiskinSound6		
5100	9	rikimain201	看板娘展示5	121302	ui.RikiskinSound7		
							
5102	1	rikienterlevel1	战斗开始1	111803	ui.RikiskinSound10		
5102	2	rikienterlevel2	战斗开始2	111803	ui.RikiskinSound11		
5102	3	rikiwin1	战斗胜利1	111803	ui.RikiskinSound12		
5102	4	rikiwin2	战斗胜利2	111803	ui.RikiskinSound13		
5102	5	rikimain001	看板娘展示1	111803	ui.RikiskinSound3		
5102	6	rikimain002	看板娘展示2	111803	ui.RikiskinSound4		
5102	7	rikimain003	看板娘展示3	111803	ui.RikiskinSound5		
5102	8	rikimain101	看板娘展示4	111803	ui.RikiskinSound6		
5102	9	rikimain201	看板娘展示5	111803	ui.RikiskinSound7		
							
5103	1	rikienterlevel1	战斗开始1	102103	ui.RikiskinSound10		
5103	2	rikienterlevel2	战斗开始2	102103	ui.RikiskinSound11		
5103	3	rikiwin1	战斗胜利1	102103	ui.RikiskinSound12		
5103	4	rikiwin2	战斗胜利2	102103	ui.RikiskinSound13		
5103	5	rikimain001	看板娘展示1	102103	ui.RikiskinSound3		
5103	6	rikimain002	看板娘展示2	102103	ui.RikiskinSound4		
5103	7	rikimain003	看板娘展示3	102103	ui.RikiskinSound5		
5103	8	rikimain101	看板娘展示4	102103	ui.RikiskinSound6		
5103	9	rikimain201	看板娘展示5	102103	ui.RikiskinSound7		
							
5104	1	rikienterlevel1	战斗开始1	120602	ui.RikiskinSound10		
5104	2	rikienterlevel2	战斗开始2	120602	ui.RikiskinSound11		
5104	3	rikiwin1	战斗胜利1	120602	ui.RikiskinSound12		
5104	4	rikiwin2	战斗胜利2	120602	ui.RikiskinSound13		
5104	5	rikimain001	看板娘展示1	120602	ui.RikiskinSound3		
5104	6	rikimain002	看板娘展示2	120602	ui.RikiskinSound4		
5104	7	rikimain003	看板娘展示3	120602	ui.RikiskinSound5		
5104	8	rikimain101	看板娘展示4	120602	ui.RikiskinSound6		
5104	9	rikimain201	看板娘展示5	120602	ui.RikiskinSound7		
							
5106	1	rikienterlevel1	战斗开始1	121503	ui.RikiskinSound10		
5106	2	rikienterlevel2	战斗开始2	121503	ui.RikiskinSound11		
5106	3	rikiwin1	战斗胜利1	121503	ui.RikiskinSound12		
5106	4	rikiwin2	战斗胜利2	121503	ui.RikiskinSound13		
5106	5	rikimain001	看板娘展示1	121503	ui.RikiskinSound3		
5106	6	rikimain002	看板娘展示2	121503	ui.RikiskinSound4		
5106	7	rikimain003	看板娘展示3	121503	ui.RikiskinSound5		
5106	8	rikimain101	看板娘展示4	121503	ui.RikiskinSound6		
5106	9	rikimain201	看板娘展示5	121503	ui.RikiskinSound7		
							
5107	1	rikienterlevel1	战斗开始1	102302	ui.RikiskinSound10		
5107	2	rikienterlevel2	战斗开始2	102302	ui.RikiskinSound11		
5107	3	rikiwin1	战斗胜利1	102302	ui.RikiskinSound12		
5107	4	rikiwin2	战斗胜利2	102302	ui.RikiskinSound13		
5107	5	rikimain001	看板娘展示1	102302	ui.RikiskinSound3		
5107	6	rikimain002	看板娘展示2	102302	ui.RikiskinSound4		
5107	7	rikimain003	看板娘展示3	102302	ui.RikiskinSound5		
5107	8	rikimain101	看板娘展示4	102302	ui.RikiskinSound6		
5107	9	rikimain201	看板娘展示5	102302	ui.RikiskinSound7		
							
5109	1	rikienterlevel1	战斗开始1	130803	ui.RikiskinSound10	芬妮澄意驯鹿皮肤-颂夜欢歌	
5109	2	rikienterlevel2	战斗开始2	130803	ui.RikiskinSound11	芬妮澄意驯鹿皮肤-颂夜欢歌	
5109	3	rikiwin1	战斗胜利1	130803	ui.RikiskinSound12	芬妮澄意驯鹿皮肤-颂夜欢歌	
5109	4	rikiwin2	战斗胜利2	130803	ui.RikiskinSound13	芬妮澄意驯鹿皮肤-颂夜欢歌	
5109	5	rikimain001	看板娘展示1	130803	ui.RikiskinSound3	芬妮澄意驯鹿皮肤-颂夜欢歌	
5109	6	rikimain002	看板娘展示2	130803	ui.RikiskinSound4	芬妮澄意驯鹿皮肤-颂夜欢歌	
5109	7	rikimain003	看板娘展示3	130803	ui.RikiskinSound5	芬妮澄意驯鹿皮肤-颂夜欢歌	
5109	8	rikimain101	看板娘展示4	130803	ui.RikiskinSound6	芬妮澄意驯鹿皮肤-颂夜欢歌	
5109	9	rikimain201	看板娘展示5	130803	ui.RikiskinSound7	芬妮澄意驯鹿皮肤-颂夜欢歌	
							
5111	1	rikienterlevel1	战斗开始1	121202	ui.RikiskinSound10	猫汐尔修女皮肤-喵语祈念	
5111	2	rikienterlevel2	战斗开始2	121202	ui.RikiskinSound11	猫汐尔修女皮肤-喵语祈念	
5111	3	rikiwin1	战斗胜利1	121202	ui.RikiskinSound12	猫汐尔修女皮肤-喵语祈念	
5111	4	rikiwin2	战斗胜利2	121202	ui.RikiskinSound13	猫汐尔修女皮肤-喵语祈念	
5111	5	rikimain001	看板娘展示1	121202	ui.RikiskinSound3	猫汐尔修女皮肤-喵语祈念	
5111	6	rikimain002	看板娘展示2	121202	ui.RikiskinSound4	猫汐尔修女皮肤-喵语祈念	
5111	7	rikimain003	看板娘展示3	121202	ui.RikiskinSound5	猫汐尔修女皮肤-喵语祈念	
5111	8	rikimain101	看板娘展示4	121202	ui.RikiskinSound6	猫汐尔修女皮肤-喵语祈念	
5111	9	rikimain201	看板娘展示5	121202	ui.RikiskinSound7	猫汐尔修女皮肤-喵语祈念	
							
5112	1	rikienterlevel1	战斗开始1	112002	ui.RikiskinSound10	卜卜魔法少女-绮恋星灵	
5112	2	rikienterlevel2	战斗开始2	112002	ui.RikiskinSound11	卜卜魔法少女-绮恋星灵	
5112	3	rikiwin1	战斗胜利1	112002	ui.RikiskinSound12	卜卜魔法少女-绮恋星灵	
5112	4	rikiwin2	战斗胜利2	112002	ui.RikiskinSound13	卜卜魔法少女-绮恋星灵	
5112	5	rikimain001	看板娘展示1	112002	ui.RikiskinSound3	卜卜魔法少女-绮恋星灵	
5112	6	rikimain002	看板娘展示2	112002	ui.RikiskinSound4	卜卜魔法少女-绮恋星灵	
5112	7	rikimain003	看板娘展示3	112002	ui.RikiskinSound5	卜卜魔法少女-绮恋星灵	
5112	8	rikimain101	看板娘展示4	112002	ui.RikiskinSound6	卜卜魔法少女-绮恋星灵	
5112	9	rikimain201	看板娘展示5	112002	ui.RikiskinSound7	卜卜魔法少女-绮恋星灵	
							
5113	1	rikienterlevel1	战斗开始1	120102	ui.RikiskinSound10	安卡测试形态1	1
5113	2	rikienterlevel2	战斗开始2	120102	ui.RikiskinSound11	安卡测试形态1	1
5113	3	rikiwin1	战斗胜利1	120102	ui.RikiskinSound12	安卡测试形态1	1
5113	4	rikiwin2	战斗胜利2	120102	ui.RikiskinSound13	安卡测试形态1	1
5113	5	rikimain001	看板娘展示1	120102	ui.RikiskinSound3	安卡测试形态1	1
5113	6	rikimain002	看板娘展示2	120102	ui.RikiskinSound4	安卡测试形态1	1
5113	7	rikimain003	看板娘展示3	120102	ui.RikiskinSound5	安卡测试形态1	1
							
5113	1	rikienterlevel1	战斗开始1	120102	ui.RikiskinSound10	安卡测试形态2	2
5113	2	rikienterlevel2	战斗开始2	120102	ui.RikiskinSound11	安卡测试形态2	2
5113	3	rikiwin1	战斗胜利1	120102	ui.RikiskinSound12	安卡测试形态2	2
5113	4	rikiwin2	战斗胜利2	120102	ui.RikiskinSound13	安卡测试形态2	2
5113	5	rikimain001	看板娘展示1	220102	ui.RikiskinSound3	安卡测试形态2	2
5113	6	rikimain002	看板娘展示2	220102	ui.RikiskinSound4	安卡测试形态2	2
5113	7	rikimain003	看板娘展示3	220102	ui.RikiskinSound5	安卡测试形态2	2
							
5114	1	rikienterlevel1	战斗开始1	130502	ui.RikiskinSound10		
5114	2	rikienterlevel2	战斗开始2	130502	ui.RikiskinSound11		
5114	3	rikiwin1	战斗胜利1	130502	ui.RikiskinSound12		
5114	4	rikiwin2	战斗胜利2	130502	ui.RikiskinSound13		
5114	5	rikimain001	看板娘展示1	130502	ui.RikiskinSound3		
5114	6	rikimain002	看板娘展示2	130502	ui.RikiskinSound4		
5114	7	rikimain003	看板娘展示3	130502	ui.RikiskinSound5		
5114	8	rikimain101	看板娘展示4	130502	ui.RikiskinSound6		
5114	9	rikimain201	看板娘展示5	130502	ui.RikiskinSound7		
							
5115	1	rikienterlevel1	战斗开始1	121303	ui.RikiskinSound10		
5115	2	rikienterlevel2	战斗开始2	121303	ui.RikiskinSound11		
5115	3	rikiwin1	战斗胜利1	121303	ui.RikiskinSound12		
5115	4	rikiwin2	战斗胜利2	121303	ui.RikiskinSound13		
5115	5	rikimain001	看板娘展示1	121303	ui.RikiskinSound3		
5115	6	rikimain002	看板娘展示2	121303	ui.RikiskinSound4		
5115	7	rikimain003	看板娘展示3	121303	ui.RikiskinSound5		
5115	8	rikimain101	看板娘展示4	121303	ui.RikiskinSound6		
5115	9	rikimain201	看板娘展示5	121303	ui.RikiskinSound7		
							
5116	1	rikienterlevel1	战斗开始1	102303	ui.RikiskinSound10		
5116	2	rikienterlevel2	战斗开始2	102303	ui.RikiskinSound11		
5116	3	rikiwin1	战斗胜利1	102303	ui.RikiskinSound12		
5116	4	rikiwin2	战斗胜利2	102303	ui.RikiskinSound13		
5116	5	rikimain001	看板娘展示1	102303	ui.RikiskinSound3		
5116	6	rikimain002	看板娘展示2	102303	ui.RikiskinSound4		
5116	7	rikimain003	看板娘展示3	102303	ui.RikiskinSound5		
5116	8	rikimain101	看板娘展示4	102303	ui.RikiskinSound6		
5116	9	rikimain201	看板娘展示5	102303	ui.RikiskinSound7		
							
5119	1	rikienterlevel1	战斗开始1	102402	ui.RikiskinSound10		胧嫣_珠光曳影_DLC_3.6
5119	2	rikienterlevel2	战斗开始2	102402	ui.RikiskinSound11		胧嫣_珠光曳影_DLC_3.6
5119	3	rikiwin1	战斗胜利1	102402	ui.RikiskinSound12		胧嫣_珠光曳影_DLC_3.6
5119	4	rikiwin2	战斗胜利2	102402	ui.RikiskinSound13		胧嫣_珠光曳影_DLC_3.6
5119	5	rikimain001	看板娘展示1	102402	ui.RikiskinSound3		胧嫣_珠光曳影_DLC_3.6
5119	6	rikimain002	看板娘展示2	102402	ui.RikiskinSound4		胧嫣_珠光曳影_DLC_3.6
5119	7	rikimain003	看板娘展示3	102402	ui.RikiskinSound5		胧嫣_珠光曳影_DLC_3.6
5119	8	rikimain101	看板娘展示4	102402	ui.RikiskinSound6		胧嫣_珠光曳影_DLC_3.6
5119	9	rikimain201	看板娘展示5	102402	ui.RikiskinSound7		胧嫣_珠光曳影_DLC_3.6
							
5120	1	rikienterlevel1	战斗开始1	130402	ui.RikiskinSound10		芙提雅_炬芯_国主驾到_DLC_3.6
5120	2	rikienterlevel2	战斗开始2	130402	ui.RikiskinSound11		芙提雅_炬芯_国主驾到_DLC_3.6
5120	3	rikiwin1	战斗胜利1	130402	ui.RikiskinSound12		芙提雅_炬芯_国主驾到_DLC_3.6
5120	4	rikiwin2	战斗胜利2	130402	ui.RikiskinSound13		芙提雅_炬芯_国主驾到_DLC_3.6
5120	5	main001	看板娘展示1	130402	ui.RikiskinSound3		芙提雅_炬芯_国主驾到_DLC_3.6
5120	6	main002	看板娘展示2	130402	ui.RikiskinSound4		芙提雅_炬芯_国主驾到_DLC_3.6
5120	7	main003	看板娘展示3	130402	ui.RikiskinSound5		芙提雅_炬芯_国主驾到_DLC_3.6
5120	8	main101	看板娘展示4	130402	ui.RikiskinSound6		芙提雅_炬芯_国主驾到_DLC_3.6
5120	9	main201	看板娘展示5	130402	ui.RikiskinSound7		芙提雅_炬芯_国主驾到_DLC_3.6
							
5121	1	rikienterlevel1	战斗开始1	120603	ui.RikiskinSound10		剑意逍遥_LDC3.6
5121	2	rikienterlevel2	战斗开始2	120603	ui.RikiskinSound11		剑意逍遥_LDC3.6
5121	3	rikiwin1	战斗胜利1	120603	ui.RikiskinSound12		剑意逍遥_LDC3.6
5121	4	rikiwin2	战斗胜利2	120603	ui.RikiskinSound13		剑意逍遥_LDC3.6
5121	5	main001	看板娘展示1	120603	ui.RikiskinSound3		剑意逍遥_LDC3.6
5121	6	main002	看板娘展示2	120603	ui.RikiskinSound4		剑意逍遥_LDC3.6
5121	7	main003	看板娘展示3	120603	ui.RikiskinSound5		剑意逍遥_LDC3.6
5121	8	main101	看板娘展示4	120603	ui.RikiskinSound6		剑意逍遥_LDC3.6
5121	9	main201	看板娘展示5	120603	ui.RikiskinSound7		剑意逍遥_LDC3.6
