riki表种的ID	语音顺序	Voices_wwise表中的ID	备注1	角色ID	UI表中的key	角色形态
1083	14	reload	换弹	1208	ui.RikiRoleSound15	
1083	15	touch	场景交互	1208	ui.RikiRoleSound16	
1083	16	taskfinish	报告阶段目标达成	1208	ui.RikiRoleSound17	
1083	23	rikiexchange1	人物切换登场	1208	ui.RikiRoleSound24	
1083	18	wavelittle	少量敌人出现	1208	ui.RikiRoleSound19	
1083	19	wavemany	大量敌人出现	1208	ui.RikiRoleSound20	
1083	20	killmonster001	消灭普通敌人	1208	ui.RikiRoleSound21	
1083	21	killmonster002	消灭精英敌人	1208	ui.RikiRoleSound22	
1083	22	killmonster003	消灭boss	1208	ui.RikiRoleSound23	
1083	24	rikiexchange2	人物切换登场	1208	ui.RikiRoleSound25	
1101	1	main001	登陆	1010	ui.RikiRoleSound1	
1101	2	gacha	抽卡	1010	ui.RikiRoleSound2	
1101	3	main002	看板娘展示1	1010	ui.RikiRoleSound3	
1101	4	main003	看板娘展示2	1010	ui.RikiRoleSound4	
1101	5	rikienterlevel1	战斗开始1	1010	ui.RikiRoleSound5_1	
1101	6	rikienterlevel2	战斗开始2	1010	ui.RikiRoleSound5_2	
1101	7	rikiwin1	战斗胜利1	1010	ui.RikiRoleSound6_1	
1101	8	rikiwin2	战斗胜利2	1010	ui.RikiRoleSound6_2	
1101	9	lose	战斗失败	1010	ui.RikiRoleSound7	
1101	12	skill04	连携技/QTE	1010	ui.RikiRoleSound13	
1101	13	skill03	大招	1010	ui.RikiRoleSound14	
1101	14	reload	换弹	1010	ui.RikiRoleSound15	
1101	15	touch	场景交互	1010	ui.RikiRoleSound16	
1101	16	taskfinish	报告阶段目标达成	1010	ui.RikiRoleSound17	
1101	23	rikiexchange1	人物切换登场	1010	ui.RikiRoleSound24	
1101	18	wavelittle	少量敌人出现	1010	ui.RikiRoleSound19	
1101	19	wavemany	大量敌人出现	1010	ui.RikiRoleSound20	
1101	20	killmonster001	消灭普通敌人	1010	ui.RikiRoleSound21	
1101	21	killmonster002	消灭精英敌人	1010	ui.RikiRoleSound22	
1101	22	killmonster003	消灭boss	1010	ui.RikiRoleSound23	
1101	24	rikiexchange2	人物切换登场	1010	ui.RikiRoleSound25	
1102	1	main099	登陆	1110	ui.RikiRoleSound1	
1102	2	gacha	抽卡	1110	ui.RikiRoleSound2	
1102	3	main001	看板娘展示1	1110	ui.RikiRoleSound3	
1102	4	main002	看板娘展示2	1110	ui.RikiRoleSound4	
1102	5	rikienterlevel1	战斗开始1	1110	ui.RikiRoleSound5_1	
1102	6	rikienterlevel2	战斗开始2	1110	ui.RikiRoleSound5_2	
1102	7	rikiwin1	战斗胜利1	1110	ui.RikiRoleSound6_1	
1102	8	rikiwin2	战斗胜利2	1110	ui.RikiRoleSound6_2	
1102	9	lose	战斗失败	1110	ui.RikiRoleSound7	
1102	12	skill04	连携技/QTE	1110	ui.RikiRoleSound13	
1102	13	skill03	大招	1110	ui.RikiRoleSound14	
1102	14	reload	换弹	1110	ui.RikiRoleSound15	
1102	15	touch	场景交互	1110	ui.RikiRoleSound16	
1102	16	taskfinish	报告阶段目标达成	1110	ui.RikiRoleSound17	
1102	23	rikiexchange1	人物切换登场	1110	ui.RikiRoleSound24	
1102	18	wavelittle	少量敌人出现	1110	ui.RikiRoleSound19	
1102	19	wavemany	大量敌人出现	1110	ui.RikiRoleSound20	
1102	20	killmonster001	消灭普通敌人	1110	ui.RikiRoleSound21	
1102	21	killmonster002	消灭精英敌人	1110	ui.RikiRoleSound22	
1102	22	killmonster003	消灭boss	1110	ui.RikiRoleSound23	
1102	24	rikiexchange2	人物切换登场	1110	ui.RikiRoleSound25	
1103	1	main001	登陆	1210	ui.RikiRoleSound1	
1103	2	rikigacha	抽卡	1210	ui.RikiRoleSound2	
1103	3	rikimain002	看板娘展示1	1210	ui.RikiRoleSound3	
1103	4	main003	看板娘展示2	1210	ui.RikiRoleSound4	
1103	5	main101	看板娘展示3	1210	ui.RikiRoleSound9	
1103	6	rikimain201	看板娘展示4	1210	ui.RikiRoleSound10	
1103	7	rikienterlevel1	战斗开始1	1210	ui.RikiRoleSound5_1	
1103	8	rikienterlevel2	战斗开始2	1210	ui.RikiRoleSound5_2	
1103	9	rikiwin1	战斗胜利1	1210	ui.RikiRoleSound6_1	
1103	10	rikiwin2	战斗胜利2	1210	ui.RikiRoleSound6_2	
1103	11	lose	战斗失败	1210	ui.RikiRoleSound7	
1103	12	skill04	连携技/QTE	1210	ui.RikiRoleSound13	
1103	13	skill03	大招	1210	ui.RikiRoleSound14	
1103	14	reload	换弹	1210	ui.RikiRoleSound15	
1103	15	touch	场景交互	1210	ui.RikiRoleSound16	
1103	16	taskfinish	报告阶段目标达成	1210	ui.RikiRoleSound17	
1103	23	rikiexchange1	人物切换登场	1210	ui.RikiRoleSound24	
1103	18	wavelittle	少量敌人出现	1210	ui.RikiRoleSound19	
1103	19	wavemany	大量敌人出现	1210	ui.RikiRoleSound20	
1103	20	killmonster001	消灭普通敌人	1210	ui.RikiRoleSound21	
1103	21	killmonster002	消灭精英敌人	1210	ui.RikiRoleSound22	
1103	22	killmonster003	消灭boss	1210	ui.RikiRoleSound23	
1103	24	rikiexchange2	人物切换登场	1210	ui.RikiRoleSound25	
1111	1	main099	登陆	1011	ui.RikiRoleSound1	
1111	2	gacha	抽卡	1011	ui.RikiRoleSound2	
1111	3	main002	看板娘展示1	1011	ui.RikiRoleSound3	
1111	4	main003	看板娘展示2	1011	ui.RikiRoleSound4	
1111	5	rikienterlevel1	战斗开始1	1011	ui.RikiRoleSound5_1	
1111	6	rikienterlevel2	战斗开始2	1011	ui.RikiRoleSound5_2	
1111	7	rikiwin1	战斗胜利1	1011	ui.RikiRoleSound6_1	
1111	8	rikiwin2	战斗胜利2	1011	ui.RikiRoleSound6_2	
1111	9	lose	战斗失败	1011	ui.RikiRoleSound7	
1111	12	skill04	连携技/QTE	1011	ui.RikiRoleSound13	
1111	13	skill03	大招	1011	ui.RikiRoleSound14	
1111	14	reload	换弹	1011	ui.RikiRoleSound15	
1111	15	touch	场景交互	1011	ui.RikiRoleSound16	
1111	16	taskfinish	报告阶段目标达成	1011	ui.RikiRoleSound17	
1111	23	rikiexchange1	人物切换登场	1011	ui.RikiRoleSound24	
1111	18	wavelittle	少量敌人出现	1011	ui.RikiRoleSound19	
1111	19	wavemany	大量敌人出现	1011	ui.RikiRoleSound20	
1111	20	killmonster001	消灭普通敌人	1011	ui.RikiRoleSound21	
1111	21	killmonster002	消灭精英敌人	1011	ui.RikiRoleSound22	
1111	22	killmonster003	消灭boss	1011	ui.RikiRoleSound23	
1111	24	rikiexchange2	人物切换登场	1011	ui.RikiRoleSound25	
1112	1	main001	登陆	1111	ui.RikiRoleSound1	
1112	2	gacha	抽卡	1111	ui.RikiRoleSound2	
1112	3	main002	看板娘展示1	1111	ui.RikiRoleSound3	
1112	4	main003	看板娘展示2	1111	ui.RikiRoleSound4	
1112	5	main101	看板娘展示3	1111	ui.RikiRoleSound9	
1112	6	main201	看板娘展示4	1111	ui.RikiRoleSound10	
1112	7	rikienterlevel1	战斗开始1	1111	ui.RikiRoleSound5_1	
1112	8	rikienterlevel2	战斗开始2	1111	ui.RikiRoleSound5_2	
1112	9	rikiwin1	战斗胜利1	1111	ui.RikiRoleSound6_1	
1112	10	rikiwin2	战斗胜利2	1111	ui.RikiRoleSound6_2	
1112	11	lose	战斗失败	1111	ui.RikiRoleSound7	
1112	12	skill04	连携技/QTE	1111	ui.RikiRoleSound13	
1112	13	skill03	大招	1111	ui.RikiRoleSound14	
1112	14	reload	换弹	1111	ui.RikiRoleSound15	
1112	15	touch	场景交互	1111	ui.RikiRoleSound16	
1112	16	taskfinish	报告阶段目标达成	1111	ui.RikiRoleSound17	
1112	23	rikiexchange1	人物切换登场	1111	ui.RikiRoleSound24	
1112	18	wavelittle	少量敌人出现	1111	ui.RikiRoleSound19	
1112	19	wavemany	大量敌人出现	1111	ui.RikiRoleSound20	
1112	20	killmonster001	消灭普通敌人	1111	ui.RikiRoleSound21	
1112	21	killmonster002	消灭精英敌人	1111	ui.RikiRoleSound22	
1112	22	killmonster003	消灭boss	1111	ui.RikiRoleSound23	
1112	24	rikiexchange2	人物切换登场	1111	ui.RikiRoleSound25	
1121	1	main003	登陆	1012	ui.RikiRoleSound1	
1121	2	rikigacha	抽卡	1012	ui.RikiRoleSound2	
1121	3	main001	看板娘展示1	1012	ui.RikiRoleSound3	
1121	4	main002	看板娘展示2	1012	ui.RikiRoleSound4	
1121	5	rikienterlevel1	战斗开始1	1012	ui.RikiRoleSound5_1	
1121	6	rikienterlevel2	战斗开始2	1012	ui.RikiRoleSound5_2	
1121	7	rikiwin1	战斗胜利1	1012	ui.RikiRoleSound6_1	
1121	8	rikiwin2	战斗胜利2	1012	ui.RikiRoleSound6_2	
1121	9	lose	战斗失败	1012	ui.RikiRoleSound7	
1121	12	skill04	连携技/QTE	1012	ui.RikiRoleSound13	
1121	13	skill03	大招	1012	ui.RikiRoleSound14	
1121	14	reload	换弹	1012	ui.RikiRoleSound15	
1121	15	touch	场景交互	1012	ui.RikiRoleSound16	
1121	16	taskfinish	报告阶段目标达成	1012	ui.RikiRoleSound17	
1121	23	rikiexchange1	人物切换登场	1012	ui.RikiRoleSound24	
1121	18	wavelittle	少量敌人出现	1012	ui.RikiRoleSound19	
1121	19	wavemany	大量敌人出现	1012	ui.RikiRoleSound20	
1121	20	killmonster001	消灭普通敌人	1012	ui.RikiRoleSound21	
1121	21	killmonster002	消灭精英敌人	1012	ui.RikiRoleSound22	
1121	22	killmonster003	消灭boss	1012	ui.RikiRoleSound23	
1121	24	rikiexchange2	人物切换登场	1012	ui.RikiRoleSound25	
1122	1	main001	登陆	1112	ui.RikiRoleSound1	
1122	2	gacha	抽卡	1112	ui.RikiRoleSound2	
1122	3	main002	看板娘展示1	1112	ui.RikiRoleSound3	
1122	4	main003	看板娘展示2	1112	ui.RikiRoleSound4	
1122	5	main101	看板娘展示3	1112	ui.RikiRoleSound9	
1122	6	main201	看板娘展示4	1112	ui.RikiRoleSound10	
1122	7	rikienterlevel1	战斗开始1	1112	ui.RikiRoleSound5_1	
1122	8	rikienterlevel2	战斗开始2	1112	ui.RikiRoleSound5_2	
1122	9	rikiwin1	战斗胜利1	1112	ui.RikiRoleSound6_1	
1122	10	rikiwin2	战斗胜利2	1112	ui.RikiRoleSound6_2	
1122	11	lose	战斗失败	1112	ui.RikiRoleSound7	
1122	12	skill04	连携技/QTE	1112	ui.RikiRoleSound13	
1122	13	skill03	大招	1112	ui.RikiRoleSound14	
1122	14	reload	换弹	1112	ui.RikiRoleSound15	
1122	15	touch	场景交互	1112	ui.RikiRoleSound16	
1122	16	taskfinish	报告阶段目标达成	1112	ui.RikiRoleSound17	
1122	23	rikiexchange1	人物切换登场	1112	ui.RikiRoleSound24	
1122	18	wavelittle	少量敌人出现	1112	ui.RikiRoleSound19	
1122	19	wavemany	大量敌人出现	1112	ui.RikiRoleSound20	
1122	20	killmonster001	消灭普通敌人	1112	ui.RikiRoleSound21	
1122	21	killmonster002	消灭精英敌人	1112	ui.RikiRoleSound22	
1122	22	killmonster003	消灭boss	1112	ui.RikiRoleSound23	
1122	24	rikiexchange2	人物切换登场	1112	ui.RikiRoleSound25	
1131	1	main001	登陆	1013	ui.RikiRoleSound1	
1131	2	gacha	抽卡	1013	ui.RikiRoleSound2	
1131	3	main002	看板娘展示1	1013	ui.RikiRoleSound3	
1131	4	rikimain003	看板娘展示2	1013	ui.RikiRoleSound4	
1131	5	rikienterlevel1	战斗开始1	1013	ui.RikiRoleSound5_1	
1131	6	rikienterlevel2	战斗开始2	1013	ui.RikiRoleSound5_2	
1131	7	rikiwin1	战斗胜利1	1013	ui.RikiRoleSound6_1	
1131	8	rikiwin2	战斗胜利2	1013	ui.RikiRoleSound6_2	
1131	9	lose	战斗失败	1013	ui.RikiRoleSound7	
1131	12	skill04	连携技/QTE	1013	ui.RikiRoleSound13	
1131	13	skill03	大招	1013	ui.RikiRoleSound14	
1131	14	reload	换弹	1013	ui.RikiRoleSound15	
1131	15	touch	场景交互	1013	ui.RikiRoleSound16	
1131	16	taskfinish	报告阶段目标达成	1013	ui.RikiRoleSound17	
1131	23	rikiexchange1	人物切换登场	1013	ui.RikiRoleSound24	
1131	18	rikiwavelittle	少量敌人出现	1013	ui.RikiRoleSound19	
1131	19	wavemany	大量敌人出现	1013	ui.RikiRoleSound20	
1131	20	killmonster001	消灭普通敌人	1013	ui.RikiRoleSound21	
1131	21	killmonster002	消灭精英敌人	1013	ui.RikiRoleSound22	
1131	22	killmonster003	消灭boss	1013	ui.RikiRoleSound23	
1131	24	rikiexchange2	人物切换登场	1013	ui.RikiRoleSound25	
1132	1	main001	登陆	1113	ui.RikiRoleSound1	
1132	2	rikigacha	抽卡	1113	ui.RikiRoleSound2	
1132	3	main002	看板娘展示1	1113	ui.RikiRoleSound3	
1132	4	main003	看板娘展示2	1113	ui.RikiRoleSound4	
1132	5	main101	看板娘展示3	1113	ui.RikiRoleSound9	
1132	6	main201	看板娘展示4	1113	ui.RikiRoleSound10	
1132	7	rikienterlevel1	战斗开始1	1113	ui.RikiRoleSound5_1	
1132	8	rikienterlevel2	战斗开始2	1113	ui.RikiRoleSound5_2	
1132	9	rikiwin1	战斗胜利1	1113	ui.RikiRoleSound6_1	
1132	10	rikiwin2	战斗胜利2	1113	ui.RikiRoleSound6_2	
1132	11	lose	战斗失败	1113	ui.RikiRoleSound7	
1132	12	skill04	连携技/QTE	1113	ui.RikiRoleSound13	
1132	13	skill03	大招	1113	ui.RikiRoleSound14	
1132	14	reload	换弹	1113	ui.RikiRoleSound15	
1132	15	touch	场景交互	1113	ui.RikiRoleSound16	
1132	16	taskfinish	报告阶段目标达成	1113	ui.RikiRoleSound17	
1132	23	rikiexchange1	人物切换登场	1113	ui.RikiRoleSound24	
1132	18	rikiwavelittle	少量敌人出现	1113	ui.RikiRoleSound19	
1132	19	wavemany	大量敌人出现	1113	ui.RikiRoleSound20	
1132	20	killmonster001	消灭普通敌人	1113	ui.RikiRoleSound21	
1132	21	killmonster002	消灭精英敌人	1113	ui.RikiRoleSound22	
1132	22	killmonster003	消灭boss	1113	ui.RikiRoleSound23	
1132	24	rikiexchange2	人物切换登场	1113	ui.RikiRoleSound25	
1141	1	rikimain001	登陆	1014	ui.RikiRoleSound1	
1141	2	gacha	抽卡	1014	ui.RikiRoleSound2	
1141	3	main003	看板娘展示1	1014	ui.RikiRoleSound3	
1141	4	main002	看板娘展示2	1014	ui.RikiRoleSound4	
1141	5	rikienterlevel1	战斗开始1	1014	ui.RikiRoleSound5_1	
1141	6	rikienterlevel2	战斗开始2	1014	ui.RikiRoleSound5_2	
1141	7	rikiwin1	战斗胜利1	1014	ui.RikiRoleSound6_1	
1141	8	rikiwin2	战斗胜利2	1014	ui.RikiRoleSound6_2	
1141	9	lose	战斗失败	1014	ui.RikiRoleSound7	
1141	12	skill04	连携技/QTE	1014	ui.RikiRoleSound13	
1141	13	skill03	大招	1014	ui.RikiRoleSound14	
1141	14	reload	换弹	1014	ui.RikiRoleSound15	
1141	15	touch	场景交互	1014	ui.RikiRoleSound16	
1141	16	taskfinish	报告阶段目标达成	1014	ui.RikiRoleSound17	
1141	23	rikiexchange1	人物切换登场	1014	ui.RikiRoleSound24	
1141	18	rikiwavelittle	少量敌人出现	1014	ui.RikiRoleSound19	
1141	19	wavemany	大量敌人出现	1014	ui.RikiRoleSound20	
1141	20	killmonster001	消灭普通敌人	1014	ui.RikiRoleSound21	
1141	21	killmonster002	消灭精英敌人	1014	ui.RikiRoleSound22	
1141	22	killmonster003	消灭boss	1014	ui.RikiRoleSound23	
1141	24	rikiexchange2	人物切换登场	1014	ui.RikiRoleSound25	
1142	1	rikimain001	登陆	1114	ui.RikiRoleSound1	
1142	2	gacha	抽卡	1114	ui.RikiRoleSound2	
1142	3	main002	看板娘展示1	1114	ui.RikiRoleSound3	
1142	4	main003	看板娘展示2	1114	ui.RikiRoleSound4	
1142	5	main101	看板娘展示3	1114	ui.RikiRoleSound9	
1142	6	main201	看板娘展示4	1114	ui.RikiRoleSound10	
1142	7	rikienterlevel1	战斗开始1	1114	ui.RikiRoleSound5_1	
1142	8	rikienterlevel2	战斗开始2	1114	ui.RikiRoleSound5_2	
1142	9	rikiwin1	战斗胜利1	1114	ui.RikiRoleSound6_1	
1142	10	rikiwin2	战斗胜利2	1114	ui.RikiRoleSound6_2	
1142	11	lose	战斗失败	1114	ui.RikiRoleSound7	
1142	12	skill04	连携技/QTE	1114	ui.RikiRoleSound13	
1142	13	skill03	大招	1114	ui.RikiRoleSound14	
1142	14	reload	换弹	1114	ui.RikiRoleSound15	
1142	15	touch	场景交互	1114	ui.RikiRoleSound16	
1142	16	taskfinish	报告阶段目标达成	1114	ui.RikiRoleSound17	
1142	23	rikiexchange1	人物切换登场	1114	ui.RikiRoleSound24	
1142	18	wavelittle	少量敌人出现	1114	ui.RikiRoleSound19	
1142	19	wavemany	大量敌人出现	1114	ui.RikiRoleSound20	
1142	20	killmonster001	消灭普通敌人	1114	ui.RikiRoleSound21	
1142	21	killmonster002	消灭精英敌人	1114	ui.RikiRoleSound22	
1142	22	killmonster003	消灭boss	1114	ui.RikiRoleSound23	
1142	24	rikiexchange2	人物切换登场	1114	ui.RikiRoleSound25	
1143	1	main001	登陆	1214	ui.RikiRoleSound1	
1143	2	rikigacha	抽卡	1214	ui.RikiRoleSound2	
1143	3	rikimain002	看板娘展示1	1214	ui.RikiRoleSound3	
1143	4	rikimain003	看板娘展示2	1214	ui.RikiRoleSound4	
1143	5	rikimain101	看板娘展示3	1214	ui.RikiRoleSound9	
1143	6	rikimain201	看板娘展示4	1214	ui.RikiRoleSound10	
1143	7	rikienterlevel1	战斗开始1	1214	ui.RikiRoleSound5_1	
1143	8	rikienterlevel2	战斗开始2	1214	ui.RikiRoleSound5_2	
1143	9	rikiwin1	战斗胜利1	1214	ui.RikiRoleSound6_1	
1143	10	rikiwin2	战斗胜利2	1214	ui.RikiRoleSound6_2	
1143	11	lose	战斗失败	1214	ui.RikiRoleSound7	
1143	12	skill04	连携技/QTE	1214	ui.RikiRoleSound13	
1143	13	skill03	大招	1214	ui.RikiRoleSound14	
1143	14	reload	换弹	1214	ui.RikiRoleSound15	
1143	15	touch	场景交互	1214	ui.RikiRoleSound16	
1143	16	taskfinish	报告阶段目标达成	1214	ui.RikiRoleSound17	
1143	23	rikiexchange1	人物切换登场	1214	ui.RikiRoleSound24	
1143	18	rikiwavelittle	少量敌人出现	1214	ui.RikiRoleSound19	
1143	19	wavemany	大量敌人出现	1214	ui.RikiRoleSound20	
1143	20	killmonster001	消灭普通敌人	1214	ui.RikiRoleSound21	
1143	21	killmonster002	消灭精英敌人	1214	ui.RikiRoleSound22	
1143	22	killmonster003	消灭boss	1214	ui.RikiRoleSound23	
1143	24	rikiexchange2	人物切换登场	1214	ui.RikiRoleSound25	
1151	1	main001	登陆	1015	ui.RikiRoleSound1	
1151	2	gacha	抽卡	1015	ui.RikiRoleSound2	
1151	3	main002	看板娘展示1	1015	ui.RikiRoleSound3	
1151	4	main003	看板娘展示2	1015	ui.RikiRoleSound4	
1151	5	main101	看板娘展示3	1015	ui.RikiRoleSound9	
1151	6	main201	看板娘展示4	1015	ui.RikiRoleSound10	
1151	7	rikienterlevel1	战斗开始1	1015	ui.RikiRoleSound5_1	
1151	8	rikienterlevel2	战斗开始2	1015	ui.RikiRoleSound5_2	
1151	9	rikiwin1	战斗胜利1	1015	ui.RikiRoleSound6_1	
1151	10	rikiwin2	战斗胜利2	1015	ui.RikiRoleSound6_2	
1151	11	lose	战斗失败	1015	ui.RikiRoleSound7	
1151	12	skill04	连携技/QTE	1015	ui.RikiRoleSound13	
1151	13	skill03	大招	1015	ui.RikiRoleSound14	
1151	14	reload	换弹	1015	ui.RikiRoleSound15	
1151	15	touch	场景交互	1015	ui.RikiRoleSound16	
1151	25	rikitaskfinish1	报告阶段目标达成	1015	ui.RikiRoleSound26	
1151	23	rikiexchange1	人物切换登场	1015	ui.RikiRoleSound24	
1151	18	wavelittle	少量敌人出现	1015	ui.RikiRoleSound19	
1151	19	wavemany	大量敌人出现	1015	ui.RikiRoleSound20	
1151	20	killmonster001	消灭普通敌人	1015	ui.RikiRoleSound21	
1151	21	killmonster002	消灭精英敌人	1015	ui.RikiRoleSound22	
1151	22	killmonster003	消灭boss	1015	ui.RikiRoleSound23	
1151	26	rikitaskfinish2	报告阶段目标达成	1015	ui.RikiRoleSound27	
1151	24	rikiexchange2	人物切换登场	1015	ui.RikiRoleSound25	
1152	1	main001	登陆	1115	ui.RikiRoleSound1	
1152	2	rikigacha	抽卡	1115	ui.RikiRoleSound2	
1152	3	rikimain002	看板娘展示1	1115	ui.RikiRoleSound3	
1152	4	main003	看板娘展示2	1115	ui.RikiRoleSound4	
1152	5	main101	看板娘展示3	1115	ui.RikiRoleSound9	
1152	6	main201	看板娘展示4	1115	ui.RikiRoleSound10	
1152	7	rikienterlevel1	战斗开始1	1115	ui.RikiRoleSound5_1	
1152	8	rikienterlevel2	战斗开始2	1115	ui.RikiRoleSound5_2	
1152	9	rikiwin1	战斗胜利1	1115	ui.RikiRoleSound6_1	
1152	10	rikiwin2	战斗胜利2	1115	ui.RikiRoleSound6_2	
1152	11	lose	战斗失败	1115	ui.RikiRoleSound7	
1152	12	skill04	连携技/QTE	1115	ui.RikiRoleSound13	
1152	13	skill03	大招	1115	ui.RikiRoleSound14	
1152	14	reload	换弹	1115	ui.RikiRoleSound15	
1152	15	touch	场景交互	1115	ui.RikiRoleSound16	
1152	25	rikitaskfinish1	报告阶段目标达成	1115	ui.RikiRoleSound26	
1152	23	rikiexchange1	人物切换登场	1115	ui.RikiRoleSound24	
1152	18	wavelittle	少量敌人出现	1115	ui.RikiRoleSound19	
1152	19	wavemany	大量敌人出现	1115	ui.RikiRoleSound20	
1152	20	killmonster001	消灭普通敌人	1115	ui.RikiRoleSound21	
1152	21	killmonster002	消灭精英敌人	1115	ui.RikiRoleSound22	
1152	22	killmonster003	消灭boss	1115	ui.RikiRoleSound23	
1152	26	rikitaskfinish2	报告阶段目标达成	1115	ui.RikiRoleSound27	
1152	24	rikiexchange2	人物切换登场	1115	ui.RikiRoleSound25	
1161	1	main001	登陆	1016	ui.RikiRoleSound1	
1161	2	rikigacha	抽卡	1016	ui.RikiRoleSound2	
1161	3	main002	看板娘展示1	1016	ui.RikiRoleSound3	
1161	4	main003	看板娘展示2	1016	ui.RikiRoleSound4	
1161	5	main101	看板娘展示3	1016	ui.RikiRoleSound9	
1161	6	main201	看板娘展示4	1016	ui.RikiRoleSound10	
1161	7	rikienterlevel1	战斗开始1	1016	ui.RikiRoleSound5_1	
1161	8	rikienterlevel2	战斗开始2	1016	ui.RikiRoleSound5_2	
1161	9	rikiwin1	战斗胜利1	1016	ui.RikiRoleSound6_1	
1161	10	rikiwin2	战斗胜利2	1016	ui.RikiRoleSound6_2	
1161	11	lose	战斗失败	1016	ui.RikiRoleSound7	
1161	12	skill04	连携技/QTE	1016	ui.RikiRoleSound13	
1161	13	skill03	大招	1016	ui.RikiRoleSound14	
1161	14	reload	换弹	1016	ui.RikiRoleSound15	
1161	15	touch	场景交互	1016	ui.RikiRoleSound16	
1161	25	rikitaskfinish1	报告阶段目标达成	1016	ui.RikiRoleSound26	
1161	23	rikiexchange1	人物切换登场	1016	ui.RikiRoleSound24	
1161	18	wavelittle	少量敌人出现	1016	ui.RikiRoleSound19	
1161	19	wavemany	大量敌人出现	1016	ui.RikiRoleSound20	
1161	20	killmonster001	消灭普通敌人	1016	ui.RikiRoleSound21	
1161	21	killmonster002	消灭精英敌人	1016	ui.RikiRoleSound22	
1161	22	killmonster003	消灭boss	1016	ui.RikiRoleSound23	
1161	26	rikitaskfinish2	报告阶段目标达成	1016	ui.RikiRoleSound27	
1161	24	rikiexchange2	人物切换登场	1016	ui.RikiRoleSound25	
1171	1	main001	登陆	1017	ui.RikiRoleSound1	
1171	2	rikigacha	抽卡	1017	ui.RikiRoleSound2	
1171	3	main002	看板娘展示1	1017	ui.RikiRoleSound3	
1171	4	main003	看板娘展示2	1017	ui.RikiRoleSound4	
1171	5	main101	看板娘展示3	1017	ui.RikiRoleSound9	
1171	6	main201	看板娘展示4	1017	ui.RikiRoleSound10	
1171	7	rikienterlevel1	战斗开始1	1017	ui.RikiRoleSound5_1	
1171	8	rikienterlevel2	战斗开始2	1017	ui.RikiRoleSound5_2	
1171	9	rikiwin1	战斗胜利1	1017	ui.RikiRoleSound6_1	
1171	10	rikiwin2	战斗胜利2	1017	ui.RikiRoleSound6_2	
1171	11	lose	战斗失败	1017	ui.RikiRoleSound7	
1171	12	skill04	连携技/QTE	1017	ui.RikiRoleSound13	
1171	13	skill03	大招	1017	ui.RikiRoleSound14	
1171	14	reload	换弹	1017	ui.RikiRoleSound15	
1171	15	touch	场景交互	1017	ui.RikiRoleSound16	
1171	25	rikitaskfinish1	报告阶段目标达成	1017	ui.RikiRoleSound26	
1171	23	rikiexchange1	人物切换登场	1017	ui.RikiRoleSound24	
1171	18	wavelittle	少量敌人出现	1017	ui.RikiRoleSound19	
1171	19	wavemany	大量敌人出现	1017	ui.RikiRoleSound20	
1171	20	killmonster001	消灭普通敌人	1017	ui.RikiRoleSound21	
1171	21	killmonster002	消灭精英敌人	1017	ui.RikiRoleSound22	
1171	22	killmonster003	消灭boss	1017	ui.RikiRoleSound23	
1171	26	rikitaskfinish2	报告阶段目标达成	1017	ui.RikiRoleSound27	
1171	24	rikiexchange2	人物切换登场	1017	ui.RikiRoleSound25	
1181	1	rikimain001	登陆	1018	ui.RikiRoleSound1	
1181	2	rikigacha	抽卡	1018	ui.RikiRoleSound2	
1181	3	main002	看板娘展示1	1018	ui.RikiRoleSound3	
1181	4	main003	看板娘展示2	1018	ui.RikiRoleSound4	
1181	5	main101	看板娘展示3	1018	ui.RikiRoleSound9	
1181	6	main201	看板娘展示4	1018	ui.RikiRoleSound10	
1181	7	rikienterlevel1	战斗开始1	1018	ui.RikiRoleSound5_1	
1181	8	rikienterlevel2	战斗开始2	1018	ui.RikiRoleSound5_2	
1181	9	rikiwin1	战斗胜利1	1018	ui.RikiRoleSound6_1	
1181	10	rikiwin2	战斗胜利2	1018	ui.RikiRoleSound6_2	
1181	11	lose	战斗失败	1018	ui.RikiRoleSound7	
1181	12	skill04	连携技/QTE	1018	ui.RikiRoleSound13	
1181	13	skill03	大招	1018	ui.RikiRoleSound14	
1181	14	reload	换弹	1018	ui.RikiRoleSound15	
1181	15	touch	场景交互	1018	ui.RikiRoleSound16	
1181	25	rikitaskfinish1	报告阶段目标达成	1018	ui.RikiRoleSound26	
1181	23	rikiexchange1	人物切换登场	1018	ui.RikiRoleSound24	
1181	18	wavelittle	少量敌人出现	1018	ui.RikiRoleSound19	
1181	19	wavemany	大量敌人出现	1018	ui.RikiRoleSound20	
1181	20	killmonster001	消灭普通敌人	1018	ui.RikiRoleSound21	
1181	21	killmonster002	消灭精英敌人	1018	ui.RikiRoleSound22	
1181	22	killmonster003	消灭boss	1018	ui.RikiRoleSound23	
1181	26	rikitaskfinish2	报告阶段目标达成	1018	ui.RikiRoleSound27	
1181	24	rikiexchange2	人物切换登场	1018	ui.RikiRoleSound25	
1191	1	main001	登陆	1020	ui.RikiRoleSound1	
1191	2	rikigacha	抽卡	1020	ui.RikiRoleSound2	
1191	3	main002	看板娘展示1	1020	ui.RikiRoleSound3	
1191	4	main003	看板娘展示2	1020	ui.RikiRoleSound4	
1191	5	main101	看板娘展示3	1020	ui.RikiRoleSound9	
1191	6	main201	看板娘展示4	1020	ui.RikiRoleSound10	
