BufferID	Buffer蓝图资源	货币GDPL	价格	动态随机	图标	buff名称	描述	描述备注（带数值）	获得次数	稀有度	每次获得的增益	归属流派（ 0.无 1.攻击 2.防御 3.快射 4.慢射 5.技能 6.控制 7.特效）
1401	RandomBuff_78		0	1	1001007	身后无路	当前生命{1}%转化为额外攻击力	当前生命2%转化为额外攻击力	1	5	{{2}}	{2}
1402	RandomBuff_79		0	1	1001005	尚有余力	当前生命越低，防御力越高，防御力最多提升{1}%	当前生命越低，防御力越高，防御力最多提升30%	1	3	{{30}}	{2}
1403	RandomBuff_80		0	1	1001005	临时堡垒	拥有护盾时，射击不消耗子弹，同时射击伤害提升{1}%	拥有护盾时，射击不消耗子弹，同时射击伤害提升30%	1	4	{{30}}	{2}
1404	RandomBuff_81		0	1	1001006	帮帮我吧	受治疗效果提升{1}%	受治疗效果提升14%	1	2	{{14}}	{2}
1405	RandomBuff_82		0	1	1001004	都别想跑	使用爆发技后，对周围5米范围内敌方目标施加迟缓效果，持续{1}秒	使用爆发技后，对周围5米范围内敌方目标施加迟缓效果，持续3秒	1	4	{{3}}	{6}
1406	RandomBuff_83		0	1	1001000	叫醒服务	对处于麻痹状态的目标，射击造成的伤害提升{1}%	对处于麻痹状态的目标，射击造成的伤害提升15%	1	2	{{15}}	{6}
1407	RandomBuff_84		0	1	1001001	胜隙	射击命中处于眩晕状态的目标必定暴击	射击命中处于眩晕状态的目标必定暴击	1	3		{6}
1408	RandomBuff_85		0	1	1001000	可趁之机	射击命中处于被控制状态的目标时，可无视其{1}%的防御	射击命中处于被控制状态的目标时，可无视其50%的防御	1	5	{{50}}	{6}
1409	RandomBuff_86		0	1	1001006	新型药材	射击命中处于被控制状态的目标时，可获得治疗，使当前生命回复最大生命{1}%，触发间隔{2}秒	射击命中处于被控制状态的目标时，可获得治疗，使当前生命回复最大生命1.5%，触发间隔1秒	1	3	{{1.5},{1}}	{6}
1410	RandomBuff_87		0	1	1001004	借力	射击命中冻结状态的目标时，有{1}%概率回复{2}爆发能量，触发间隔{3}秒	射击命中冻结状态的目标时，有80%概率回复1爆发能量，触发间隔1秒	1	3	{{80},{1},{1}}	{6}
1411	RandomBuff_88		0	1	1001001	延迟奇袭	击败目标时，有{1}%概率使其发生爆炸，造成小范围动能类型伤害，并给周围目标施加持续{2}秒的眩晕效果	击败目标时，有50%概率使其发生爆炸，造成小范围动能类型伤害，并给周围目标施加持续2秒的眩晕效果	1	5	{{50},{2}}	{6}
1412	RandomBuff_89		0	1	1001009	余韵	使用爆发技后，周围10米范围内的敌方目标攻击力降低{1}%，持续{2}秒	使用爆发技后，周围10米范围内的敌方目标攻击力降低35%，持续6秒	1	3	{{35},{6}}	{6}
1413	RandomBuff_90		0	1	1001000	速食	射击命中处于被控制状态的目标时，有{1}%概率返还1颗子弹	射击命中处于被控制状态的目标时，有10%概率返还1颗子弹	1	2	{{10}}	{6}
1414	RandomBuff_91		0	1	1001001	闲人勿扰	以自身为中心释放1次震荡波，对周围目标造成动能类型伤害，触发间隔{1}秒	以自身为中心释放1次震荡波，对周围目标造成动能类型伤害，触发间隔5秒	1	4	{{5}}	{7}
1415	RandomBuff_92		0	1	1001001	连坐	射击命中目标时有{1}%概率对其周围3米范围内其他目标造成溅射伤害	射击命中目标时有50%概率对其周围3米范围内其他目标造成溅射伤害	1	4	{{50}}	{4,7}
1416	RandomBuff_93		0	1	1001004	天外支援	召唤落雷攻击距离自身最近的目标，造成一定范围内的电击类型伤害，触发间隔{1}秒	召唤落雷攻击距离自身最近的目标，造成一定范围内的电击类型伤害，触发间隔5秒	1	5	{{5}}	{7}
1417	RandomBuff_94		0	1	1001000	生人勿进	5米范围内的目标受到的伤害提升{1}%	5米范围内的目标受到的伤害提升20%	1	5	{{20}}	{7}
1418	RandomBuff_95		0	1	1001009	科技下蛊	射击命中目标后，使其移动速度降低{1}%，持续{2}秒，期间目标被击败会产生爆炸，造成范围动能类型伤害	射击命中目标后，使其移动速度降低20%，持续4秒，期间目标被击败会产生爆炸，造成范围动能类型伤害	1	4	{{20},{4}}	{6}
1419	RandomBuff_96		0	1	1001008	巅峰时刻	使用爆发技后，获得霸体效果，持续{1}秒，期间造成的伤害提升{2}%，受到的伤害降低{3}%	使用爆发技后，获得霸体效果，持续6秒，期间造成的伤害提升20%，受到的伤害降低20%	1	5	{{6},{20},{20}}	{5}
1420	RandomBuff_97		0	1	1001000	正中罩门	暴击时，该次伤害无视目标{1}%的防御力	暴击时，该次伤害无视目标40%的防御力	1	5	{{40}}	{4}
1421	RandomBuff_98		0	1	1001000	慢工细活	使用狙击枪、霰弹枪和手枪的队员，造成的伤害提升{1}%	使用狙击枪、霰弹枪和手枪的队员，造成的伤害提升15%	1	2	{{15}}	{4}
1422	RandomBuff_99		0	1	1001000	距离刚好	5米范围内，每有1个目标，攻击力和防御力均提升{1}%，最多叠加{2}层	5米范围内，每有1个目标，攻击力和防御力均提升2.5%，最多叠加5层	1	2	{{2.5},{5}}	{4,7}
1423	RandomBuff_100		0	1	1001001	正中奖励	暴击后有{1}%概率装填1颗子弹	暴击后有20%概率装填1颗子弹	1	3	{{20}}	{3}
1424	RandomBuff_101		0	1	1001009	叠甲无用	对目标造成伤害后，对其的跳弹率降低{1}%，持续{2}秒	对目标造成伤害后，对其的跳弹率降低50%，持续4秒	1	5	{{50},{4}}	{3}
1425	RandomBuff_102		0	1	1001000	正面反馈	射击命中目标后，有{1}%的概率攻击力提升{2}%，持续{3}秒，最多叠加{4}层	射击命中目标后，有15%的概率攻击力提升1%，持续8秒，最多叠加50层	1	5	{{15},{1},{8},{50}}	{3}
1426	RandomBuff_103		0	1	1001000	速攻策略	射击速度提升{1}%	射击速度提升10%	1	3	{{10}}	{3}
1427	RandomBuff_104		0	1	1001000	编外子弹	射击时，有{1}%概率额外发射1颗弹丸，该弹丸不会消耗弹药	射击时，有10%概率额外发射1颗弹丸，该弹丸不会消耗弹药	1	3	{{10}}	{3}
1428	RandomBuff_105		0	1	1001012	知道很急	移动速度提升{1}%	移动速度提升20%	1	2	{{20}}	{7}
2105	TDRandomBuff_109		0	1	1001003	零点火力	瞄准射击的伤害提升{1}%	【联机防守专属】瞄准射击的伤害提升40%	1	3	{{40}}	{1,2,3}
2106	TDRandomBuff_110		0	1	1001002	技能强化	常规技能伤害提升{1}%	【联机防守专属】常规技能伤害提升40%	1	4	{{40}}	{1,2,3}
2108	TDRandomBuff_3		0	1	1001001	靶心	暴击率提升{1}%	暴击率提升50%	1	1	{{50}}	{1,2,3}
2114	TDRandomBuff_114		0	1	1001000	沸点	暴击伤害提升{1}%	【联机防守专属】暴击伤害增幅提升50%	1	5	{{50}}	{1,2,3}
2121	TDRandomBuff_47		0	1	1001002	鹰眼	与目标距离越远，瞄准射击伤害提升	与目标距离越远，瞄准射击伤害提升	1	3		{1,2,3}
2123	TDRandomBuff_118		0	1	1001002	敏捷优势	{1}秒未受伤害,常规技能伤害提升{2}%	【联机防守专属】10秒未受伤害,常规技能伤害提升60%	1	3	{{10},{60}}	{1,2,3}
2125	TDRandomBuff_120		0	1	1001007	节能模式	爆发技能量获取效率提升{1}%	【联机防守专属】爆发技能量获取效率提升40%	1	3	{{40}}	{1,2,3}
2126	TDRandomBuff_121		0	1	1001009	常规扩容	弹匣容量提升{1}%	【联机防守专属】弹匣容量提升100%	1	4	{{100}}	{1,2,3}
2205	TDRandomBuff_124		0	1	1001003	动能适配	动能类型伤害提升{1}%	【联机防守专属】动能类型伤害提升30%	1	2	{{30}}	{1,2,3}
2206	TDRandomBuff_125		0	1	1001003	有备无患	弹匣内子弹数量大于{1}%时,射击的伤害提升{2}%	【联机防守专属】弹匣内子弹数量大于50%时,射击的伤害提升40%	1	3	{{50},{40}}	{1,2,3}
2207	TDRandomBuff_126		0	1	1001000	致胜觉悟	最大生命降低{1}%,所有伤害提升{2}%	【联机防守专属】最大生命降低20%,所有伤害提升40%	1	4	{{20},{40}}	{1,2,3}
2208	TDRandomBuff_127		0	1	1001002	破釜沉舟	最大生命降低{1}%,常规技能伤害提升{2}%	【联机防守专属】最大生命降低20%,常规技能伤害提升60%	1	2	{{20},{60}}	{1,2,3}
2209	TDRandomBuff_128		0	1	1001004	高温适配	高温类型伤害提升{1}%	【联机防守专属】高温类型伤害提升30%	1	2	{{30}}	{1,2,3}
2210	TDRandomBuff_129		0	1	1001004	低温适配	低温类型伤害提升{1}%	【联机防守专属】低温类型伤害提升30%	1	2	{{30}}	{1,2,3}
2211	TDRandomBuff_130		0	1	1001004	异能适配	异能类型伤害提升{1}%	【联机防守专属】异能类型伤害提升30%	1	2	{{30}}	{1,2,3}
2212	TDRandomBuff_131		0	1	1001004	电击适配	电击类型伤害提升{1}%	【联机防守专属】电击类型伤害提升30%	1	2	{{30}}	{1,2,3}
2213	TDRandomBuff_132		0	1	1001004	全面适配	所有元素类型的伤害增加{1}%	【联机防守专属】所有元素类型的伤害增加25%	1	5	{{25}}	{1,2,3}
2215	TDRandomBuff_5		0	1	1001003	疾射	暴击后射击速度提升{1}%,持续{2}秒	暴击后射击速度提升25%,持续3秒	1	4	{{25},{3}}	{1,2,3}
2216	TDRandomBuff_50		0	1	1001002	双响	最大爆发能量和当前已获取爆发能量均提升{1}%	最大爆发能量和当前已获取爆发能量均提升50%	1	3	{{50}}	{1,2,3}
2302	TDRandomBuff_19		0	1	1001000	强势首发	弹匣内第一发子弹的伤害提升{1}%	弹匣内第一发子弹的伤害提升100%	1	4	{{100}}	{1,2,3}
2303	TDRandomBuff_22		0	1	1001002	冷却加速	技能急速增加{1}	常规技能使用间隔降低50%	1	5	{{50}}	{1,2,3}
2304	TDRandomBuff_135		0	1	1001003	技不抵力	常规技能伤害降低{1}%,瞄准射击伤害提升{2}%	【联机防守专属】常规技能伤害降低20%,瞄准射击伤害提升60%	1	4	{{20},{60}}	{1,2,3}
2306	TDRandomBuff_137		0	1	1001002	完备	爆发能量值为100时,常规技能伤害提升{1}%	【联机防守专属】爆发能量值为100时,常规技能伤害提升60%	1	4	{{60}}	{1,2,3}
2309	TDRandomBuff_138		0	1	1001001	合理热身	每击败1个敌方目标，暴击率提升{1}%	【联机防守专属】每击败1个敌方目标，暴击率提升1%	1	4	{{1}}	{1,2,3}
2311	TDRandomBuff_54		0	1	1001000	逐渐熟练	每击败1个敌方目标，暴击伤害提升{1}%	每击败1个敌方目标，暴击伤害提升0.5%	1	4	{{0.5}}	{1,2,3}
2312	TDRandomBuff_55		0	1	1001000	士气正盛	爆发能量为100时，暴击伤害提升{1}%	爆发能量为100时，暴击伤害提升80%	1	1	{{80}}	{1,2,3}
2314	TDRandomBuff_57		0	1	1001003	压制时机	暴击后射击伤害提升{1}%，持续{2}秒，该效果最多叠加5层	暴击后射击伤害提升15%，持续3秒，该效果最多叠加5层	1	2	{{15},{3}}	{1,2,3}
2315	TDRandomBuff_58		0	1	1001007	命中激励	暴击后可恢复少量爆发能量	暴击后可恢复1爆发能量	1	3		{1,2,3}
2317	TDRandomBuff_141		0	1	1001007	速攻	击败敌方目标后，射击速度提升{1}%，持续{2}秒	【联机防守专属】击败敌方目标后，射击速度提升40%，持续5秒	1	2	{{40},{5}}	{1,2,3}
2322	TDRandomBuff_65		0	1	1001004	烧掠	射击命中目标时，有{1}%的概率对其施加【灼烧】状态，持续造成高热类型伤害	射击命中目标时，有20%的概率对其施加【灼烧】状态，持续造成高热类型伤害	1	2	{{20}}	{1,2,3}
2323	TDRandomBuff_66		0	1	1001004	电气标记	命中目标时，添加1层【电气】印记，当印记达到{1}层时触发1次电击类型伤害，并施加麻痹状态，持续{2}秒	【联机防守专属】命中目标时，添加1层【电气】印记，当印记达到20层时触发1次50%电击类型伤害，并施加麻痹状态，持续1秒	1	4	{{30},{1}}	{1,2,3}
2324	TDRandomBuff_67		0	1	1001004	特异追袭	射击暴击后，有{1}%概率额外造成1次特异类型伤害，触发间隔{2}秒	射击暴击后，有50%概率额外造成1次特异类型伤害，触发间隔5秒	1	3	{{20},{1}}	{1,2,3}
2325	TDRandomBuff_68		0	1	1001004	低温追袭	射击命中目标时，有{1}%概率额外造成1次低温类型伤害	射击命中目标时，有10%概率额外造成1次低温类型伤害	1	2	{{10}}	{1,2,3}
2327	TDRandomBuff_70		0	1	1001004	特异冲击	射击命中目标时，有{1}%概率引发1次特异震荡波，对范围内的所有地方目标造成特异类型伤害	射击命中目标时，有10%概率引发1次特异震荡波，对范围内的所有敌方目标造成50%特异类型伤害	1	4	{{10}}	{1,2,3}
2328	TDRandomBuff_71		0	1	1001003	强制脆弱	命中目标时为其施加易伤效果，使其受到的射击伤害提升{1}%，持续{2}秒，最多叠加{3}层	命中目标时为其施加易伤效果，使其受到的射击伤害提升4%，持续2.5秒，最多叠加10层	1	4	{{10},{3},{3}}	{1,2,3}
2329	TDRandomBuff_72		0	1	1001004	低温定格	对目标造成最后一击时，引发一次范围低温伤害，并添加冻结效果，持续{1}秒，触发间隔{2}秒	对目标造成最后一击时，引发一次范围低温伤害，并添加冻结效果，持续2秒，触发间隔10秒	1	4	{{2},{10}}	{1,2,3}
2331	TDRandomBuff_142		0	1	1001003	幸运数字	换弹后，你的下{1}发子弹伤害提高{2}%	【联机防守专属】换弹后，你的下4发子弹伤害提高50%	1	4	{{3},{50}}	{1,2,3}
2334	TDRandomBuff_77		0	1	1001000	最佳距离	5米范围内，每存在1个敌对目标，暴击伤害提升{1}%	5米范围内，每存在1个敌对目标，暴击伤害提升20%	1	3	{{20}}	{1,2,3}
2403	TDRandomBuff_80		0	1	1001005	临时堡垒	拥有护盾时，射击不消耗子弹，同时射击伤害提升{1}%	拥有护盾时，射击不消耗子弹，同时射击伤害提升30%	1	4	{{30}}	{1,2,3}
2405	TDRandomBuff_82		0	1	1001004	都别想跑	使用爆发技后，对周围5米范围内敌方目标施加迟缓效果，持续{1}秒	使用爆发技后，对周围5米范围内敌方目标施加迟缓效果，持续3秒	1	4	{{10}}	{1,2,3}
2406	TDRandomBuff_83		0	1	1001000	叫醒服务	对处于麻痹状态的目标，射击造成的伤害提升{1}%	对处于麻痹状态的目标，射击造成的伤害提升15%	1	2	{{50}}	{1,2,3}
2407	TDRandomBuff_84		0	1	1001001	胜隙	射击命中处于眩晕状态的目标必定暴击	射击命中处于眩晕状态的目标必定暴击	1	3		{1,2,3}
2408	TDRandomBuff_85		0	1	1001000	可趁之机	射击命中处于被控制状态的目标时，可无视其{1}%的防御	射击命中处于被控制状态的目标时，可无视其50%的防御	1	5	{{50}}	{1,2,3}
2409	TDRandomBuff_86		0	1	1001006	新型药材	射击命中处于被控制状态的目标时，可获得治疗，使当前生命回复最大生命{1}%，触发间隔{2}秒	射击命中处于被控制状态的目标时，可获得治疗，使当前生命回复最大生命1.5%，触发间隔1秒	1	3	{{1.5},{1}}	{1,2,3}
2410	TDRandomBuff_87		0	1	1001004	借力	射击命中冻结状态的目标时，有{1}%概率回复{2}爆发能量，触发间隔{3}秒	射击命中冻结状态的目标时，有80%概率回复1爆发能量，触发间隔1秒	1	3	{{80},{1},{1}}	{1,2,3}
2411	TDRandomBuff_88		0	1	1001001	延迟奇袭	击败目标时，有{1}%概率使其发生爆炸，造成小范围动能类型伤害，并给周围目标施加持续{2}秒的眩晕效果	击败目标时，有50%概率使其发生爆炸，造成小范围动能类型伤害，并给周围目标施加持续2秒的眩晕效果	1	5	{{20},{1}}	{1,2,3}
2413	TDRandomBuff_90		0	1	1001000	速食	射击命中处于被控制状态的目标时，有{1}%概率返还1颗子弹	射击命中处于被控制状态的目标时，有10%概率返还1颗子弹	1	2	{{100}}	{1,2,3}
2414	TDRandomBuff_91		0	1	1001001	闲人勿扰	以自身为中心释放1次震荡波，对周围目标造成动能类型伤害，触发间隔{1}秒	以自身为中心释放1次震荡波，对周围目标造成动能类型伤害，触发间隔5秒	1	4	{{5}}	{1,2,3}
2415	TDRandomBuff_92		0	1	1001001	连坐	射击命中目标时有{1}%概率对其周围3米范围内其他目标造成溅射伤害	射击命中目标时有50%概率对其周围3米范围内其他目标造成溅射伤害	1	4	{{50}}	{1,2,3}
2416	TDRandomBuff_93		0	1	1001004	天外支援	召唤落雷攻击距离自身最近的目标，造成一定范围内的电击类型伤害，触发间隔{1}秒	召唤落雷攻击距离自身最近的目标，造成一定范围内的电击类型伤害，触发间隔5秒	1	5	{{5}}	{1,2,3}
2417	TDRandomBuff_94		0	1	1001000	生人勿进	5米范围内的目标受到的伤害提升{1}%	5米范围内的目标受到的伤害提升20%	1	5	{{20}}	{1,2,3}
2418	TDRandomBuff_95		0	1	1001009	科技下蛊	射击命中目标后，使其移动速度降低{1}%，持续{2}秒，期间目标被击败会产生爆炸，造成范围动能类型伤害	射击命中目标后，使其移动速度降低20%，持续4秒，期间目标被击败会产生爆炸，造成范围动能类型伤害	1	4	{{20},{4}}	{1,2,3}
2419	TDRandomBuff_96		0	1	1001008	巅峰时刻	使用爆发技后，获得霸体效果，持续{1}秒，期间造成的伤害提升{2}%，受到的伤害降低{3}%	使用爆发技后，获得霸体效果，持续6秒，期间造成的伤害提升20%，受到的伤害降低20%	1	5	{{5},{20},{20}}	{1,2,3}
2420	TDRandomBuff_97		0	1	1001000	正中罩门	暴击时，该次伤害无视目标{1}%的防御力	暴击时，该次伤害无视目标40%的防御力	1	5	{{50}}	{1,2,3}
2421	TDRandomBuff_98		0	1	1001000	慢工细活	使用狙击枪、霰弹枪和手枪的队员，造成的伤害提升{1}%	使用狙击枪、霰弹枪和手枪的队员，造成的伤害提升15%	1	2	{{30}}	{1,2,3}
2422	TDRandomBuff_99		0	1	1001000	距离刚好	5米范围内，每有1个目标，攻击力和防御力均提升{1}%，最多叠加{2}层	5米范围内，每有1个目标，攻击力和防御力均提升2.5%，最多叠加5层	1	2	{{5},{5}}	{1,2,3}
2423	TDRandomBuff_100		0	1	1001001	正中奖励	暴击后有{1}%概率装填1颗子弹	暴击后有20%概率装填1颗子弹	1	3	{{50}}	{1,2,3}
2424	TDRandomBuff_101		0	1	1001009	叠甲无用	对目标造成伤害后，对其的跳弹率降低{1}%，持续{2}秒	对目标造成伤害后，对其的跳弹率降低50%，持续4秒	1	5	{{100},{4}}	{1,2,3}
2425	TDRandomBuff_102		0	1	1001000	正面反馈	射击命中目标后，有{1}%的概率攻击力提升{2}%，持续{3}秒，最多叠加{4}层	射击命中目标后，有15%的概率攻击力提升1%，持续8秒，最多叠加50层	1	5	{{10},{10},{5},{5}}	{1,2,3}
2426	TDRandomBuff_103		0	1	1001000	速攻策略	射击速度提升{1}%	射击速度提升10%	1	3	{{25}}	{1,2,3}
2427	TDRandomBuff_104		0	1	1001000	编外子弹	射击时，有{1}%概率额外发射1颗弹丸，该弹丸不会消耗弹药	射击时，有10%概率额外发射1颗弹丸，该弹丸不会消耗弹药	1	3	{{20}}	{1,2,3}
												
3000	RandomBuff_3000		100	1	1001086	精进·攻击	攻击力提升{1}%	攻击力提升20%/30%	1	1	{{20}}	{0}
3001	RandomBuff_3001		100	1	1001094	精进·技能	技能伤害提升{1}%	技能伤害提高25%/35%	1	1	{{25}}	{0}
3002	RandomBuff_3002		100	1	1001118	精进·射击	射击伤害提升{1}%	射击伤害提升25%/35%	1	1	{{25}}	{0}
3003	RandomBuff_3003		100	1	1001085	精进·暴击伤害	暴击伤害提升{1}%	暴击伤害增幅提高30%/45%	1	1	{{45}}	{0}
3004	RandomBuff_3004		100	1	1001109	护盾·获取	护盾获取效能提升{1}%	护盾获取效能提高20%/30%	1	1	{{20}}	{0}
3005	RandomBuff_3005		100	1	1001090	精进·弹匣	弹匣容量提升{1}%	弹匣容量提高30%/45%(只保留整数)	1	1	{{30}}	{0}
3006	RandomBuff_3006		100	1	1001093	常规·循环	常规能量回复速度提升{1}%	常规能量回复速度提高25%/35%	1	1	{{25}}	{0}
3007	RandomBuff_3007		100	1	1001094	爆发·循环	爆发能量获取率提升{1}%	爆发能量获取率提高25%/35%	1	1	{{35}}	{0}
3008	RandomBuff_3008		100	1	1001092	精进·射速	射击速度提升{1}%	射击速度提升10%/15%	1	1	{{15}}	{0}
3009	RandomBuff_3009		100	1	1001090	精进·换弹	换弹速度提升{1}%	换弹速度提升15%/25%	1	1	{{15}}	{0}
3010	RandomBuff_3010		100	1	1001089	技能·生息	使用技能会回复{1}%最大生命，触发间隔{2}秒	释放技能会回复2%/3%的最大生命值，触发间隔2秒	1	1	{{2},{2}}	{0}
3011	RandomBuff_3011		100	1	1001094	技能·节俭	常规能量、爆发能量的消耗降{1}%	常规/爆发能量消耗降低10%/15%	1	1	{{10}}	{0}
												
3012	RandomBuff_3012		150	1	1001086	反扑	队员在受到伤害后，造成的伤害提升{1}%，持续5秒	受到伤害后使造成伤害提高35%/50%，持续5秒	1	2	{{35}}	{0}
3013	RandomBuff_3013		150	1	1001086	搏乐	对自身周围10米范围内目标造成的伤害提升{1}%	对自身10米内的敌人造成伤害提高35%/50%	1	2	{{35}}	{0}
3014	RandomBuff_3014		150	1	1001085	手感·下次	每次击败目标后的下一次造成的伤害提升{1}%	每次击杀敌人，使下一次造成的伤害提高50%/75%	1	2	{{50}}	{0}
3015	RandomBuff_3015		150	1	1001006	兼顾治疗（旧）	使用常规技能后,恢复{1}%最大生命，冷却时间{2}秒	使用常规技能后,恢复3%最大生命，冷却时间10秒	1	2	{{3},{10}}	{0}
3016	RandomBuff_3016		150	1	1001002	破釜沉舟（旧）	最大生命降低{1}%,常规技能伤害提升{2}%	最大生命降低33%,常规技能伤害提升60%	1	2	{{33},{60}}	{0}
3017	RandomBuff_3017		150	1	1001007	速攻（旧）	击败敌方目标后，射击速度提升{1}%，持续{2}秒	击败敌方目标后，射击速度提升15%，持续5秒	1	2	{{15},{5}}	{0}
3018	RandomBuff_3018		150	1	1001086	代价·对等	队员生命每降低1%，则造成的伤害提升{1}%	当前生命值每降低1%，造成的伤害则提高0.4%/0.6%	1	2	{{0.4}}	{0}
3019	RandomBuff_3019		150	1	1001109	护盾·叠加	每秒获得自身最大生命{1}%的护盾，最多叠加至30层	每秒获得自身最大生命值0.3%/0.7%的护盾，该护盾最多叠加30层	1	2	{{0.3}}	{0}
3020	RandomBuff_3020		150	1	1001086	闪避·强化	每次战术闪避会消耗5%当前生命，然后伤害提升{1}%，持续10秒，队员不会因该效果倒下	每次翻滚后获得50%/75%伤害提升，翻滚会额外消耗5%当前生命，角色不会因此效果死亡，持续10秒	1	2	{{50}}	{0}
3021	RandomBuff_3021		150	1	1001089	生命·盗用	每次射击造成伤害，该伤害的{1}%转化为自身生命	获得1%/1.5%射击生命偷取	1	2	{{1}}	{0}
3022	RandomBuff_3022		150	1	1001090	射击·幸运	每次换弹后{1}秒内射击不消耗子弹，触发间隔10秒	每次换弹后1.6/2.4秒内射击不消耗子弹，有10秒触发间隔	1	2	{{1.6}}	{0}
3023	RandomBuff_3023		150	1	1001090	射击·击败	击败目标时有{1}%概率装填满弹匣	击败敌人有15%/20%概率回满弹匣	1	2	{{20}}	{0}
3024	RandomBuff_3024		150	1	1001107	群斗·热战	一定范围内，每有1个敌方目标，则队员攻击力提升{1}%，最多提升{2}%	10范围内每有一个敌人自身攻击力提高6%/10%，至多提高30%/50%	1	2	{{6},{30}}	{0}
3025	RandomBuff_3025		150	1	1001118	技能·延续	使用技能后{1}秒内射击伤害提升{2}%	释放技能后使接下来5秒内射击伤害提高30%/50%	1	2	{{5},{30}}	{0}
3026	RandomBuff_3026		150	1	1001095	技能·开源	每次技能命中目标，都可回复{1}常规能量，触发间隔{2}秒	每次技能命中为自己回复2/3的常规能量，触发间隔1秒	1	2	{{2},{1}}	{0}
3027	RandomBuff_3027		150	1	1001113	技能·侵蚀	技能命中目标时，使其受到的射击伤害提升{1}%，持续{2}秒	技能命中为目标附加射击伤害易伤，使目标受到的射击伤害提升20%/30%，持续5秒	1	2	{{20},{5}}	{0}
3028	RandomBuff_3028		150	1	1001107	瞄准·低温	瞄准射击获得低温赋能效果，每次瞄准射击额外造成攻击力{1}%的低温类型伤害	瞄准射击获得低温附魔，额外造成自身攻击力10%/15%的低温伤害	1	2	{{10}}	{0}
3029	RandomBuff_3029		150	1	1001092	射击·动能	持续射击状态下，获得赋能效果：每次射击额外造成攻击力{1}%的动能类型伤害	持续射击状态，射击获得动能附魔，额外造成自身攻击力7%/10%的动能伤害	1	2	{{7}}	{0}
3030	RandomBuff_3030		150	1	1001103	代价·高热	当前生命低于50%时，获得赋能效果：每次射击额外造成攻击力{1}%的高热类型伤害	血量低于50%，射击获得高热附魔，额外造成自身攻击力10%/15%的高热伤害	1	2	{{10}}	{0}
3031	RandomBuff_3031		150	1	1001090	技能·电击	使用技能后，获得赋能效果：每次射击额外造成攻击力{1}%的电击类型伤害，持续5秒	释放技能后，射击获得电击附魔，额外造成自身攻击力10%/15%的电击伤害，持续5秒	1	2	{{10}}	{0}
									1			
3032	RandomBuff_3032		200	1	1001086	代价·随机	造成的伤害提升{1}%，但造成伤害时有5%概率消耗自身5%当前生命，触发间隔1秒，队员不会因此倒下	造成的伤害提高45%/65%，但造成伤害时有5%概率消耗自身5%当前生命值，角色不会因此效果死亡，每秒最多消耗1次	1	3	{{65}}	{0}
3033	RandomBuff_3033		200	1	1001086	手感·叠加	击败目标时全伤害提升{1}%，持续10秒，最多叠加至5层	击杀敌人获得9%/13%的全伤害提升，持续10秒，可以叠加5层	1	3	{{9}}	{0}
3034	RandomBuff_3034		200	1	1001086	趁机	对处于控制状态下的目标造成的伤害提升{1}%	对处于控制状态下的目标造成伤害提高50%/75%	1	3	{{50}}	{0}
3035	RandomBuff_3035		200	1	1001108	距离·远处	目标距离自身越远，则对其造成的伤害越高，最多提升{1}%	根据目标距离自己的距离提高造成的伤害，越远造成伤害越高，最多提高50%/75%（在50m降低至0）	1	3	{{50}}	{0}
3036	RandomBuff_3036		200	1	1001003	有备无患（旧）	弹匣内子弹数量大于{1}%时,射击的伤害提升{2}%	【联机防守专属】弹匣内子弹数量大于50%时,射击的伤害提升40%	1	3	{{50},{40}}	{0}
3037	RandomBuff_3037		200	1	1001086	代价·提前	最大生命降低30%，造成的伤害提升{1}%	降低30%最大生命，但造成的伤害提高60%/90%	1	3	{{90}}	{0}
3038	RandomBuff_3038		200	1	1001092	代价·射速	若当前生命低于最大生命，则射击速度提升{1}%	若当前生命不满，则射击速度提高20%/30%	1	3	{{20}}	{0}
3039	RandomBuff_3039		200	1	1001087	代价·温和	当前生命低于最大生命80%时，受到的最终伤害降低{1}%	血量低于80%时受到的最终伤害降低20%/30%	1	3	{{20}}	{0}
3040	RandomBuff_3040		200	1	1001082	囤积·射击	弹匣内每有1颗子弹，射击伤害提升{1}%	弹匣内每颗子弹都会使角色射击伤害提高2%/3%	1	3	{{2}}	{0}
3041	RandomBuff_3041		200	1	1001082	射击·随性	非瞄准射击伤害提升{1}%，武器稳定性提升{2}%	非瞄准射击伤害提高45%/65%，且武器稳定性提高20%	1	3	{{45},{20}}	{0}
3042	RandomBuff_3042		200	1	1001103	追击·射击	连续射击命中同一目标5次时，射击对其额外造成攻击力{1}%的高热类型伤害并将其击退，切换目标时计数重置	连续射击同一名敌人超过5次后，射击会对该敌人额外造成造成攻击力12%/18%的高热伤害并附带击退效果，切换射击目标时计数重置	1	3	{{18}}	{0}
3043	RandomBuff_3043		200	1	1001095	技能·循环	使用主动技能消耗的常规能量，按{1}%的比例转化为爆发能量；使用主动技能消耗的爆发能量，按{2}%的比例转化为常规能量	释放主动技能消耗的常规能量会按照50%的比例转化为爆发能量，释放主动技能消耗的爆发能量会按照10%的比例转化为常规能量	1	3	{{50},{10}}	{0}
