Id	备注	关卡类型(0、通常关,1、Boss关,2、剧情,3、重要,4、爬塔关,5、Boss挑战关,6、联机)	场景类型1	关卡名字	关卡Icon	地图ID	战斗逻辑配置ID	解锁条件	体力消耗(包含进入和通关)	出场怪物信息{{G,D,P,L}}	关联growintensity怪物强度模板	推荐战力	玩家经验值	角色经验值	队伍规则	首次达成星级奖励	首通掉落ID	固定掉落ID	随机掉落ID	UI展示物品{{G,D,P,L,N}}	UI展示随机物品{{G,D,P,L,N}}	UI展示首通物品{{G,D,P,L,N}}	Boss概念图	关卡概念图	任务资源	词缀ID-Skill（table）	词缀ID-Modifire（table）	不添加效果的怪物类型（table 0普通怪 1精英怪 2BOSS）	激活的subtask（string）	支线任务ID	怪物等级	荣誉积分（每个task）	显示积分	词缀图标	词缀品质	任务图标	说明图	荣誉结算分	通关加成积分	关卡词缀(禁域协议)
9317	勇者游戏挑战（路线3）	6	15	ui.TxtOnlineLevel3	1804056	9301	10			{{1,2,1,1}}	9	12345	0	0		1		6011		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9318	勇者游戏挑战（路线3）	6	16	ui.TxtOnlineLevel3	1804056	9303	10			{{1,2,1,1}}	9	12345	0	0		1		6011		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9319	勇者游戏挑战（路线3）	6	16	ui.TxtOnlineLevel3	1804056	9303	10			{{1,2,1,1}}	9	12345	0	0		1		6011		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9320	勇者游戏挑战（路线3）	6	16	ui.TxtOnlineLevel3	1804056	9303	10			{{1,2,1,1}}	9	12345	0	0		1		6011		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
																																								
9331	DLC7-勇者游戏挑战（路线1）	6	17	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6005		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
																																								
9333	DLC7-勇者游戏挑战（路线3）	6	17	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6005		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9334	DLC7-勇者游戏挑战（路线3）	6	18	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6005		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9335	DLC7-勇者游戏挑战（路线3）	6	18	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6005		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9336	DLC7-勇者游戏挑战（路线3）	6	18	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6005		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
																																								
9338	DLC7-勇者游戏挑战（路线3）	6	19	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6005		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
																																								
																																								
9801	联机噩梦-深水区-Lv.80-自爆-支线	6	9801	ui.TxtTutorialMulti09	1803070	9800	10			{{1,2,1,1}}	18		0	0		1								1801003	MultiTask/RandomTest/MultTask_9801	{8500006}		{2}		101	80	40	240	1001186						
9802	联机噩梦-深水区-Lv.80-入侵A	6	9802	ui.TxtTutorialMulti09	1803070	9800	10			{{1,2,1,1}}	18		0	0		1								1801003	MultiTask/RandomTest/MultTask_9801				8901		80	40	240	1001184						
9803	联机噩梦-深水区-Lv.80-自爆	6	9803	ui.TxtTutorialMulti09	1803070	9800	10			{{1,2,1,1}}	18		0	0		1								1801003	MultiTask/RandomTest/MultTask_9801	{8500004}		{2}			80	40	240	1001186						
9804	联机噩梦-深水区-Lv.80-入侵B-支线	6	9804	ui.TxtTutorialMulti09	1803070	9800	10			{{1,2,1,1}}	18		0	0		1								1801003	MultiTask/RandomTest/MultTask_9801				8902	101	80	40	240	1001184						
9805	联机噩梦-深水区-Lv.70-自爆	6	9805	ui.TxtTutorialMulti09	1803070	9800	10			{{1,2,1,1}}	18		0	0		1								1801003	MultiTask/RandomTest/MultTask_9801	{8500005}		{2}			70	35	210	1001186						
9806	联机噩梦-深水区-Lv.70-入侵	6	9806	ui.TxtTutorialMulti09	1803070	9800	10			{{1,2,1,1}}	18		0	0		1								1801003	MultiTask/RandomTest/MultTask_9801				8900		70	35	210	1001184						
9807	联机噩梦-深水区-Lv.70-自爆-支线	6	9807	ui.TxtTutorialMulti09	1803070	9800	10			{{1,2,1,1}}	18		0	0		1								1801003	MultiTask/RandomTest/MultTask_9801	{8500004}		{2}		102	70	35	210	1001186						
9808	联机噩梦-深水区-Lv.60	6	9808	ui.TxtTutorialMulti09	1803070	9800	10			{{1,2,1,1}}	18		0	0		1								1801003	MultiTask/RandomTest/MultTask_9801						60	25	150							
9809	联机噩梦-深水区-Lv.60	6	9809	ui.TxtTutorialMulti09	1803070	9800	10			{{1,2,1,1}}	18		0	0		1								1801003	MultiTask/RandomTest/MultTask_9801						60	25	150							
																																								
9811	联机噩梦-生态球-Lv.80-自爆-支线	6	9811	ui.TxtTutorialMulti10	1803075	9810	10			{{1,2,1,1}}	18		0	0		1								1803062	MultiTask/RandomTest/MultTask_9802	{8500006}		{2}		101	80	40	240	1001186						
9812	联机噩梦-生态球-Lv.80-入侵A	6	9812	ui.TxtTutorialMulti10	1803075	9810	10			{{1,2,1,1}}	18		0	0		1								1803062	MultiTask/RandomTest/MultTask_9802				8901		80	40	240	1001184						
9813	联机噩梦-生态球-Lv.80-自爆-支线	6	9813	ui.TxtTutorialMulti10	1803075	9810	10			{{1,2,1,1}}	18		0	0		1								1803062	MultiTask/RandomTest/MultTask_9802	{8500004}		{2}			80	40	240	1001186						
9814	联机噩梦-生态球-Lv.80-入侵B-支线	6	9814	ui.TxtTutorialMulti10	1803075	9810	10			{{1,2,1,1}}	18		0	0		1								1803062	MultiTask/RandomTest/MultTask_9802				8902	101	80	40	240	1001184						
9815	联机噩梦-生态球-Lv.70-自爆	6	9815	ui.TxtTutorialMulti10	1803075	9810	10			{{1,2,1,1}}	18		0	0		1								1803062	MultiTask/RandomTest/MultTask_9802	{8500005}		{2}			70	35	210	1001186						
9816	联机噩梦-生态球-Lv.70-入侵	6	9816	ui.TxtTutorialMulti10	1803075	9810	10			{{1,2,1,1}}	18		0	0		1								1803062	MultiTask/RandomTest/MultTask_9802				8900		70	35	210	1001184						
9817	联机噩梦-生态球-Lv.70-自爆-支线	6	9817	ui.TxtTutorialMulti10	1803075	9810	10			{{1,2,1,1}}	18		0	0		1								1803062	MultiTask/RandomTest/MultTask_9802	{8500004}		{2}		102	70	35	210	1001186						
9818	联机噩梦-生态球-Lv.60	6	9818	ui.TxtTutorialMulti10	1803075	9810	10			{{1,2,1,1}}	18		0	0		1								1803062	MultiTask/RandomTest/MultTask_9802						60	25	150							
9819	联机噩梦-生态球-Lv.60	6	9819	ui.TxtTutorialMulti10	1803075	9810	10			{{1,2,1,1}}	18		0	0		1								1803062	MultiTask/RandomTest/MultTask_9802						60	25	150							
																																								
9821	联机噩梦-零区-Lv.80-自爆-支线	6	9821	ui.TxtTutorialMulti11	1803070	9820	10			{{1,2,1,1}}	18		0	0		1								1801000	MultiTask/RandomTest/MultTask_9820	{8500006}		{2}		101	80	40	240	1001184						
9822	联机噩梦-零区-Lv.80-入侵A	6	9822	ui.TxtTutorialMulti11	1803070	9820	10			{{1,2,1,1}}	18		0	0		1								1801000	MultiTask/RandomTest/MultTask_9820				8901		80	40	240	1001186						
9823	联机噩梦-零区-Lv.80-自爆-支线	6	9823	ui.TxtTutorialMulti11	1803070	9820	10			{{1,2,1,1}}	18		0	0		1								1801000	MultiTask/RandomTest/MultTask_9820	{8500004}		{2}			80	40	240	1001184						
9824	联机噩梦-零区-Lv.80-入侵B-支线	6	9824	ui.TxtTutorialMulti11	1803070	9820	10			{{1,2,1,1}}	18		0	0		1								1801000	MultiTask/RandomTest/MultTask_9820				8902	101	80	40	240	1001186						
9825	联机噩梦-零区-Lv.70-自爆	6	9825	ui.TxtTutorialMulti11	1803070	9820	10			{{1,2,1,1}}	18		0	0		1								1801000	MultiTask/RandomTest/MultTask_9820	{8500006}		{2}			70	40	200	1001186						
9826	联机噩梦-零区-Lv.70-入侵	6	9826	ui.TxtTutorialMulti11	1803070	9820	10			{{1,2,1,1}}	18		0	0		1								1801000	MultiTask/RandomTest/MultTask_9820						70	35	210	1001186						
9827	联机噩梦-零区-Lv.70-自爆-支线	6	9827	ui.TxtTutorialMulti11	1803070	9820	10			{{1,2,1,1}}	18		0	0		1								1801000	MultiTask/RandomTest/MultTask_9820	{8500004}		{2}			70	40	200	1001186						
9828	联机噩梦-零区-Lv.60	6	9828	ui.TxtTutorialMulti11	1803070	9820	10			{{1,2,1,1}}	18		0	0		1								1801000	MultiTask/RandomTest/MultTask_9820	{8500005}		{2}			60	30	150	1001186						
9829	联机噩梦-零区-Lv.60	6	9829	ui.TxtTutorialMulti11	1803070	9820	10			{{1,2,1,1}}	18		0	0		1								1801000	MultiTask/RandomTest/MultTask_9820						60	25	150							
																																								
9831	联机噩梦-雪地-Lv.80-自爆-支线	6	9831	ui.TxtTutorialMulti12	1803072	9830	10			{{1,2,1,1}}	18		0	0		1								1801016	MultiTask/RandomTest/MultTask_9830	{8500006}		{2}		101	80	40	240	1001186						
9832	联机噩梦-雪地-Lv.80-入侵A	6	9832	ui.TxtTutorialMulti12	1803072	9830	10			{{1,2,1,1}}	18		0	0		1								1801016	MultiTask/RandomTest/MultTask_9830				8901		80	40	240	1001184						
9833	联机噩梦-雪地-Lv.80-自爆-支线	6	9833	ui.TxtTutorialMulti12	1803072	9830	10			{{1,2,1,1}}	18		0	0		1								1801016	MultiTask/RandomTest/MultTask_9830	{8500004}		{2}			80	40	240	1001186						
9834	联机噩梦-雪地-Lv.80-入侵B-支线	6	9834	ui.TxtTutorialMulti12	1803072	9830	10			{{1,2,1,1}}	18		0	0		1								1801016	MultiTask/RandomTest/MultTask_9830				8902	101	80	40	240	1001184						
9835	联机噩梦-雪地-Lv.70-自爆	6	9835	ui.TxtTutorialMulti12	1803072	9830	10			{{1,2,1,1}}	18		0	0		1								1801016	MultiTask/RandomTest/MultTask_9830	{8500005}		{2}			70	35	210	1001186						
9836	联机噩梦-雪地-Lv.70-入侵	6	9836	ui.TxtTutorialMulti12	1803072	9830	10			{{1,2,1,1}}	18		0	0		1								1801016	MultiTask/RandomTest/MultTask_9830				8900		70	35	210	1001184						
9837	联机噩梦-雪地-Lv.70-自爆-支线	6	9837	ui.TxtTutorialMulti12	1803072	9830	10			{{1,2,1,1}}	18		0	0		1								1801016	MultiTask/RandomTest/MultTask_9830	{8500004}		{2}		102	70	35	210	1001186						
9838	联机噩梦-雪地-Lv.60	6	9838	ui.TxtTutorialMulti12	1803072	9830	10			{{1,2,1,1}}	18		0	0		1								1801016	MultiTask/RandomTest/MultTask_9830						60	25	150							
9839	联机噩梦-雪地-Lv.60	6	9839	ui.TxtTutorialMulti12	1803072	9830	10			{{1,2,1,1}}	18		0	0		1								1801016	MultiTask/RandomTest/MultTask_9830						60	25	150							
																																								
9841	联机噩梦-污染区-Lv.80-自爆-支线	6	9841	ui.TxtTutorialMulti13	1803071	9840	10			{{1,2,1,1}}	18		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500006}		{2}		101	80	40	240	1001186						
9842	联机噩梦-污染区-Lv.80-入侵A	6	9842	ui.TxtTutorialMulti13	1803071	9840	10			{{1,2,1,1}}	18		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840				8901		80	40	240	1001184						
9843	联机噩梦-污染区-Lv.80-自爆-支线	6	9843	ui.TxtTutorialMulti13	1803071	9840	10			{{1,2,1,1}}	18		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500004}		{2}			80	40	240	1001186						
9844	联机噩梦-污染区-Lv.80-入侵B-支线	6	9844	ui.TxtTutorialMulti13	1803071	9840	10			{{1,2,1,1}}	18		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840				8902	101	80	40	240	1001184						
9845	联机噩梦-污染区-Lv.70-自爆	6	9845	ui.TxtTutorialMulti13	1803071	9840	10			{{1,2,1,1}}	18		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500005}		{2}			70	35	210	1001186						
9846	联机噩梦-污染区-Lv.70-入侵	6	9846	ui.TxtTutorialMulti13	1803071	9840	10			{{1,2,1,1}}	18		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840				8900		70	35	210	1001184						
9847	联机噩梦-污染区-Lv.70-自爆-支线	6	9847	ui.TxtTutorialMulti13	1803071	9840	10			{{1,2,1,1}}	18		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500004}		{2}		102	70	35	210	1001186						
9848	联机噩梦-污染区-Lv.60	6	9848	ui.TxtTutorialMulti13	1803071	9840	10			{{1,2,1,1}}	18		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840						60	25	150							
9849	联机噩梦-污染区-Lv.60	6	9849	ui.TxtTutorialMulti13	1803071	9840	10			{{1,2,1,1}}	18		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840						60	25	150							
																																								
9851	联机噩梦-商场-Lv.80	6	9851	ui.TxtTutorialMulti14	1803074	9850	10			{{1,2,1,1}}	18		0	0		1								1803056	MultiTask/RandomTest/MultTask_9850						80	40	240							
9852	联机噩梦-商场-Lv.80	6	9852	ui.TxtTutorialMulti14	1803074	9850	10			{{1,2,1,1}}	18		0	0		1								1803056	MultiTask/RandomTest/MultTask_9850						80	40	240							
9853	联机噩梦-商场-Lv.80	6	9853	ui.TxtTutorialMulti14	1803074	9850	10			{{1,2,1,1}}	18		0	0		1								1803056	MultiTask/RandomTest/MultTask_9850						80	40	240							
9854	联机噩梦-商场-Lv.80	6	9854	ui.TxtTutorialMulti14	1803074	9850	10			{{1,2,1,1}}	18		0	0		1								1803056	MultiTask/RandomTest/MultTask_9850						80	40	240							
9855	联机噩梦-商场-Lv.70-自爆1	6	9855	ui.TxtTutorialMulti14	1803074	9850	10			{{1,2,1,1}}	18		0	0		1								1803056	MultiTask/RandomTest/MultTask_9850	{8500006}		{2}			70	35	210	1001186						
9856	联机噩梦-商场-Lv.70	6	9856	ui.TxtTutorialMulti14	1803074	9850	10			{{1,2,1,1}}	18		0	0		1								1803056	MultiTask/RandomTest/MultTask_9850						70	35	210							
9857	联机噩梦-商场-Lv.70-自爆2	6	9857	ui.TxtTutorialMulti14	1803074	9850	10			{{1,2,1,1}}	18		0	0		1								1803056	MultiTask/RandomTest/MultTask_9850	{8500004}		{2}			70	35	210	1001186						
9858	联机噩梦-商场-Lv.60-自爆3	6	9858	ui.TxtTutorialMulti14	1803074	9850	10			{{1,2,1,1}}	18		0	0		1								1803056	MultiTask/RandomTest/MultTask_9850	{8500005}		{2}			60	25	150	1001186						
9859	联机噩梦-商场-Lv.60	6	9859	ui.TxtTutorialMulti14	1803074	9850	10			{{1,2,1,1}}	18		0	0		1								1803056	MultiTask/RandomTest/MultTask_9850						60	25	150							
																																								
9860	DLC2.2联机噩梦2期-普通-推车-1（雪地）	6	9860	ui.TxtTutorialMulti13	1803071	9860	10			{{1,2,1,1}}	10		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500006}					-1		240	1001186	1700163	1001285	138	300	{{50,20},{30,40}}	
9861	DLC2.2联机噩梦2期-普通-推车-2（沙漠）	6	9861	ui.TxtTutorialMulti13	1803071	9861	10			{{1,2,1,1}}	10		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500006}					-1		240	1001186	1700163	1001285	138	300	{{50,20},{30,40}}	
9862	DLC2.2联机噩梦2期-噩梦-推车-1（雪地）	6	9862	ui.TxtTutorialMulti13	1803071	9860	10			{{1,2,1,1}}	11		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500006}					80		240	1001186	1700163	1001285	138	350	{{50,20},{30,40}}	
9863	DLC2.2联机噩梦2期-噩梦-推车-2（沙漠）	6	9863	ui.TxtTutorialMulti13	1803071	9861	10			{{1,2,1,1}}	11		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500006}					80		240	1001186	1700163	1001285	138	350	{{50,20},{30,40}}	
9870	DLC2.2联机噩梦2期-普通-死斗-1	6	9870	ui.TxtTutorialMulti13	1803071	9870	10			{{1,2,1,1}}	10		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500004}		{2}			-1		240	1001184	1700164	1001282	141	300	{{50,20},{30,40}}	
9871	DLC2.2联机噩梦2期-普通-死斗-2	6	9871	ui.TxtTutorialMulti13	1803071	9871	10			{{1,2,1,1}}	10		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500004}		{2}			-1		240	1001184	1700164	1001282	141	300	{{50,20},{30,40}}	
9872	DLC2.2联机噩梦2期-噩梦-死斗-1	6	9872	ui.TxtTutorialMulti13	1803071	9870	10			{{1,2,1,1}}	11		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500004}		{2}			80		240	1001184	1700164	1001282	141	350	{{50,20},{30,40}}	
9873	DLC2.2联机噩梦2期-噩梦-死斗-2	6	9873	ui.TxtTutorialMulti13	1803071	9871	10			{{1,2,1,1}}	11		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500004}		{2}			80		240	1001184	1700164	1001282	141	350	{{50,20},{30,40}}	
9880	DLC2.2联机噩梦2期-普通-人质-1	6	9880	ui.TxtTutorialMulti13	1803071	9880	10			{{1,2,1,1}}	10		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500005}		{2}			-1		240	1001186	1700165	1001283	142	300	{{50,20},{30,40}}	
9881	DLC2.2联机噩梦2期-普通-人质-2	6	9881	ui.TxtTutorialMulti13	1803071	9881	10			{{1,2,1,1}}	10		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500005}		{2}			-1		240	1001186	1700165	1001283	142	300	{{50,20},{30,40}}	
9882	DLC2.2联机噩梦2期-噩梦-人质-1	6	9882	ui.TxtTutorialMulti13	1803071	9880	10			{{1,2,1,1}}	11		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500005}		{2}			80		240	1001186	1700165	1001283	142	350	{{50,20},{30,40}}	
9883	DLC2.2联机噩梦2期-噩梦-人质-2	6	9883	ui.TxtTutorialMulti13	1803071	9881	10			{{1,2,1,1}}	11		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8500005}		{2}			80		240	1001186	1700165	1001283	142	350	{{50,20},{30,40}}	
9890	DLC2.2联机噩梦2期-普通-双Boss-1	6	9890	ui.TxtTutorialMulti13	1803071	9890	10			{{1,2,1,1}}	10		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8412002}					-1		240	1001276	1700164	1001287	140	300	{{50,20},{30,40}}	
9891	DLC2.2联机噩梦2期-普通-双Boss-2	6	9891	ui.TxtTutorialMulti13	1803071	9891	10			{{1,2,1,1}}	10		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8412002}					-1		240	1001276	1700164	1001287	140	300	{{50,20},{30,40}}	
9892	DLC2.2联机噩梦2期-噩梦-双Boss-1	6	9892	ui.TxtTutorialMulti13	1803071	9890	10			{{1,2,1,1}}	11		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8412002}					80		240	1001276	1700164	1001287	140	350	{{50,20},{30,40}}	
9893	DLC2.2联机噩梦2期-噩梦-双Boss-2	6	9893	ui.TxtTutorialMulti13	1803071	9891	10			{{1,2,1,1}}	11		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8412002}					80		240	1001276	1700164	1001287	140	350	{{50,20},{30,40}}	
9894	DLC2.2联机噩梦2期-普通-波次-1	6	9894	ui.TxtTutorialMulti13	1803071	9894	10			{{1,2,1,1}}	10		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8411001}		{2}			-1		240	1001280	1700163	1001286	139	300	{{50,20},{30,40}}	
9895	DLC2.2联机噩梦2期-普通-波次-2	6	9895	ui.TxtTutorialMulti13	1803071	9895	10			{{1,2,1,1}}	10		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8411001}		{2}			-1		240	1001280	1700163	1001286	139	300	{{50,20},{30,40}}	
9896	DLC2.2联机噩梦2期-噩梦-波次-1	6	9896	ui.TxtTutorialMulti13	1803071	9894	10			{{1,2,1,1}}	11		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8411001}		{2}			80		240	1001280	1700163	1001286	139	350	{{50,20},{30,40}}	
9897	DLC2.2联机噩梦2期-噩梦-波次-2	6	9897	ui.TxtTutorialMulti13	1803071	9895	10			{{1,2,1,1}}	11		0	0		1								1801015	MultiTask/RandomTest/MultTask_9840	{8411001}		{2}			80		240	1001280	1700163	1001286	139	350	{{50,20},{30,40}}	
																																								
																																								
9340	勇者游戏挑战（路线1）	6	31	ui.TxtOnlineLevel3	1804056	9301	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9341	勇者游戏挑战（路线1）	6	31	ui.TxtOnlineLevel3	1804056	9301	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9342	勇者游戏挑战（路线1）	6	31	ui.TxtOnlineLevel3	1804056	9301	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9343	勇者游戏挑战（路线1）	6	32	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9344	勇者游戏挑战（路线1）	6	32	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9345	勇者游戏挑战（路线1）	6	32	ui.TxtOnlineLevel3	1804056	9302	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9346	勇者游戏挑战（路线1）	6	33	ui.TxtOnlineLevel3	1804056	9303	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9347	勇者游戏挑战（路线1）	6	33	ui.TxtOnlineLevel3	1804056	9303	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9348	勇者游戏挑战（路线1）	6	33	ui.TxtOnlineLevel3	1804056	9303	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
9349	勇者游戏挑战（路线1）	6	33	ui.TxtOnlineLevel3	1804056	9303	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}				MultiTask/RandomTest/MultTask_9301															
																																								
9600	2.2海姆向前冲竞速1	6	9600	ui.TxtOnlineLevel3	1804056	9600	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}																			
9601	2.2海姆向前冲竞速2	6	9601	ui.TxtOnlineLevel3	1804056	9601	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}																			
9602	2.2海姆向前冲竞速3	6	9602	ui.TxtOnlineLevel3	1804056	9602	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}																			
9603	2.2海姆向前冲竞速4	6	9603	ui.TxtOnlineLevel3	1804056	9603	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}																			
9604	2.2海姆向前冲竞速5	6	9604	ui.TxtOnlineLevel3	1804056	9604	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}																			
9605	2.2海姆向前冲竞速6	6	9605	ui.TxtOnlineLevel3	1804056	9605	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}																			
9606	2.2海姆向前冲竞速7	6	9606	ui.TxtOnlineLevel3	1804056	9606	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}																			
9607	2.2海姆向前冲生存8	6	9607	ui.TxtOnlineLevel3	1804056	9607	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}																			
9608	2.2海姆向前冲生存9	6	9608	ui.TxtOnlineLevel3	1804056	9608	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}																			
9609	2.2海姆向前冲生存10	6	9609	ui.TxtOnlineLevel3	1804056	9609	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}																			
9610	2.2海姆向前冲积分11	6	9610	ui.TxtOnlineLevel3	1804056	9610	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}																			
9611	2.2海姆向前冲积分12	6	9611	ui.TxtOnlineLevel3	1804056	9611	10			{{1,2,1,1}}	9	12345	0	0		1		6007		{{4,3,2,1,1},{5,3,1,3,1},{4,3,1,1,1}}	{{5,6,1,2,1}}																			
																																								
9701	DLC2.2禁区协议普通01关	6	9701	ui.TxtOnlineLevel3	1804056	9701	10			{{1,2,1,1}}	20		0	0		1									MultiTask/RandomTest/ForbidZone_01/Multi_ForbidZone_9701							80	240							
