字符串索引	中文简体	1=临时文案  0和不填都=正式文案	//备注
giftbox50_des	跃升Ⅱ·武器定制包	0	
			
giftbox51	跃升Ⅲ·武器定制包	0	
giftbox51_use	礼包	0	
giftbox51_des	跃升Ⅲ·武器定制包	0	
			
giftbox52	跃升Ⅴ·顶级物资包	0	
giftbox52_use	礼包	0	
giftbox52_des	跃升Ⅴ·顶级物资包	0	
			
giftbox53	跃升Ⅳ·天启者聘任包	0	
giftbox53_use	礼包	0	
giftbox53_des	跃升Ⅳ·天启者聘任包	0	
			
giftbox54	跃升Ⅵ·常规物资包	0	
giftbox54_use	礼包	0	
giftbox54_des	跃升Ⅵ·常规物资包	0	
			
giftbox55	锋啸·豪华物资包	0	
giftbox55_use	礼包	0	
giftbox55_des	锋啸·豪华物资包	0	
			
giftbox56	纷舞·天启者聘任包	0	
giftbox56_use	礼包	0	
giftbox56_des	纷舞·天启者聘任包	0	
			
giftbox57	缀刃·武器定制包	0	
giftbox57_use	礼包	0	
giftbox57_des	缀刃·武器定制包	0	
			
giftbox58	绚空·顶级物资包	0	
giftbox58_use	礼包	0	
giftbox58_des	绚空·顶级物资包	0	
			
giftbox59	绅语·资金包	0	
giftbox59_use	礼包	0	
giftbox59_des	绅语·资金包	0	
			
giftbox60	循武·每日物资包	0	
giftbox60_use	礼包	0	
giftbox60_des	循武·每日物资包	0	
			
giftbox61	新缘·每周天启者聘任包	0	
giftbox61_use	礼包	0	
giftbox61_des	新缘·每周天启者聘任包	0	
			
giftbox62	续行·每周天启者聘任包	0	
giftbox62_use	礼包	0	
giftbox62_des	续行·每周天启者聘任包	0	
			
giftbox63	织运·成长物资包	0	
giftbox63_use	礼包	0	
giftbox63_des	织运·成长物资包	0	
			
giftbox64	绮梦·成长物资包	0	
giftbox64_use	礼包	0	
giftbox64_des	绮梦·成长物资包	0	
			
giftbox65	缚思·成长物资包	0	
giftbox65_use	礼包	0	
giftbox65_des	缚思·成长物资包	0	
			
giftbox66	绣程·后勤提升包	0	
giftbox66_use	礼包	0	
giftbox66_des	绣程·后勤提升包	0	
			
giftbox67	绾春·天启者聘任包	0	
giftbox67_use	礼包	0	
giftbox67_des	绾春·天启者聘任包	0	
			
giftbox68	炎逢·每周天启者聘任包	0	
giftbox68_use	礼包	0	
giftbox68_des	炎逢·每周天启者聘任包	0	
			
giftbox69	炬魂·天启者聘任包	0	
giftbox69_use	礼包	0	
giftbox69_des	炬魂·天启者聘任包	0	
			
giftbox70	熔骨·武器定制包	0	
giftbox70_use	礼包	0	
giftbox70_des	熔骨·武器定制包	0	
			
giftbox71	熳原·豪华物资包	0	
giftbox71_use	礼包	0	
giftbox71_des	熳原·豪华物资包	0	
			
giftbox72	炯径·资金包	0	
giftbox72_use	礼包	0	
giftbox72_des	炯径·资金包	0	
			
giftbox73	烽灵·成长物资包	0	
giftbox73_use	礼包	0	
giftbox73_des	烽灵·成长物资包	0	
			
giftbox74	焰道·成长物资包	0	
giftbox74_use	礼包	0	
giftbox74_des	焰道·成长物资包	0	
			
giftbox75	焕想·成长物资包	0	
giftbox75_use	礼包	0	
giftbox75_des	焕想·成长物资包	0	
			
giftbox76	烁才·后勤提升包	0	
giftbox76_use	礼包	0	
giftbox76_des	烁才·后勤提升包	0	
		0	
giftbox77	涅荫·每周天启者聘任包	0	
giftbox77_use	礼包	0	
giftbox77_des	涅荫·每周天启者聘任包	0	
giftbox78	灏夜·天启者聘任包	0	
giftbox78_use	礼包	0	
giftbox78_des	灏夜·天启者聘任包	0	
giftbox79	浣锋·武器定制包	0	
giftbox79_use	礼包	0	
giftbox79_des	浣锋·武器定制包	0	
giftbox80	澄镜·顶级物资包	0	
giftbox80_use	礼包	0	
giftbox80_des	澄镜·顶级物资包	0	
giftbox81	渥圃·资金包	0	
giftbox81_use	礼包	0	
giftbox81_des	渥圃·资金包	0	
giftbox82	渺念·成长物资包	0	
giftbox82_use	礼包	0	
giftbox82_des	渺念·成长物资包	0	
giftbox83	深忆·成长物资包	0	
giftbox83_use	礼包	0	
giftbox83_des	深忆·成长物资包	0	
giftbox84	浚虑·成长物资包	0	
giftbox84_use	礼包	0	
giftbox84_des	浚虑·成长物资包	0	
giftbox85	澹学·后勤提升包	0	
giftbox85_use	礼包	0	
giftbox85_des	澹学·后勤提升包	0	
giftbox86	蔓桥·天启者聘任包	0	
giftbox86_use	礼包	0	
giftbox86_des	蔓桥·天启者聘任包	0	
giftbox87	荆丛·武器定制包	0	
giftbox87_use	礼包	0	
giftbox87_des	荆丛·武器定制包	0	
giftbox88	蓑羽·资金包	0	
giftbox88_use	礼包	0	
giftbox88_des	蓑羽·资金包	0	
giftbox89	荧魂·成长物资包	0	
giftbox89_use	礼包	0	
giftbox89_des	荧魂·成长物资包	0	
giftbox90	萱思·成长物资包	0	
giftbox90_use	礼包	0	
giftbox90_des	萱思·成长物资包	0	
giftbox91	苇绪·成长物资包	0	
giftbox91_use	礼包	0	
giftbox91_des	苇绪·成长物资包	0	
giftbox92	萃肄·后勤提升包	0	
giftbox92_use	礼包	0	
giftbox92_des	萃肄·后勤提升包	0	
giftbox93	焕月·每月天启者聘任包	0	
giftbox93_use	礼包	0	
giftbox93_des	焕月·每月天启者聘任包	0	
giftbox94	藏墟·每周天启者聘任包	0	
giftbox94_use	礼包	0	
giftbox94_des	藏墟·每周天启者聘任包	0	
giftbox95	厚壤·天启者聘任包	0	
giftbox95_use	礼包	0	
giftbox95_des	厚壤·天启者聘任包	0	
giftbox96	宝域·武器定制包	0	
giftbox96_use	礼包	0	
giftbox96_des	宝域·武器定制包	0	
giftbox97	耀城·豪华物资包	0	
giftbox97_use	礼包	0	
giftbox97_des	耀城·豪华物资包	0	
giftbox98	饶境·资金包	0	
giftbox98_use	礼包	0	
giftbox98_des	饶境·资金包	0	
giftbox99	巧坞·成长物资包	0	
giftbox99_use	礼包	0	
giftbox99_des	巧坞·成长物资包	0	
giftbox100	妙垣·成长物资包	0	
giftbox100_use	礼包	0	
giftbox100_des	妙垣·成长物资包	0	
giftbox101	悬坻·成长物资包	0	
giftbox101_use	礼包	0	
giftbox101_des	悬坻·成长物资包	0	
giftbox102	晶坯·后勤提升包	0	
giftbox102_use	礼包	0	
giftbox102_des	晶坯·后勤提升包	0	
			
giftbox103	风羽·每周天启者聘任包	0	
giftbox103_use	礼包	0	
giftbox103_des	风羽·每周天启者聘任包	0	
giftbox104	飓啸·顶级物资包	0	
giftbox104_use	礼包	0	
giftbox104_des	飓啸·顶级物资包	0	
giftbox105	飙尘·天启者聘任包	0	
giftbox105_use	礼包	0	
giftbox105_des	飙尘·天启者聘任包	0	
giftbox106	飕鸣·武器定制包	0	
giftbox106_use	礼包	0	
giftbox106_des	飕鸣·武器定制包	0	
giftbox107	飘盈·资金包	0	
giftbox107_use	礼包	0	
giftbox107_des	飘盈·资金包	0	
giftbox108	飒行·成长物资包	0	
giftbox108_use	礼包	0	
giftbox108_des	飒行·成长物资包	0	
giftbox109	簌翎·成长物资包	0	
giftbox109_use	礼包	0	
giftbox109_des	簌翎·成长物资包	0	
giftbox110	逸翔·成长物资包	0	
giftbox110_use	礼包	0	
giftbox110_des	逸翔·成长物资包	0	
giftbox111	岚霏·后勤提升包	0	
giftbox111_use	礼包	0	
giftbox111_des	岚霏·后勤提升包	0	
giftbox112	跃霄·天启者聘任包	0	
giftbox112_use	礼包	0	
giftbox112_des	跃霄·天启者聘任包	0	
giftbox113	蔚霞·武器定制包	0	
giftbox113_use	礼包	0	
giftbox113_des	蔚霞·武器定制包	0	
giftbox114	氤雾·资金包	0	
giftbox114_use	礼包	0	
giftbox114_des	氤雾·资金包	0	
giftbox115	氲霁·成长物资包	0	
giftbox115_use	礼包	0	
giftbox115_des	氲霁·成长物资包	0	
giftbox116	晴霭·成长物资包	0	
giftbox116_use	礼包	0	
giftbox116_des	晴霭·成长物资包	0	
giftbox117	层霓·成长物资包	0	
giftbox117_use	礼包	0	
giftbox117_des	层霓·成长物资包	0	
giftbox118	野氛·后勤提升包	0	
giftbox118_use	礼包	0	
giftbox118_des	野氛·后勤提升包	0	
			
giftbox119	轻诉·每周天启者聘任包	0	
giftbox119_use	礼包	0	
giftbox119_des	轻诉·每周天启者聘任包	0	
giftbox120	归诏·天启者聘任包	0	
giftbox120_use	礼包	0	
giftbox120_des	归诏·天启者聘任包	0	
giftbox121	戎谱·武器定制包	0	
giftbox121_use	礼包	0	
giftbox121_des	戎谱·武器定制包	0	
giftbox122	智谋·豪华物资包	0	
giftbox122_use	礼包	0	
giftbox122_des	智谋·豪华物资包	0	
giftbox123	默访·资金包	0	
giftbox123_use	礼包	0	
giftbox123_des	默访·资金包	0	
giftbox124	鉴证·成长物资包	0	
giftbox124_use	礼包	0	
giftbox124_des	鉴证·成长物资包	0	
giftbox125	战记·成长物资包	0	
giftbox125_use	礼包	0	
giftbox125_des	战记·成长物资包	0	
giftbox126	捷讯·成长物资包	0	
giftbox126_use	礼包	0	
giftbox126_des	捷讯·成长物资包	0	
giftbox127	围议·后勤提升包	0	
giftbox127_use	礼包	0	
giftbox127_des	围议·后勤提升包	0	
giftbox128	凉抚·每周天启者聘任包	0	
giftbox128_use	礼包	0	
giftbox128_des	凉抚·每周天启者聘任包	0	
giftbox129	凝珠·顶级物资包	0	
giftbox129_use	礼包	0	
giftbox129_des	凝珠·顶级物资包	0	
giftbox130	冰酪·天启者聘任包	0	
giftbox130_use	礼包	0	
giftbox130_des	冰酪·天启者聘任包	0	
giftbox131	冻冻·武器定制包	0	
giftbox131_use	礼包	0	
giftbox131_des	冻冻·武器定制包	0	
giftbox132	凛翠·资金包	0	
giftbox132_use	礼包	0	
giftbox132_des	凛翠·资金包	0	
giftbox133	甜冽·成长物资包	0	
giftbox133_use	礼包	0	
giftbox133_des	甜冽·成长物资包	0	
giftbox134	净泉·成长物资包	0	
giftbox134_use	礼包	0	
giftbox134_des	净泉·成长物资包	0	
giftbox135	冷蜜·成长物资包	0	
giftbox135_use	礼包	0	
giftbox135_des	冷蜜·成长物资包	0	
giftbox136	糖凇·后勤提升包	0	
giftbox136_use	礼包	0	
giftbox136_des	糖凇·后勤提升包	0	
giftbox137	涛湍·天启者聘任包	0	
giftbox137_use	礼包	0	
giftbox137_des	涛湍·天启者聘任包	0	
giftbox138	浪涌·武器定制包	0	
giftbox138_use	礼包	0	
giftbox138_des	浪涌·武器定制包	0	
giftbox139	流念·资金包	0	
giftbox139_use	礼包	0	
giftbox139_des	流念·资金包	0	
giftbox140	泓隐·成长物资包	0	
giftbox140_use	礼包	0	
giftbox140_des	泓隐·成长物资包	0	
giftbox141	沫散·成长物资包	0	
giftbox141_use	礼包	0	
giftbox141_des	沫散·成长物资包	0	
giftbox142	汀奏·成长物资包	0	
giftbox142_use	礼包	0	
giftbox142_des	汀奏·成长物资包	0	
giftbox143	溪旅·后勤提升包	0	
giftbox143_use	礼包	0	
giftbox143_des	溪旅·后勤提升包	0	
giftbox144	辟垦·每周天启者聘任包	0	
giftbox144_use	礼包	0	
giftbox144_des	辟垦·每周天启者聘任包	0	
giftbox145	晖坠·天启者聘任包	0	
giftbox145_use	礼包	0	
giftbox145_des	晖坠·天启者聘任包	0	
giftbox146	琢圭·武器定制包	0	
giftbox146_use	礼包	0	
giftbox146_des	琢圭·武器定制包	0	
giftbox147	峰壑·豪华物资包	0	
giftbox147_use	礼包	0	
giftbox147_des	峰壑·豪华物资包	0	
giftbox148	崖堑·资金包	0	
giftbox148_use	礼包	0	
giftbox148_des	崖堑·资金包	0	
giftbox149	观壁·成长物资包	0	
giftbox149_use	礼包	0	
giftbox149_des	观壁·成长物资包	0	
giftbox150	砂垒·成长物资包	0	
giftbox150_use	礼包	0	
giftbox150_des	砂垒·成长物资包	0	
giftbox151	荒垄·成长物资包	0	
giftbox151_use	礼包	0	
giftbox151_des	荒垄·成长物资包	0	
giftbox152	摧坚·后勤提升包	0	
giftbox152_use	礼包	0	
giftbox152_des	摧坚·后勤提升包	0	
giftbox153	炙阳·每周天启者聘任包	0	
giftbox153_use	礼包	0	
giftbox153_des	炙阳·每周天启者聘任包	0	
giftbox154	灵现·天启者聘任包	0	
giftbox154_use	礼包	0	
giftbox154_des	灵现·天启者聘任包	0	
giftbox155	焚铄·武器定制包	0	
giftbox155_use	礼包	0	
giftbox155_des	焚铄·武器定制包	0	
giftbox156	焱勇·豪华物资包	0	
giftbox156_use	礼包	0	
giftbox156_des	焱勇·豪华物资包	0	
giftbox157	燎金·资金包	0	
giftbox157_use	礼包	0	
giftbox157_des	燎金·资金包	0	
giftbox158	燃犀·成长物资包	0	
giftbox158_use	礼包	0	
giftbox158_des	燃犀·成长物资包	0	
giftbox159	炽盛·成长物资包	0	
giftbox159_use	礼包	0	
giftbox159_des	炽盛·成长物资包	0	
giftbox160	烬腾·成长物资包	0	
giftbox160_use	礼包	0	
giftbox160_des	烬腾·成长物资包	0	
giftbox161	炼骨·后勤提升包	0	
giftbox161_use	礼包	0	
giftbox161_des	炼骨·后勤提升包	0	
			
giftbox162	琳秀·每周天启者聘任包	0	2.5供应站礼包
giftbox162_use	礼包	0	2.5供应站礼包
giftbox162_des	琳秀·每周天启者聘任包	0	2.5供应站礼包
giftbox163	华琅·顶级物资包	0	2.5供应站礼包
giftbox163_use	礼包	0	2.5供应站礼包
giftbox163_des	华琅·顶级物资包	0	2.5供应站礼包
giftbox164	璇姿·天启者聘任包	0	2.5供应站礼包
giftbox164_use	礼包	0	2.5供应站礼包
giftbox164_des	璇姿·天启者聘任包	0	2.5供应站礼包
giftbox165	琼枝·武器定制包	0	2.5供应站礼包
giftbox165_use	礼包	0	2.5供应站礼包
giftbox165_des	琼枝·武器定制包	0	2.5供应站礼包
giftbox166	锦瑰·资金包	0	2.5供应站礼包
giftbox166_use	礼包	0	2.5供应站礼包
giftbox166_des	锦瑰·资金包	0	2.5供应站礼包
giftbox167	稀珍·成长物资包	0	2.5供应站礼包
giftbox167_use	礼包	0	2.5供应站礼包
giftbox167_des	稀珍·成长物资包	0	2.5供应站礼包
giftbox168	绯玑·成长物资包	0	2.5供应站礼包
giftbox168_use	礼包	0	2.5供应站礼包
giftbox168_des	绯玑·成长物资包	0	2.5供应站礼包
giftbox169	彤珠·成长物资包	0	2.5供应站礼包
giftbox169_use	礼包	0	2.5供应站礼包
giftbox169_des	彤珠·成长物资包	0	2.5供应站礼包
giftbox170	香璎·后勤提升包	0	2.5供应站礼包
giftbox170_use	礼包	0	2.5供应站礼包
giftbox170_des	香璎·后勤提升包	0	2.5供应站礼包
giftbox171	琉彩·天启者聘任包	0	2.5供应站礼包
giftbox171_use	礼包	0	2.5供应站礼包
giftbox171_des	琉彩·天启者聘任包	0	2.5供应站礼包
giftbox172	琢器·武器定制包	0	2.5供应站礼包
giftbox172_use	礼包	0	2.5供应站礼包
giftbox172_des	琢器·武器定制包	0	2.5供应站礼包
giftbox173	玫印·资金包	0	2.5供应站礼包
giftbox173_use	礼包	0	2.5供应站礼包
giftbox173_des	玫印·资金包	0	2.5供应站礼包
giftbox174	素珞·成长物资包	0	2.5供应站礼包
giftbox174_use	礼包	0	2.5供应站礼包
giftbox174_des	素珞·成长物资包	0	2.5供应站礼包
giftbox175	赤瑶·成长物资包	0	2.5供应站礼包
giftbox175_use	礼包	0	2.5供应站礼包
giftbox175_des	赤瑶·成长物资包	0	2.5供应站礼包
giftbox176	丹瑾·成长物资包	0	2.5供应站礼包
giftbox176_use	礼包	0	2.5供应站礼包
giftbox176_des	丹瑾·成长物资包	0	2.5供应站礼包
giftbox177	花珀·后勤提升包	0	2.5供应站礼包
giftbox177_use	礼包	0	2.5供应站礼包
giftbox177_des	花珀·后勤提升包	0	2.5供应站礼包
giftbox178	风绻·每周天启者聘任包	0	2.6供应站礼包
giftbox178_use	礼包	0	2.6供应站礼包
giftbox178_des	风绻·每周天启者聘任包	0	2.6供应站礼包
giftbox179	飘寻·天启者聘任包	0	2.6供应站礼包
giftbox179_use	礼包	0	2.6供应站礼包
giftbox179_des	飘寻·天启者聘任包	0	2.6供应站礼包
giftbox180	飒影·武器定制包	0	2.6供应站礼包
giftbox180_use	礼包	0	2.6供应站礼包
giftbox180_des	飒影·武器定制包	0	2.6供应站礼包
giftbox181	幻翼·豪华物资包	0	2.6供应站礼包
giftbox181_use	礼包	0	2.6供应站礼包
giftbox181_des	幻翼·豪华物资包	0	2.6供应站礼包
giftbox182	星翌·资金包	0	2.6供应站礼包
giftbox182_use	礼包	0	2.6供应站礼包
giftbox182_des	星翌·资金包	0	2.6供应站礼包
giftbox183	渺岚·成长物资包	0	2.6供应站礼包
giftbox183_use	礼包	0	2.6供应站礼包
giftbox183_des	渺岚·成长物资包	0	2.6供应站礼包
giftbox184	翎光·成长物资包	0	2.6供应站礼包
giftbox184_use	礼包	0	2.6供应站礼包
giftbox184_des	翎光·成长物资包	0	2.6供应站礼包
giftbox185	翩舞·成长物资包	0	2.6供应站礼包
giftbox185_use	礼包	0	2.6供应站礼包
giftbox185_des	翩舞·成长物资包	0	2.6供应站礼包
giftbox186	羽盈·后勤提升包	0	2.6供应站礼包
giftbox186_use	礼包	0	2.6供应站礼包
giftbox186_des	羽盈·后勤提升包	0	2.6供应站礼包
giftbox187	湄迹·每周天启者聘任包	0	2.7供应站礼包
giftbox187_use	礼包	0	2.7供应站礼包
giftbox187_des	湄迹·每周天启者聘任包	0	2.7供应站礼包
giftbox188	洄觅·天启者聘任包	0	2.7供应站礼包
giftbox188_use	礼包	0	2.7供应站礼包
giftbox188_des	洄觅·天启者聘任包	0	2.7供应站礼包
giftbox189	澄械·武器定制包	0	2.7供应站礼包
giftbox189_use	礼包	0	2.7供应站礼包
giftbox189_des	澄械·武器定制包	0	2.7供应站礼包
giftbox190	漩能·豪华物资包	0	2.7供应站礼包
giftbox190_use	礼包	0	2.7供应站礼包
giftbox190_des	漩能·豪华物资包	0	2.7供应站礼包
giftbox191	溟镞·资金包	0	2.7供应站礼包
giftbox191_use	礼包	0	2.7供应站礼包
giftbox191_des	溟镞·资金包	0	2.7供应站礼包
giftbox192	沫迁·成长物资包	0	2.7供应站礼包
giftbox192_use	礼包	0	2.7供应站礼包
giftbox192_des	沫迁·成长物资包	0	2.7供应站礼包
giftbox193	涟狩·成长物资包	0	2.7供应站礼包
giftbox193_use	礼包	0	2.7供应站礼包
giftbox193_des	涟狩·成长物资包	0	2.7供应站礼包
giftbox194	漪震·成长物资包	0	2.7供应站礼包
giftbox194_use	礼包	0	2.7供应站礼包
giftbox194_des	漪震·成长物资包	0	2.7供应站礼包
giftbox195	湫闻·后勤提升包	0	2.7供应站礼包
giftbox195_use	礼包	0	2.7供应站礼包
giftbox195_des	湫闻·后勤提升包	0	2.7供应站礼包
giftbox196	幻钥·每周天启者聘任包	0	2.8供应站礼包
giftbox196_use	礼包	0	2.8供应站礼包
giftbox196_des	幻钥·每周天启者聘任包	0	2.8供应站礼包
giftbox197	虚键·天启者聘任包	0	2.8供应站礼包
giftbox197_use	礼包	0	2.8供应站礼包
giftbox197_des	虚键·天启者聘任包	0	2.8供应站礼包
giftbox198	谶迹·武器定制包	0	2.8供应站礼包
giftbox198_use	礼包	0	2.8供应站礼包
giftbox198_des	谶迹·武器定制包	0	2.8供应站礼包
giftbox199	邃理·豪华物资包	0	2.8供应站礼包
giftbox199_use	礼包	0	2.8供应站礼包
giftbox199_des	邃理·豪华物资包	0	2.8供应站礼包
giftbox200	悖码·资金包	0	2.8供应站礼包
giftbox200_use	礼包	0	2.8供应站礼包
giftbox200_des	悖码·资金包	0	2.8供应站礼包
giftbox201	谜蜕·成长物资包	0	2.8供应站礼包
giftbox201_use	礼包	0	2.8供应站礼包
giftbox201_des	谜蜕·成长物资包	0	2.8供应站礼包
giftbox202	伪序·成长物资包	0	2.8供应站礼包
giftbox202_use	礼包	0	2.8供应站礼包
giftbox202_des	伪序·成长物资包	0	2.8供应站礼包
giftbox203	逆因·成长物资包	0	2.8供应站礼包
giftbox203_use	礼包	0	2.8供应站礼包
giftbox203_des	逆因·成长物资包	0	2.8供应站礼包
giftbox204	诡契·后勤提升包	0	2.8供应站礼包
giftbox204_use	礼包	0	2.8供应站礼包
giftbox204_des	诡契·后勤提升包	0	2.8供应站礼包
giftbox205	题献·每周天启者聘任包	0	3.0供应站礼包
giftbox205_use	礼包	0	3.0供应站礼包
giftbox205_des	题献·每周天启者聘任包	0	3.0供应站礼包
giftbox206	智辩·顶级物资包	0	3.0供应站礼包
giftbox206_use	礼包	0	3.0供应站礼包
giftbox206_des	智辩·顶级物资包	0	3.0供应站礼包
giftbox207	誓曲·天启者聘任包	0	3.0供应站礼包
giftbox207_use	礼包	0	3.0供应站礼包
giftbox207_des	誓曲·天启者聘任包	0	3.0供应站礼包
giftbox208	证冕·武器定制包	0	3.0供应站礼包
giftbox208_use	礼包	0	3.0供应站礼包
giftbox208_des	证冕·武器定制包	0	3.0供应站礼包
giftbox209	谶序·资金包	0	3.0供应站礼包
giftbox209_use	礼包	0	3.0供应站礼包
giftbox209_des	谶序·资金包	0	3.0供应站礼包
giftbox210	赋格·成长物资包	0	3.0供应站礼包
giftbox210_use	礼包	0	3.0供应站礼包
giftbox210_des	赋格·成长物资包	0	3.0供应站礼包
giftbox211	哲颂·成长物资包	0	3.0供应站礼包
giftbox211_use	礼包	0	3.0供应站礼包
giftbox211_des	哲颂·成长物资包	0	3.0供应站礼包
giftbox212	夜理·成长物资包	0	3.0供应站礼包
giftbox212_use	礼包	0	3.0供应站礼包
giftbox212_des	夜理·成长物资包	0	3.0供应站礼包
giftbox213	阈契·后勤提升包	0	3.0供应站礼包
giftbox213_use	礼包	0	3.0供应站礼包
giftbox213_des	阈契·后勤提升包	0	3.0供应站礼包
giftbox214	星绎·天启者聘任包	0	3.0供应站礼包
giftbox214_use	礼包	0	3.0供应站礼包
giftbox214_des	星绎·天启者聘任包	0	3.0供应站礼包
giftbox215	思曜·武器定制包	0	3.0供应站礼包
giftbox215_use	礼包	0	3.0供应站礼包
giftbox215_des	思曜·武器定制包	0	3.0供应站礼包
giftbox216	秘谕·资金包	0	3.0供应站礼包
giftbox216_use	礼包	0	3.0供应站礼包
giftbox216_des	秘谕·资金包	0	3.0供应站礼包
giftbox217	梦谒·成长物资包	0	3.0供应站礼包
giftbox217_use	礼包	0	3.0供应站礼包
giftbox217_des	梦谒·成长物资包	0	3.0供应站礼包
giftbox218	典钥·成长物资包	0	3.0供应站礼包
giftbox218_use	礼包	0	3.0供应站礼包
giftbox218_des	典钥·成长物资包	0	3.0供应站礼包
giftbox219	律锚·成长物资包	0	3.0供应站礼包
giftbox219_use	礼包	0	3.0供应站礼包
giftbox219_des	律锚·成长物资包	0	3.0供应站礼包
giftbox220	箴言·后勤提升包	0	3.0供应站礼包
giftbox220_use	礼包	0	3.0供应站礼包
giftbox220_des	箴言·后勤提升包	0	3.0供应站礼包
giftbox221	夜礼·每周天启者聘任包	0	3.1供应站礼包
giftbox221_use	礼包	0	3.1供应站礼包
giftbox221_des	夜礼·每周天启者聘任包	0	3.1供应站礼包
giftbox222	夜礼·天启者聘任包	0	3.1供应站礼包
giftbox222_use	礼包	0	3.1供应站礼包
giftbox222_des	夜礼·天启者聘任包	0	3.1供应站礼包
giftbox223	夜礼·武器定制包	0	3.1供应站礼包
giftbox223_use	礼包	0	3.1供应站礼包
giftbox223_des	夜礼·武器定制包	0	3.1供应站礼包
giftbox224	夜礼·豪华物资包	0	3.1供应站礼包
giftbox224_use	礼包	0	3.1供应站礼包
giftbox224_des	夜礼·豪华物资包	0	3.1供应站礼包
giftbox225	夜礼·成长资金包	0	3.1供应站礼包
giftbox225_use	礼包	0	3.1供应站礼包
giftbox225_des	夜礼·成长资金包	0	3.1供应站礼包
giftbox226	夜礼·神经突破包	0	3.1供应站礼包
giftbox226_use	礼包	0	3.1供应站礼包
giftbox226_des	夜礼·神经突破包	0	3.1供应站礼包
giftbox227	夜礼·等级提升包	0	3.1供应站礼包
giftbox227_use	礼包	0	3.1供应站礼包
giftbox227_des	夜礼·等级提升包	0	3.1供应站礼包
giftbox228	夜礼·神经通导包	0	3.1供应站礼包
giftbox228_use	礼包	0	3.1供应站礼包
giftbox228_des	夜礼·神经通导包	0	3.1供应站礼包
giftbox229	夜礼·后勤提升包	0	3.1供应站礼包
giftbox229_use	礼包	0	3.1供应站礼包
giftbox229_des	夜礼·后勤提升包	0	3.1供应站礼包
giftbox230	悦汐·每周天启者聘任包	0	3.2供应站礼包
giftbox230_use	礼包	0	3.2供应站礼包
giftbox230_des	悦汐·每周天启者聘任包	0	3.2供应站礼包
giftbox231	悦汐·顶级物资包	0	3.2供应站礼包
giftbox231_use	礼包	0	3.2供应站礼包
giftbox231_des	悦汐·顶级物资包	0	3.2供应站礼包
giftbox232	悦汐·天启者聘任包	0	3.2供应站礼包
giftbox232_use	礼包	0	3.2供应站礼包
giftbox232_des	悦汐·天启者聘任包	0	3.2供应站礼包
giftbox233	悦汐·武器定制包	0	3.2供应站礼包
giftbox233_use	礼包	0	3.2供应站礼包
giftbox233_des	悦汐·武器定制包	0	3.2供应站礼包
giftbox234	悦汐·成长物资包	0	3.2供应站礼包
giftbox234_use	礼包	0	3.2供应站礼包
giftbox234_des	悦汐·成长物资包	0	3.2供应站礼包
giftbox235	悦汐·神经突破包	0	3.2供应站礼包
giftbox235_use	礼包	0	3.2供应站礼包
giftbox235_des	悦汐·神经突破包	0	3.2供应站礼包
giftbox236	悦汐·等级提升包	0	3.2供应站礼包
giftbox236_use	礼包	0	3.2供应站礼包
giftbox236_des	悦汐·等级提升包	0	3.2供应站礼包
giftbox237	悦汐·神经通导包	0	3.2供应站礼包
giftbox237_use	礼包	0	3.2供应站礼包
giftbox237_des	悦汐·神经通导包	0	3.2供应站礼包
giftbox238	悦汐·后勤提升包	0	3.2供应站礼包
giftbox238_use	礼包	0	3.2供应站礼包
giftbox238_des	悦汐·后勤提升包	0	3.2供应站礼包
giftbox239	翩澜·天启者聘任包	0	3.2供应站礼包
giftbox239_use	礼包	0	3.2供应站礼包
giftbox239_des	翩澜·天启者聘任包	0	3.2供应站礼包
giftbox240	翩澜·武器定制包	0	3.2供应站礼包
giftbox240_use	礼包	0	3.2供应站礼包
giftbox240_des	翩澜·武器定制包	0	3.2供应站礼包
giftbox241	翩澜·成长物资包	0	3.2供应站礼包
giftbox241_use	礼包	0	3.2供应站礼包
giftbox241_des	翩澜·成长物资包	0	3.2供应站礼包
giftbox242	翩澜·神经突破包	0	3.2供应站礼包
giftbox242_use	礼包	0	3.2供应站礼包
giftbox242_des	翩澜·神经突破包	0	3.2供应站礼包
giftbox243	翩澜·等级提升包	0	3.2供应站礼包
giftbox243_use	礼包	0	3.2供应站礼包
giftbox243_des	翩澜·等级提升包	0	3.2供应站礼包
giftbox244	翩澜·神经通导包	0	3.2供应站礼包
giftbox244_use	礼包	0	3.2供应站礼包
giftbox244_des	翩澜·神经通导包	0	3.2供应站礼包
giftbox245	翩澜·后勤提升包	0	3.2供应站礼包
giftbox245_use	礼包	0	3.2供应站礼包
giftbox245_des	翩澜·后勤提升包	0	3.2供应站礼包
giftbox246	新程启礼·首日补给礼包	0	3.2新程启礼
giftbox246_use	礼包	0	3.2新程启礼
giftbox246_des	打开后可获得紫色品质角色【肴-养生专家】、提取物·肴*60	0	3.2新程启礼
giftbox247	新程启礼·前行助力礼包	0	3.2新程启礼
giftbox247_use	礼包	0	3.2新程启礼
giftbox247_des	打开后可获得高级天启者邀请函*1、巴德尔试剂（中）*6、普通战斗记录*10	0	3.2新程启礼
giftbox248	心契·天启者授任协议	0	3.3供应站角色自选礼包
giftbox248_use	自选礼包	0	3.3供应站角色自选礼包
