字符串索引	中文简体	1=临时文案  0和不填都=正式文案	//备注
dlc3.2house_detail	<span color="#E3F6FF">基地全新区域恋风漪岸开放</>\n<span color="#E3F6FF">与少女戏沙逐浪，享受恋恋海风</>\n<span color="#E3F6FF">一起制作冰趣甜品，解锁丰富沙滩家具</>	0	DLC3.2宿舍
dlc3.5house_detail	<span color="#f3f0f5">【推币大赢家】在“电玩次元”邂逅少女游戏身影，更要来一场酣畅游戏！分析员将在少女的助阵下畅爽推币，引爆属于你的硬币瀑布！</>	0	DLC3.5宿舍
			
dlc10house_detail1	薇蒂雅	0	
dlc10house_detail2	双人观影套组	0	
dlc10house_detail3	08.22-09.25 双人家具限时折扣中！	0	
			
dlc11house_detail1	茉莉安&凯茜娅	0	
dlc11house_detail2	蒙眼辨物&独家留影	0	
dlc11house_detail3	09.26-11.06 双人家具限时折扣中！	0	
			
dlc12house_detail1	里芙&芬妮	0	DLC2.3宿舍
dlc12house_detail2	亲密相伴&甜蜜揉捏	0	DLC2.3宿舍
dlc12house_detail3	11.07-12.18 双人家具限时折扣中！	0	DLC2.3宿舍
			
dlc13house_detail1	晴	0	DLC2.3宿舍
dlc13house_detail2	温热软“枕”	0	DLC2.3宿舍
dlc13house_detail3	12.19-01.22 双人家具限时折扣中！	0	DLC2.3宿舍
			
dlc15house_detail1	恩雅&苔丝	0	DLC2.6宿舍
dlc15house_detail2	耳畔柔触&绵软轻压	0	DLC2.6宿舍
dlc15house_detail3	03.06-04.16 双人家具限时折扣中！	0	DLC2.6宿舍
			
			
TxtActivitySeries	怦然密语	0	DLC2.7怦然密语活动
TxtActivitySeries_des	1.该活动为玩家共同助力破译“怦然密语”，玩家可在活动期间破译“怦然密语”，助力累计心语破译人数。\n2.活动期间内达成指定人数后将为当前服务器所有玩家发放奖励邮件，发放时限持续整个活动期间，即达成条件后新进的玩家均可收到奖励邮件。\n3.活动结束后将停止发放奖励邮件。\n4.心语破译人数每隔5分钟刷新1次。	0	DLC2.7怦然密语活动
			
PhotoStudio	基地全新功能契影定格开放\n多种合影姿势，自选拍照角度\n与少女一起定格美好时刻	0	DLC2.7契影定格开放
			
dlc27house_detail1	卜卜	0	DLC2.7宿舍
dlc27house_detail2	卜居雅案	0	DLC2.7宿舍
dlc27house_detail3	04.17-05.28 双人家具限时折扣中！	0	DLC2.7宿舍
			
dlc28house_detail1	奈莉德	0	DLC2.8宿舍
dlc28house_detail2	浪漫潮汐氛围灯	0	DLC2.8宿舍
dlc28house_detail3	05.29-07.09 双人家具限时折扣中！	0	DLC2.8宿舍
			
			
FormerDlc7_title	素影遗痕-追忆	0	DLC2.8复刻DLC7活动
FormerDlc7_des	活动期间内可体验追忆活动“素影遗痕”主线关卡	0	DLC2.8复刻DLC7活动
			
FormerDlc3_title	翠星假日-追忆	0	DLC3.1复刻DLC3活动
FormerDlc3_des	活动期间内可体验追忆活动“翠星假日”主线关卡	0	DLC3.1复刻DLC3活动
			
FormerDlc11_title	碧水假日-追忆	0	DLC3.1复刻DLC3活动
FormerDlc11_des	活动期间内可体验追忆活动“碧水假日”主线关卡	0	DLC3.3复刻DLC2.2活动
			
FormerDlc26_title	荒城栖花-追忆	0	DLC3.6复刻DLC2.6活动
FormerDlc26_des	活动期间内可体验追忆活动“荒城栖花”主线关卡	0	DLC3.6复刻DLC2.6活动
			
dlc31house_detail1	肴&辰星	0	DLC3.1宿舍
dlc31house_detail2	懒日偷闲&柔荑纾倦	0	DLC3.1宿舍
dlc31house_detail3	08.21-09.24 双人家具限时折扣中！	0	DLC3.1宿舍
			
dlc33house_detail1	克罗瑞娜	0	DLC3.3宿舍
dlc33house_detail2	奢享茶点桌套组	0	DLC3.3宿舍
dlc33house_detail3	11.06-12.17 双人家具限时折扣中！	0	DLC3.3宿舍
			
dlc34house_detail1	米娅	0	DLC3.4宿舍
dlc34house_detail2	星梦同愿墙	0	DLC3.4宿舍
dlc34house_detail3	12.18-1.28 双人家具限时折扣中！	0	DLC3.4宿舍
			
dlc36house_detail1	芙提雅&安卡希雅	0	DLC3.6宿舍
dlc36house_detail2	爱心练习？& 游戏时间！	0	DLC3.6宿舍
dlc36house_detail3	04.02-05.13 双人家具限时折扣中！	0	DLC3.6宿舍
			
			
			
limitedItem_button_card	获取角色	0	DLC3.4试用无限之视
limitedItem_button_weapon	获取武器	0	DLC3.4试用无限之视
limitedItem_button_support	获取后勤	0	DLC3.4试用无限之视
limitedItem_button_getweapon	获取限时武器	0	DLC3.4试用无限之视
limitedItem_button_getsupport	获取限时后勤	0	DLC3.4试用无限之视
limitedItem_NotStart	限时入队活动，将在解锁<span color="#bbf1ff">后勤装配功能</>7天后关闭	0	DLC3.4试用无限之视
limitedItem_StartTiming	剩余时间：%s	0	DLC3.4试用无限之视
limitedItem_HaveCard	已拥有该角色	0	DLC3.4试用无限之视
limitedItem_HaveWeaponAndSupport	已拥有该武器与后勤	0	DLC3.4试用无限之视
limitedItem_Expired	体验已过期	0	DLC3.4试用无限之视
limitedItem_Des	限时入队活动结束前，获取角色、武器或后勤，将保留其养成状态\n限时入队活动结束后，如果尚未获取角色、武器与后勤，将返还全部养成材料	0	DLC3.4试用无限之视
limitedItem_Tip1	解锁武器装备功能后，可以领取限时体验武器<span color="#5082f1">【九夜之冕】</>	0	DLC3.4试用无限之视
limitedItem_Tip2	解锁后勤装配功能后，可以领取限时体验后勤<span color="#5082f1">星朗小队</>	0	DLC3.4试用无限之视
limitedItem_Tip3	限时体验武器与后勤无法被分解	0	DLC3.4试用无限之视
limitedItem_Tip4	限时体验武器与后勤无法作为材料使用	0	DLC3.4试用无限之视
limitedItem_Tip5	限时体验武器升级后的奖励配件无法领取	0	DLC3.4试用无限之视
limitedItem_Tip6	限时体验后勤无法进行重修	0	DLC3.4试用无限之视
limitedItem_ActivityName	限时入队	0	DLC3.4试用无限之视
			
activity_house_skin	心居臻礼	0	DLC3.6宿舍皮活动名
