ID	//备注	角色GDPL	奖励	试用角色Id	关卡Id	Spine资源路径	Spine切换动画{时间,{开始位置x,y},{结束位置x,y},{缩放开始,结束}}	立绘Id	立绘偏移缩放{x,y,缩放}	背景颜色	背景图	标题颜色	标题底图	标题底图颜色	pv	跳转界面	条件跳转	跳转参数	跳转按键名	跳转图标
82	草莓甜心	{1,4,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103178	5081	/Game/Spine/Hero/Girl004b_03/tryGirl_004b_03.tryGirl_004b_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{27}	activity.try_girl_Icon2	1701221
83	不灭银星	{1,2,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103179	5082	/Game/Spine/Hero/Girl002_04/tryGirl_002_04.tryGirl_002_04	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{7,50}	activity.try_girl_Icon7	1701220
																				
84	奈莉德	{1,21,1,1}	{{4,3,2,1,20},{5,9,1,2,4}}	103188	5083	/Game/Spine/Hero/Girl021/tryGirl_021.tryGirl_021	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{3,155}	activity.try_girl_Icon1	1701222
85	晨曦统令	{1,21,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103189	5084	/Game/Spine/Hero/Girl021_02/tryGirl_021_02.tryGirl_021_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,9,1038}	activity.try_girl_Icon3	1701220
86	林间潋滟	{1,3,2,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103190	5085	/Game/Spine/Hero/Girl003a_02/tryGirl_003a_02.tryGirl_003a_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,642}	activity.try_girl_Icon3	1701220
87	绮锦流韵	{1,15,2,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103191	5086	/Game/Spine/Hero/Girl015a_04/tryGirl_015a_04.tryGirl_015a_04	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1026}	activity.try_girl_Icon3	1701220
88	元气愈养	{1,20,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103192	5087	/Game/Spine/Hero/Girl020_02/tryGirl_020_02.tryGirl_020_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1025}	activity.try_girl_Icon3	1701220
89	暧馨侍奉	{1,10,2,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103193	5088	/Game/Spine/Hero/Girl010a_04/tryGirl_010a_04.tryGirl_010a_04	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF		MallCharge			activity.try_girl_Icon4	1701219
90	疾速耀星	{1,8,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103194	5089	/Game/Spine/Hero/Girl008b_04/tryGirl_008b_04.tryGirl_008b_04	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{27}	activity.try_girl_Icon2	1701221
																				
91	薇蒂雅-天鹅座	{1,18,2,1}	{{4,3,2,1,20},{5,9,1,2,4}}	103196	5090	/Game/Spine/Hero/Girl018a/tryGirl_018a.tryGirl_018a	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{3,197}	activity.try_girl_Icon1	1701222
92	云端之邀	{1,18,2,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103197	5091	/Game/Spine/Hero/Girl018a_02/tryGirl_018a_02.tryGirl_018a_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1028}	activity.try_girl_Icon3	1701220
93	泳池护卫	{1,4,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103199	5092	/Game/Spine/Hero/Girl004b_04/tryGirl_004b_04.tryGirl_004b_04	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1029}	activity.try_girl_Icon3	1701220
94	慵倚花阴	{1,14,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103198	5093	/Game/Spine/Hero/Girl014b_03/tryGirl_014b_03.tryGirl_014b_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1030}	activity.try_girl_Icon3	1701220
95	引风飒意	{1,2,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103200	5094	/Game/Spine/Hero/Girl002b_03/tryGirl_002b_03.tryGirl_002b_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{27}	activity.try_girl_Icon2	1701221
96	不灭恒忆	{1,13,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103201	5095	/Game/Spine/Hero/Girl013_03/tryGirl_013_03.tryGirl_013_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{7,50}	activity.try_girl_Icon7	1701220
																				
97	凯茜娅-狂诗	{1,15,3,1}	{{4,3,2,1,20},{5,9,1,2,4}}	103210	5096	/Game/Spine/Hero/Girl015b/tryGirl_015b.tryGirl_015b	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{3,195}	activity.try_girl_Icon1	1701222
98	苔丝-绮幻	{1,17,2,1}	{{4,3,2,1,20},{5,9,1,2,4}}	103211	5097	/Game/Spine/Hero/Girl017a/tryGirl_017a.tryGirl_017a	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{3,195}	activity.try_girl_Icon1	1701222
99	星抚恋音	{1,15,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103212	5098	/Game/Spine/Hero/Girl015b_02/tryGirl_015b_02.tryGirl_015b_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1031}	activity.try_girl_Icon3	1701220
100	恋如花舞	{1,17,2,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103213	5099	/Game/Spine/Hero/Girl017a_02/tryGirl_017a_02.tryGirl_017a_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1032}	activity.try_girl_Icon3	1701220
101	畅饮狂欢	{1,20,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103214	5100	/Game/Spine/Hero/Girl020_03/tryGirl_020_03.tryGirl_020_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1034}	activity.try_girl_Icon3	1701220
102	秘密侍奉	{1,11,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103215	5101	/Game/Spine/Hero/Girl011b_03/tryGirl_011b_03.tryGirl_011b_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1033}	activity.try_girl_Icon3	1701220
103	甜蜜困扰	{1,5,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103216	5102	/Game/Spine/Hero/Girl005b_04/tryGirl_005b_04.tryGirl_005b_04	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{27}	activity.try_girl_Icon2	1701221
																				
104	克罗瑞娜	{1,22,1,1}	{{4,3,2,1,20},{5,9,1,2,4}}	103217	5103	/Game/Spine/Hero/Girl022/tryGirl_022.tryGirl_022	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{3,175}	activity.try_girl_Icon1	1701222
105	皎月幽祈	{1,22,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103218	5104	/Game/Spine/Hero/Girl022_02/tryGirl_022_02.tryGirl_022_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1035}	activity.try_girl_Icon3	1701220
106	轻罗曼舞	{1,3,2,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103219	5105	/Game/Spine/Hero/Girl003a_03/tryGirl_003a_03.tryGirl_003a_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1036}	activity.try_girl_Icon3	1701220
107	共待曙明	{1,10,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103220	5106	/Game/Spine/Hero/Girl010b_03/tryGirl_010b_03.tryGirl_010b_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1037}	activity.try_girl_Icon3	1701220
108	雨沁轻衫	{1,20,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103221	5107	/Game/Spine/Hero/Girl020_04/tryGirl_020_04.tryGirl_020_04	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{27}	activity.try_girl_Icon2	1701221
109	不灭灵影	{1,12,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103222	5108	/Game/Spine/Hero/Girl012_03/tryGirl_012_03.tryGirl_012_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{7,50}	activity.try_girl_Icon7	1701220
																				
110	芬妮澄意	{1,8,4,1}	{{4,3,2,1,20},{5,9,1,2,4}}	103223	5109	/Game/Spine/Hero/Girl008c/tryGirl_008c.tryGirl_008c	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{3,179}	activity.try_girl_Icon1	1701222
111	瑟瑞斯悠游	{1,13,3,1}	{{4,3,2,1,20},{5,9,1,2,4}}	103224	5110	/Game/Spine/Hero/Girl013b/tryGirl_013b.tryGirl_013b	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{3,181}	activity.try_girl_Icon1	1701222
112	夕晖蜜约	{1,8,4,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103225	5111	/Game/Spine/Hero/Girl008c_02/tryGirl_008c_02.tryGirl_008c_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1039}	activity.try_girl_Icon3	1701220
113	碧波浮游	{1,13,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103226	5112	/Game/Spine/Hero/Girl013b_02/tryGirl_013b_02.tryGirl_013b_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1046}	activity.try_girl_Icon3	1701220
114	海境鲛梦	{1,18,2,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103227	5113	/Game/Spine/Hero/Girl018a_03/tryGirl_018a_03.tryGirl_018a_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1042}	activity.try_girl_Icon3	1701220
115	热沙激浪	{1,21,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103228	5114	/Game/Spine/Hero/Girl021_03/tryGirl_021_03.tryGirl_021_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1041}	activity.try_girl_Icon3	1701220
116	柔倚身畔	{1,14,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103229	5115	/Game/Spine/Hero/Girl014b_04/tryGirl_014b_04.tryGirl_014b_04	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{27}	activity.try_girl_Icon2	1701221
																				
117	米娅星彩	{1,23,1,1}	{{4,3,2,1,20},{5,9,1,2,4}}	103235	5116	/Game/Spine/Hero/Girl023/tryGirl_023.tryGirl_023	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{3,187}	activity.try_girl_Icon1	1701222
118	暗空魅影	{1,23,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103236	5117	/Game/Spine/Hero/Girl023_02/tryGirl_023_02.tryGirl_023_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1043}	activity.try_girl_Icon3	1701220
119	清光虔愿	{1,6,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103237	5118	/Game/Spine/Hero/Girl006b_02/tryGirl_006b_02.tryGirl_006b_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1044}	activity.try_girl_Icon3	1701220
120	花间蝶踪	{1,15,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103238	5119	/Game/Spine/Hero/Girl015b_03/tryGirl_015b_03.tryGirl_015b_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1045}	activity.try_girl_Icon3	1701220
121	暖雾凝眸	{1,10,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103239	5120	/Game/Spine/Hero/Girl010b_04/tryGirl_010b_04.tryGirl_010b_04	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{27}	activity.try_girl_Icon2	1701221
																				
122	卜卜灵鉴	{1,20,2,1}	{{4,3,2,1,20},{5,9,1,2,4}}	103240	5121	/Game/Spine/Hero/Girl020a/tryGirl_020a.tryGirl_020a	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{3,189}	activity.try_girl_Icon1	1701222
123	绮恋星灵	{1,20,2,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103241	5122	/Game/Spine/Hero/Girl020a_02/tryGirl_020a_02.tryGirl_020a_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1047}	activity.try_girl_Icon3	1701220
124	喵语祈念	{1,12,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103242	5123	/Game/Spine/Hero/Girl012b_02/tryGirl_012b_02.tryGirl_012b_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1048}	activity.try_girl_Icon3	1701220
125	颂夜欢歌	{1,8,4,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103243	5124	/Game/Spine/Hero/Girl008c_03/tryGirl_008c_03.tryGirl_008c_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1049}	activity.try_girl_Icon3	1701220
126	恋恋秋行	{1,11,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103244	5125	/Game/Spine/Hero/Girl011b_04/tryGirl_011b_04.tryGirl_011b_04	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{27}	activity.try_girl_Icon2	1701221
127	不灭锋铭	{1,6,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103245	5126	/Game/Spine/Hero/Girl006_02/tryGirl_006_02.tryGirl_006_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{7,50}	activity.try_girl_Icon7	1701220
																				
128	安卡希雅-时之重奏	{1,1,3,1}	{{4,3,2,1,20},{5,9,1,2,4}}	103246	5134	/Game/Spine/Hero/Girl001b/tryGirl_001b.tryGirl_001b	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{3,191}	activity.try_girl_Icon1	1701222
129	茉莉安-霄鹰	{1,5,4,1}	{{4,3,2,1,20},{5,9,1,2,4}}	103247	5128	/Game/Spine/Hero/Girl005c/tryGirl_005c.tryGirl_005c	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{3,193}	activity.try_girl_Icon1	1701222
130	安卡恒约	{1,1,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103248	5129	/Game/Spine/Hero/Girl001b_02/tryGirl_001b_02.tryGirl_001b_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1050}	activity.try_girl_Icon3	1701220
131	茉莉安恒约	{1,5,4,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103249	5130	/Game/Spine/Hero/Girl005c_02/tryGirl_005c_02.tryGirl_005c_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1051}	activity.try_girl_Icon3	1701220
132	悠游汉服	{1,13,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103250	5131	/Game/Spine/Hero/Girl013b_03/tryGirl_013b_03.tryGirl_013b_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1052}	activity.try_girl_Icon3	1701220
133	米娅旗袍	{1,23,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103251	5132	/Game/Spine/Hero/Girl023_03/tryGirl_023_03.tryGirl_023_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1053}	activity.try_girl_Icon3	1701220
134	奈莉德BP	{1,21,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103252	5133	/Game/Spine/Hero/Girl021_04/tryGirl_021_04.tryGirl_021_04	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{27}	activity.try_girl_Icon2	1701221
																				
135	胧嫣-瑞狐	{1,24,1,1}	{{4,3,2,1,20},{5,9,1,2,4}}	103253	5135	/Game/Spine/Hero/Girl024/tryGirl_024.tryGirl_024	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{3,199}	activity.try_girl_Icon1	1701222
136	胧嫣-珠光曳影	{1,24,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103254	5136	/Game/Spine/Hero/Girl024_02/tryGirl_024_02.tryGirl_024_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1054}	activity.try_girl_Icon3	1701220
137	芙提雅国主驾到	{1,4,4,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103255	5137	/Game/Spine/Hero/Girl004c_02/tryGirl_004c_02.tryGirl_004c_02	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1055}	activity.try_girl_Icon3	1701220
138	霆光剑意逍遥	{1,6,3,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103256	5138	/Game/Spine/Hero/Girl006b_03/tryGirl_006b_03.tryGirl_006b_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{8,4,1056}	activity.try_girl_Icon3	1701220
139	澄意轻纱暖寐	{1,8,4,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103257	5139	/Game/Spine/Hero/Girl008c_04/tryGirl_008c_04.tryGirl_008c_04	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{27}	activity.try_girl_Icon2	1701221
140	不灭柔情	{1,11,1,1}	{{4,3,1,1,2000},{5,1,1,3,2}}	103258	5140	/Game/Spine/Hero/Girl011_03/tryGirl_011_03.tryGirl_011_03	{0.3,{0,0},{0,0},{1,1}}					26266FFF	1602058	8D86B7FF			FunctionRouter.GoTo	{7,50}	activity.try_girl_Icon7	1701220
