ID	备注	类型（0普通关 1boss关）	BUFF生效对象（1给玩家添加，0 底层设定都添加）	关卡BUFF{id1,id2,id3...}		地图ID	战斗逻辑配置ID	解锁条件(1：账号等级；2：Level ID，3：是否拥有某道具，4：曜日本专用是否通关xx关卡)	体力消耗(包含进入和通关)	星级条件 {{1,300},{1,180},{2,2}}	出场怪物信息{{G,D,P,L}}	关联growintensity怪物强度模板	关卡详情是否显示怪物列表 0或不配显示奖励列表 1显示怪物列表	推荐战力	战斗力增减等级数	是否允许多重战斗	是否显示再次挑战	下一关ID	玩家经验值	角色经验值	队伍规则	首次达成星级奖励	首通掉落ID	固定掉落ID	随机掉落ID	UI展示固定物品{{G,D,P,L,N}}	UI展示随机物品{{G,D,P,L,N}}	UI展示首通物品{{G,D,P,L,N}}	Boss概念图	BossID	关卡概念图	任务资源
6100	RealTower_010	1	1	{8300076,8300067}		610	1	{{2,6095}}	{0,0}		{6002102}	4				0	0	6101				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}	1804033	6001102	1801000	RealTower/RealTower100.RealTower100
6101	RealTower_002	0	1	{8300080}		602	1	{{2,6100}}	{0,0}		{400100601,4001005,4001007,4001017,500201003}	4				0	0	6102				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower101.RealTower101
6102	RealTower_001	0	1	{8300077}		601	1	{{2,6101}}	{0,0}		{400100403,4001005,4001002,400100304,5001001}	4				0	0	6103				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower102.RealTower102
6103	RealTower_002	0	1	{8300065}		602	1	{{2,6102}}	{0,0}		{4001103,400110802,400111201,4001112,4001108,400110201,400110401}	4				0	0	6104				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower103.RealTower103
6104	RealTower_004	0	1	{8300077}		604	1	{{2,6103}}	{0,0}		{4001005,400100403,4001002,4001017,4002007,400100601,500201003}	4				0	0	6105				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower104.RealTower104
6105	RealTower_006	0	1	{8300068,8300060}		606	1		{0,0}		{400100304,4003006,4001007,4009013,4002004,400100403,4001005,4001002,5002010,400901304,4001003,4001006,500201003}	4				0	0	6112				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower111.RealTower111
6106	RealTower_013	0	1	{8300079}		613	1	{{2,6105}}	{0,0}		{4001211,400121203,400121102,4001213,5001207}	4				0	0	6107				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower106.RealTower106
6107	RealTower_015	0	1	{8300081}		615	1	{{2,6106}}	{0,0}		{400121203,4001211,400121302,5001207}	4				0	0	6108				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower107.RealTower107
6108	RealTower_009	0	1	{8300074}		609	1	{{2,6107}}	{0,0}		{4003103,400110802,400111201,4001115,400111401,4001112,5001101}	4				0	0	6109				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower108.RealTower108
6109	RealTower_005	0	1	{8300078}		605	1	{{2,6108}}	{0,0}		{4001103,400110802,400110601,4002106,4001114,400111401,400110201,4001115,400111201}	4				0	0	6116				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower115.RealTower115
6110	RealTower_010	1	1	{8300075,8300059}		610	1	{{2,6105}}	{0,0}		{6002002}	4				0	0	6111				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}	1804030	6001002	1801000	RealTower/RealTower110.RealTower110
6111	RealTower_005	0	1	{8300062}		605	1	{{2,6110}}	{0,0}		{4003003,400100403,4002013,400100304,4001002,400100601,4003004,4001017}	4				0	0	6106				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower105.RealTower105
6112	RealTower_007	0	1	{8300075}		607	1	{{2,6111}}	{0,0}		{34003007,400100403,34003006,400100802,34001015,400101607,35001001,400901304}	4				0	0	6113				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower112.RealTower112
6113	RealTower_013	0	1	{8300074}		613	1	{{2,6112}}	{0,0}		{400121102,400121203,4001212,4001213,4001211,5001214}	4				0	0	6114				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower113.RealTower113
6114	RealTower_015	0	1	{8300075}		615	1	{{2,6113}}	{0,0}		{4001212,4001213,4001211,400121203,400121102,400121302,5001205}	4				0	0	6115				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower114.RealTower114
6115	RealTower_008	0	1	{8300072,8300074}		608	1		{0,0}		{4002003,400100403,4001002,400100601,4003006,4003004,400100304,500201003}	4				0	0	6110				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower109.RealTower109
6116	RealTower_012	0	1	{8300079}		612	1	{{2,6115}}	{0,0}		{400121102,400121203,4001212,4001213,5003208}	4				0	0	6117				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower116.RealTower116
6117	RealTower_014	0	1	{8300081}		614	1	{{2,6116}}	{0,0}		{400110601,4002103,4001115,400111401,5001109}	4				0	0	6118				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower117.RealTower117
6118	RealTower_015	0	1	{8300065}		615	1	{{2,6117}}	{0,0}		{400121203,400121102,4001213,5001203}	4				0	0	6119				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower118.RealTower118
6119	RealTower_009	0	1	{8300076}		609	1	{{2,6118}}	{0,0}		{4003007,400100601,4001002,4003016,400100403,400301609,500101002}	4				0	0	6120				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}			1801000	RealTower/RealTower119.RealTower119
6120	RealTower_010	1	1	{8300074,8300082}		610	1	{{2,6115}}	{0,0}		{6003101}	4				0	0	6121				{}	{6003}					{{4,3,2,1,20},{4,3,1,1,2000}}	1804032	6001101	1801000	RealTower/RealTower120.RealTower120
